RegionID,SizeRank,RegionName,RegionType,StateName,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31
395148,19,"Tampa, FL",Msa,FL,175000.0,179900.0,175000.0,179000.0,180000.0,177745.0,175000.0,170000.0,161000.0,158000.0,155000.0,155000.0,145000.0,149900.0,145900.0,144000.0,153000.0,151500.0,142500.0,142250.0,140000.0,141000.0,140000.0,134000.0,134990.0,134000.0,135000.0,135000.0,144000.0,135000.0,139900.0,135423.0,136000.0,130000.0,132350.0,125000.0,120000.0,120000.0,122000.0,125000.0,132000.0,125000.0,126000.0,124000.0,117000.0,117000.0,124500.0,115000.0,115000.0,120000.0,122000.0,125000.0,135000.0,135000.0,135000.0,134000.0,127000.0,135000.0,139000.0,130000.0,130150.0,145000.0,137000.0,150000.0,159900.0,161100.0,160000.0,158000.0,155000.0,155000.0,162500.0,148000.0,147000.0,157000.0,154900.0,164500.0,169000.0,169900.0,170000.0,167000.0,171400.0,163000.0,170000.0,160000.0,161000.0,170000.0,170000.0,174000.0,181450.0,184400.0,177750.0,182000.0,175000.0,175000.0,182000.0,171490.0,175000.0,180000.0,185000.0,189900.0,197500.0,193900.0,195000.0,190000.0,190990.0,195000.0,199000.0,187000.0,190000.0,199900.0,199000.0,207000.0,214000.0,214490.0,210000.0,210000.0,205000.0,215000.0,214900.0,205000.0,209100.0,216600.0,217200.0,220000.0,229000.0,225000.0,223345.0,224995.0,220000.0,228000.0,229700.0,220000.0,225000.0,226000.0,225000.0,230000.0,238000.0,237000.0,238000.0,235000.0,235000.0,237000.0,245000.0,235000.0,235000.0,240845.0,249000.0,249750.0,254000.0,258000.0,263000.0,264800.0,262000.0,265000.0,265000.0,265000.0,271400.0,275000.0,285000.0,293000.0,304700.0,305000.0,310000.0,315000.0,316218.0,325000.0,334500.0,330000.0
394358,20,"Baltimore, MD",Msa,MD,257500.0,257000.0,260000.0,259000.0,273000.0,274900.0,271400.0,275000.0,260000.0,262000.0,253500.0,247000.0,250000.0,255000.0,245000.0,245000.0,260000.0,255000.0,272000.0,259950.0,249900.0,240000.0,250000.0,245000.0,245000.0,250343.0,239900.0,245000.0,260000.0,249000.0,275000.0,265000.0,269839.0,255000.0,243000.0,247100.0,246541.0,253750.0,252025.0,250000.0,265000.0,265000.0,270000.0,250000.0,240000.0,245000.0,248000.0,244500.0,235000.0,231790.0,242000.0,265000.0,268000.0,265821.0,263750.0,265000.0,256250.0,255000.0,247500.0,258800.0,235500.0,245000.0,266000.0,267875.0,275000.0,290000.0,280000.0,285000.0,275000.0,279700.0,276675.0,264900.0,250000.0,268000.0,280000.0,284095.0,299000.0,284950.0,285803.0,279450.0,280000.0,275000.0,279900.0,278490.0,275000.0,273300.0,280000.0,279900.0,289900.0,310000.0,275000.0,280000.0,269900.0,265000.0,284245.0,262500.0,262750.0,270000.0,279900.0,289945.0,304995.0,305000.0,290000.0,287750.0,286990.0,274000.0,276500.0,270000.0,260000.0,265000.0,282500.0,290000.0,296613.0,299999.0,289000.0,284950.0,285000.0,282000.0,283250.0,275000.0,260000.0,279900.0,289999.0,294000.0,300000.0,305142.0,300000.0,299900.0,297000.0,297900.0,292375.0,277000.0,280500.0,290000.0,295000.0,304250.0,313130.0,323000.0,307500.0,310000.0,310000.0,300000.0,305000.0,289900.0,290000.0,309000.0,316985.0,309450.0,315000.0,319900.0,325000.0,328232.0,321000.0,325000.0,310000.0,310000.0,306000.0,310000.0,312000.0,335000.0,341250.0,340215.0,342000.0,332500.0,340000.0,330000.0,325000.0,320000.0
394530,21,"Denver, CO",Msa,CO,239000.0,247990.0,239000.0,238773.0,248275.0,249000.0,242250.0,232000.0,234000.0,220750.0,226200.0,205335.0,214900.0,222500.0,227500.0,228000.0,236000.0,231000.0,230000.0,222000.0,223450.0,212950.0,220000.0,224925.0,226000.0,230000.0,227000.0,232000.0,239900.0,250000.0,253946.0,247000.0,243000.0,245000.0,243000.0,230000.0,245000.0,245000.0,239000.0,244700.0,250000.0,245000.0,245000.0,239000.0,235250.0,240000.0,238000.0,236000.0,225000.0,240000.0,250000.0,257500.0,265000.0,260500.0,255000.0,254000.0,255000.0,255000.0,250000.0,254900.0,261500.0,269900.0,272000.0,273000.0,276500.0,279000.0,270000.0,265000.0,266500.0,262000.0,270000.0,265000.0,263000.0,277000.0,284500.0,285000.0,289000.0,290000.0,279900.0,280000.0,285000.0,287000.0,294000.0,297165.0,300000.0,320000.0,318500.0,324000.0,329000.0,318500.0,315000.0,314000.0,320000.0,325000.0,325000.0,325000.0,335000.0,350000.0,351700.0,365000.0,369974.0,360000.0,355000.0,353500.0,359900.0,357750.0,366058.0,362000.0,368000.0,382000.0,387000.0,387000.0,398000.0,388000.0,381000.0,378500.0,385000.0,381000.0,396000.0,398503.0,409900.0,413490.0,425000.0,423000.0,425000.0,420000.0,417800.0,408200.0,410000.0,410000.0,410000.0,405913.0,409000.0,420000.0,425000.0,433000.0,430000.0,435000.0,430000.0,425000.0,430000.0,429000.0,425000.0,430000.0,435000.0,448368.0,445000.0,445025.0,449000.0,460000.0,465000.0,462000.0,475000.0,469950.0,463000.0,465000.0,477000.0,505000.0,525573.0,543600.0,550000.0,550000.0,550000.0,545000.0,549112.0,550000.0,550000.0,550000.0
394982,22,"Pittsburgh, PA",Msa,PA,118500.0,126000.0,119780.0,125700.0,130000.0,134000.0,127500.0,122750.0,123500.0,120000.0,117000.0,124950.0,114000.0,122450.0,120000.0,129825.0,130000.0,130000.0,127200.0,125000.0,125825.0,118000.0,119000.0,114700.0,120000.0,125000.0,127013.0,130000.0,129950.0,131600.0,129900.0,132500.0,129900.0,120000.0,126250.0,119000.0,119700.0,132000.0,120000.0,134900.0,135000.0,137000.0,137500.0,132000.0,129000.0,125000.0,128000.0,124000.0,120000.0,125000.0,135000.0,135000.0,149000.0,144000.0,140000.0,135000.0,139000.0,132000.0,136000.0,130000.0,128825.0,135000.0,140000.0,144900.0,151250.0,149900.0,147000.0,144000.0,138000.0,135000.0,135000.0,126550.0,126500.0,137900.0,140000.0,142000.0,152450.0,152000.0,152289.0,143000.0,140000.0,135200.0,143000.0,139000.0,134900.0,144500.0,145000.0,150000.0,157000.0,158900.0,155000.0,146000.0,143000.0,145000.0,150000.0,139000.0,138000.0,145000.0,153000.0,155152.0,165000.0,160000.0,160000.0,155000.0,153600.0,151800.0,149900.0,147000.0,145000.0,150500.0,156000.0,167500.0,170000.0,170000.0,168000.0,160000.0,160000.0,163000.0,155000.0,152000.0,155000.0,165000.0,163500.0,167500.0,182000.0,175000.0,173000.0,167900.0,159500.0,163000.0,168000.0,158000.0,160000.0,168000.0,170000.0,177000.0,190000.0,185000.0,187800.0,175000.0,173250.0,175000.0,175000.0,160000.0,165000.0,178000.0,192500.0,190900.0,190000.0,200000.0,200000.0,199000.0,191700.0,189000.0,185000.0,178000.0,189900.0,200000.0,196000.0,215000.0,224900.0,220000.0,213900.0,208000.0,205000.0,207000.0,197500.0,194000.0
394998,23,"Portland, OR",Msa,OR,270000.0,276250.0,267000.0,277000.0,283918.0,278500.0,271750.0,258000.0,268500.0,258000.0,252450.0,250000.0,259000.0,245000.0,245000.0,250180.0,248000.0,245000.0,249900.0,239000.0,239000.0,233500.0,240000.0,239900.0,238000.0,241548.0,240000.0,239950.0,245000.0,250000.0,250000.0,245000.0,239000.0,244500.0,244000.0,229900.0,229900.0,230000.0,230000.0,234900.0,235000.0,230000.0,231000.0,227000.0,220000.0,231300.0,219900.0,215000.0,220675.0,225000.0,230000.0,238713.0,242500.0,240363.0,241000.0,237000.0,238850.0,240925.0,240000.0,238000.0,237836.0,249990.0,249000.0,260128.0,263500.0,270000.0,269000.0,265000.0,262977.0,262500.0,255000.0,253273.0,266400.0,265000.0,272000.0,280000.0,284000.0,289100.0,284998.0,283448.0,279110.0,279975.0,280000.0,272360.0,277998.0,284995.0,293000.0,300000.0,306570.0,306350.0,304995.0,297975.0,300000.0,305000.0,310824.0,299448.0,303316.0,323998.0,330000.0,332250.0,345000.0,335000.0,343750.0,339000.0,335000.0,339998.0,338825.0,340000.0,338998.0,355000.0,360000.0,370000.0,376500.0,375000.0,375000.0,370000.0,370000.0,364000.0,369990.0,379900.0,375500.0,380000.0,389000.0,395000.0,400000.0,390000.0,399930.0,385000.0,386500.0,385923.0,380000.0,380000.0,391450.0,390000.0,395000.0,410000.0,405000.0,405000.0,408000.0,399000.0,404331.0,410000.0,400000.0,405000.0,405000.0,419900.0,415945.0,416500.0,428000.0,435000.0,444900.0,441736.0,449800.0,440800.0,440000.0,444635.0,460000.0,474900.0,483000.0,495000.0,500500.0,507150.0,513900.0,500000.0,514724.0,506066.0,504275.0,500000.0
394458,24,"Charlotte, NC",Msa,NC,173000.0,178000.0,169000.0,176000.0,181500.0,182000.0,181000.0,175000.0,170479.0,168250.0,173000.0,152000.0,157400.0,160000.0,159000.0,160250.0,170000.0,165250.0,163150.0,161000.0,155500.0,155000.0,159000.0,151049.0,146000.0,155000.0,160000.0,162000.0,170000.0,170000.0,171870.0,169000.0,160000.0,167000.0,160000.0,153250.0,155000.0,156000.0,154000.0,162000.0,169000.0,168775.0,165000.0,153500.0,160000.0,156000.0,164000.0,150000.0,159000.0,162250.0,165000.0,173500.0,180000.0,172000.0,175000.0,167250.0,165000.0,168000.0,174500.0,160000.0,166000.0,176900.0,176000.0,185000.0,195000.0,192000.0,193500.0,183000.0,185000.0,189000.0,193000.0,176500.0,176000.0,190000.0,190000.0,199000.0,205000.0,201500.0,191500.0,194000.0,188000.0,193000.0,195390.0,176000.0,189000.0,204000.0,199935.0,205000.0,219900.0,206500.0,207000.0,198000.0,190000.0,210000.0,201000.0,185000.0,193750.0,206000.0,209900.0,215650.0,226500.0,220000.0,222000.0,215000.0,215000.0,222840.0,219000.0,212000.0,210000.0,227000.0,232000.0,230000.0,245000.0,240000.0,231000.0,232000.0,234500.0,234900.0,249900.0,230000.0,236500.0,242835.0,249000.0,250000.0,260000.0,250000.0,253000.0,245000.0,249000.0,255000.0,260000.0,242000.0,250000.0,260000.0,263000.0,272000.0,278493.0,275000.0,270000.0,272900.0,267500.0,269000.0,278028.0,265000.0,271250.0,284205.0,285000.0,274000.0,289924.0,293000.0,300000.0,296638.0,300311.0,300000.0,295000.0,290000.0,295000.0,311570.0,320000.0,335000.0,340000.0,341565.0,345000.0,345000.0,345000.0,355000.0,352500.0,354103.0
395045,25,"Sacramento, CA",Msa,CA,336000.0,324000.0,315000.0,312000.0,300000.0,290750.0,296500.0,276000.0,289000.0,277000.0,265000.0,245000.0,245000.0,250000.0,244000.0,255000.0,245000.0,250000.0,250000.0,240000.0,240000.0,234250.0,230000.0,225000.0,225000.0,230500.0,228500.0,230000.0,237000.0,239250.0,225000.0,232000.0,230000.0,238000.0,230000.0,215000.0,224750.0,220000.0,224500.0,218000.0,225000.0,220000.0,223000.0,220000.0,204000.0,200000.0,205000.0,193000.0,201750.0,203000.0,212500.0,214000.0,218500.0,225000.0,224000.0,225500.0,230000.0,236000.0,240000.0,235000.0,240000.0,258000.0,264750.0,275000.0,289500.0,287500.0,282000.0,289000.0,286500.0,282000.0,286500.0,275000.0,291000.0,300000.0,300000.0,315000.0,315000.0,312000.0,310000.0,312000.0,310000.0,301500.0,319000.0,300000.0,325000.0,315000.0,325000.0,330000.0,330000.0,325000.0,325500.0,325000.0,329000.0,335000.0,335500.0,325000.0,330000.0,342000.0,349000.0,357500.0,360000.0,357000.0,362500.0,360000.0,361000.0,358500.0,359000.0,348250.0,356000.0,369000.0,370000.0,385000.0,390000.0,387500.0,385000.0,390000.0,395000.0,390000.0,392000.0,378000.0,395000.0,400000.0,405000.0,410000.0,415000.0,410000.0,405000.0,410000.0,400000.0,408000.0,400000.0,389000.0,403000.0,410000.0,420000.0,425000.0,430000.0,425000.0,425000.0,419000.0,415000.0,424500.0,425000.0,420750.0,430000.0,440000.0,440000.0,439000.0,450000.0,468750.0,470000.0,480000.0,483000.0,475000.0,475000.0,470000.0,490000.0,510500.0,515000.0,538000.0,555000.0,545000.0,549000.0,543750.0,540000.0,548500.0,540000.0,532000.0
395055,26,"San Antonio, TX",Msa,TX,147500.0,149900.0,151950.0,154900.0,161750.0,155000.0,155000.0,146000.0,145000.0,145000.0,143700.0,145653.0,145000.0,148810.0,149000.0,153000.0,155500.0,161950.0,150500.0,147800.0,144529.0,142500.0,146645.0,143000.0,143250.0,143525.0,145000.0,146472.0,155000.0,160321.0,163500.0,154489.0,152500.0,154000.0,155000.0,147250.0,149900.0,149000.0,148000.0,152800.0,155600.0,159900.0,152572.0,155500.0,154000.0,149600.0,155000.0,143000.0,150000.0,154900.0,157000.0,165000.0,170000.0,165750.0,162000.0,159900.0,160000.0,165000.0,160000.0,152000.0,159750.0,160000.0,165000.0,172200.0,179675.0,180000.0,176950.0,168900.0,168000.0,172000.0,172000.0,166100.0,169900.0,173000.0,177460.0,183000.0,185000.0,185000.0,181000.0,185000.0,178438.0,183354.0,182500.0,179500.0,184500.0,189138.0,187000.0,194950.0,203000.0,197030.0,196000.0,191000.0,185000.0,183950.0,193000.0,189000.0,190000.0,198176.0,199900.0,207000.0,210000.0,210000.0,205700.0,206900.0,202000.0,201000.0,207000.0,195000.0,199900.0,202500.0,210164.0,215000.0,219900.0,215000.0,215000.0,212475.0,207000.0,214995.0,225000.0,213000.0,210000.0,219900.0,220000.0,229000.0,232000.0,229695.0,229900.0,220000.0,222415.0,221500.0,224000.0,215000.0,220000.0,225000.0,225000.0,235050.0,238500.0,235000.0,235000.0,231250.0,233000.0,229999.0,235000.0,225000.0,231000.0,235000.0,239000.0,243225.0,248450.0,255000.0,254000.0,255000.0,255956.0,255663.0,259900.0,253450.0,259000.0,260932.0,270595.0,280000.0,285500.0,292850.0,292700.0,295000.0,300000.0,300000.0,305000.0,300000.0
394943,27,"Orlando, FL",Msa,FL,226500.0,225000.0,217000.0,218000.0,220000.0,217500.0,215000.0,210000.0,199600.0,200000.0,194100.0,189998.0,190000.0,175000.0,161500.0,160900.0,169000.0,165000.0,161000.0,163000.0,156000.0,152000.0,149450.0,140000.0,135000.0,139000.0,138500.0,145000.0,147000.0,147245.0,140000.0,130000.0,139500.0,127100.0,128150.0,118900.0,119807.0,130000.0,130000.0,132000.0,132900.0,135000.0,130000.0,127000.0,129900.0,131096.0,131500.0,130000.0,126500.0,133500.0,127318.0,138200.0,145000.0,147000.0,142950.0,149950.0,145000.0,150000.0,155000.0,145000.0,155000.0,158000.0,165000.0,165000.0,175000.0,180000.0,177740.0,181073.0,180000.0,180900.0,185000.0,180000.0,178300.0,189900.0,190000.0,187000.0,192500.0,200000.0,196000.0,195000.0,193155.0,198000.0,205500.0,198000.0,190300.0,203250.0,196000.0,200000.0,207000.0,206431.0,206000.0,208000.0,209300.0,215000.0,215000.0,215000.0,205000.0,215000.0,215000.0,217000.0,226565.0,224900.0,222000.0,222297.0,223200.0,227020.0,229950.0,226682.0,225875.0,237000.0,235000.0,231000.0,245000.0,238000.0,236000.0,245000.0,240000.0,240000.0,245990.0,248990.0,240000.0,246400.0,249748.0,250000.0,255000.0,255000.0,254050.0,256945.0,255000.0,255000.0,260000.0,257995.0,260000.0,260990.0,259000.0,265000.0,274900.0,270000.0,272850.0,270400.0,269820.0,270000.0,283715.0,273000.0,272000.0,272500.0,277000.0,278825.0,279000.0,282257.0,286750.0,280000.0,280000.0,290000.0,287000.0,285000.0,296500.0,300000.0,304000.0,312500.0,323000.0,331500.0,335000.0,337000.0,340000.0,346500.0,350990.0,350000.0
394466,28,"Cincinnati, OH",Msa,OH,141000.0,145000.0,148700.0,147000.0,153000.0,152000.0,152000.0,148500.0,144300.0,141000.0,140800.0,133000.0,141690.0,143000.0,141200.0,143000.0,146800.0,139000.0,140000.0,139613.0,137000.0,136000.0,137935.0,132562.0,136216.0,137900.0,135000.0,138566.0,145000.0,149900.0,154300.0,146450.0,145000.0,141500.0,145000.0,140000.0,133500.0,134000.0,140000.0,144900.0,157500.0,155000.0,152000.0,140850.0,139000.0,143500.0,139500.0,132250.0,127100.0,133122.0,140000.0,145000.0,150000.0,150515.0,151875.0,142000.0,140000.0,140000.0,144000.0,138900.0,139950.0,145000.0,149666.0,158000.0,160000.0,163000.0,156660.0,152950.0,150000.0,146000.0,149250.0,131750.0,132900.0,142000.0,140400.0,150000.0,158000.0,158000.0,155000.0,150000.0,148000.0,149000.0,149000.0,142000.0,141950.0,149900.0,147500.0,160000.0,160000.0,162000.0,155000.0,155000.0,149000.0,147750.0,155000.0,143000.0,145000.0,150000.0,158500.0,160000.0,169950.0,169900.0,160000.0,159950.0,160000.0,159900.0,159900.0,158000.0,151250.0,159900.0,165000.0,165000.0,175000.0,175000.0,174800.0,169000.0,167000.0,170000.0,170000.0,165000.0,165000.0,175000.0,177000.0,180000.0,184175.0,181500.0,182250.0,173500.0,172710.0,179900.0,172250.0,167000.0,172000.0,180000.0,182000.0,191900.0,197000.0,195000.0,190000.0,189900.0,184900.0,190000.0,197000.0,180000.0,190000.0,200000.0,200000.0,195000.0,210000.0,212395.0,220000.0,210000.0,210000.0,215000.0,207500.0,195000.0,200000.0,210000.0,221150.0,227000.0,249600.0,240000.0,242125.0,235000.0,232000.0,234000.0,232000.0,216000.0
394475,29,"Cleveland, OH",Msa,OH,130000.0,129000.0,132000.0,132000.0,135000.0,133000.0,135000.0,131250.0,129900.0,125130.0,130000.0,120300.0,122000.0,122000.0,128500.0,123000.0,128500.0,123000.0,122750.0,124000.0,122600.0,117000.0,115000.0,121000.0,119000.0,123800.0,119900.0,125000.0,134500.0,129450.0,135000.0,129000.0,130000.0,126237.0,127000.0,124900.0,117500.0,115000.0,122000.0,125000.0,135000.0,129000.0,130000.0,130000.0,126000.0,124950.0,119500.0,112250.0,114500.0,110000.0,125500.0,123000.0,135000.0,136250.0,137750.0,126250.0,129000.0,124950.0,124700.0,115000.0,121250.0,124900.0,125000.0,134750.0,143600.0,140000.0,135000.0,138000.0,125000.0,123000.0,119900.0,112000.0,106500.0,123000.0,124000.0,125000.0,138500.0,136000.0,134250.0,126000.0,126900.0,127000.0,130000.0,112350.0,113000.0,124435.0,124900.0,133600.0,140000.0,142300.0,138000.0,135000.0,134000.0,126500.0,130000.0,120000.0,123000.0,120000.0,130250.0,136241.0,148200.0,142000.0,136000.0,139000.0,130250.0,134000.0,132000.0,123400.0,130000.0,129200.0,135000.0,147900.0,150000.0,149950.0,145000.0,145000.0,142500.0,145000.0,140000.0,130000.0,132625.0,138000.0,143000.0,146000.0,152000.0,147500.0,150000.0,149900.0,140000.0,140000.0,138900.0,140000.0,134900.0,144990.0,145000.0,158000.0,165000.0,162000.0,160000.0,153950.0,151125.0,150000.0,149950.0,150000.0,150000.0,158000.0,165000.0,165000.0,170000.0,174500.0,176000.0,174000.0,174900.0,169000.0,172000.0,160000.0,162750.0,167000.0,172000.0,182000.0,192900.0,196000.0,196000.0,184950.0,186000.0,185000.0,179900.0,175000.0
394735,30,"Kansas City, MO",Msa,MO,149900.0,153000.0,153450.0,163000.0,164375.0,157575.0,159000.0,147750.0,147000.0,144500.0,139715.0,129950.0,133500.0,145000.0,146000.0,153400.0,155000.0,159500.0,156500.0,144000.0,147000.0,147500.0,142500.0,137500.0,131500.0,146500.0,150000.0,155500.0,162500.0,157000.0,153900.0,148000.0,141625.0,145000.0,140000.0,130700.0,130000.0,137100.0,133000.0,140000.0,155000.0,150000.0,141000.0,138500.0,143350.0,139700.0,131500.0,128000.0,130000.0,135000.0,145000.0,155900.0,160000.0,156500.0,157000.0,155000.0,148000.0,148000.0,154500.0,134400.0,136000.0,147400.0,152500.0,167150.0,175000.0,170500.0,165000.0,160000.0,162000.0,163000.0,160000.0,155000.0,147500.0,150000.0,164000.0,172000.0,178500.0,179950.0,174000.0,165000.0,165000.0,168000.0,167000.0,156950.0,158750.0,165000.0,176250.0,185000.0,189000.0,181900.0,180000.0,172000.0,172500.0,173250.0,173875.0,165000.0,166750.0,170500.0,185000.0,195000.0,200000.0,196000.0,193000.0,187500.0,190000.0,181000.0,185100.0,179000.0,185750.0,189000.0,196000.0,209500.0,216000.0,210000.0,206000.0,200000.0,193450.0,200000.0,200000.0,200000.0,199250.0,210000.0,215000.0,220000.0,223750.0,220000.0,213000.0,205600.0,212000.0,210800.0,205250.0,209685.0,205000.0,217500.0,227800.0,235000.0,237500.0,231800.0,230000.0,224000.0,217000.0,220000.0,225000.0,220000.0,220000.0,239900.0,239000.0,244000.0,250000.0,258500.0,256950.0,260000.0,254000.0,250500.0,245000.0,246000.0,250000.0,259000.0,268000.0,280000.0,280000.0,285000.0,275000.0,273950.0,270000.0,272500.0,272500.0,265000.0
394775,31,"Las Vegas, NV",Msa,NV,267945.0,260000.0,259000.0,259490.0,255000.0,250000.0,242521.0,240000.0,236497.0,225000.0,225000.0,209002.0,203390.0,199900.0,192000.0,190000.0,180000.0,176500.0,170000.0,170000.0,160911.0,163000.0,155000.0,149900.0,150000.0,150000.0,150000.0,148000.0,150000.0,143000.0,145000.0,147175.0,140000.0,145000.0,145000.0,135000.0,139000.0,134900.0,135000.0,135350.0,133250.0,139995.0,135000.0,134500.0,135000.0,134000.0,130950.0,128000.0,130000.0,130000.0,133000.0,137000.0,137900.0,138900.0,144000.0,146000.0,145000.0,152254.0,155000.0,160000.0,160000.0,166755.0,172000.0,174950.0,178000.0,181500.0,189431.0,188000.0,188828.0,190300.0,190000.0,192500.0,195000.0,192750.0,190000.0,195000.0,199000.0,197990.0,205000.0,207000.0,205000.0,211075.0,211000.0,205000.0,210000.0,209031.0,210432.0,214894.0,222000.0,220000.0,224000.0,225000.0,221500.0,230000.0,224000.0,220000.0,225000.0,220000.0,225000.0,227000.0,220000.0,219000.0,224000.0,225000.0,222000.0,230000.0,229348.0,240767.0,245000.0,245000.0,248500.0,250000.0,255000.0,260000.0,260000.0,265000.0,263500.0,265000.0,275000.0,265190.0,275000.0,278000.0,285000.0,288000.0,287000.0,285000.0,289900.0,299900.0,295000.0,298880.0,302315.0,300000.0,299990.0,300000.0,298000.0,295000.0,299990.0,300000.0,306429.0,310000.0,305000.0,309283.0,309000.0,300990.0,312770.0,310988.0,305000.0,315000.0,323200.0,319888.0,320000.0,320000.0,321700.0,325000.0,325000.0,322000.0,331250.0,339777.0,345000.0,355900.0,365000.0,374000.0,375000.0,379000.0,380000.0,389900.0,396000.0,400000.0
394492,32,"Columbus, OH",Msa,OH,145800.0,151900.0,154900.0,157000.0,155750.0,149000.0,153000.0,151000.0,144500.0,142000.0,148450.0,154000.0,149200.0,149900.0,145000.0,144900.0,148900.0,149900.0,146850.0,146000.0,142500.0,148000.0,145000.0,156800.0,160000.0,146000.0,151000.0,155000.0,156350.0,163000.0,164600.0,149950.0,149200.0,155000.0,161200.0,149950.0,150000.0,148000.0,159000.0,150650.0,159000.0,159900.0,152000.0,144000.0,146250.0,150600.0,147000.0,143500.0,135000.0,140000.0,151500.0,149900.0,152000.0,162900.0,157300.0,147500.0,144000.0,146000.0,150000.0,146000.0,140250.0,146800.0,147900.0,154000.0,165000.0,170000.0,162900.0,157250.0,155500.0,154500.0,154000.0,149100.0,142000.0,149950.0,154900.0,159900.0,165000.0,165000.0,160000.0,160000.0,159900.0,156500.0,163000.0,151400.0,155000.0,161250.0,157000.0,175000.0,175500.0,171175.0,175000.0,172100.0,165000.0,171000.0,167000.0,164000.0,165000.0,166426.0,170675.0,175000.0,175000.0,179250.0,179000.0,176000.0,172000.0,177950.0,175000.0,172375.0,168950.0,175000.0,180000.0,192900.0,194000.0,191000.0,187000.0,183000.0,190000.0,186500.0,198000.0,194000.0,193630.0,193000.0,195000.0,200500.0,216850.0,203500.0,199000.0,199000.0,196700.0,195000.0,204450.0,190000.0,195000.0,205000.0,215000.0,221000.0,227000.0,219900.0,210000.0,208300.0,213000.0,205200.0,210000.0,212750.0,215000.0,229900.0,235000.0,231250.0,229900.0,244072.0,236050.0,230000.0,230500.0,230000.0,230000.0,228000.0,216050.0,239900.0,252000.0,265000.0,275000.0,266760.0,275000.0,262000.0,260000.0,255000.0,268000.0,255000.0
