airline,overall,traveller_type,cabin,route,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money
Emirates,10,Solo Leisure,Economy Class,IST to DXB,5,4,3,5,5,5
Emirates,5,Couple Leisure,Economy Class,SYD to CHC,4,5,5,5,1,4
Emirates,4,Business,Economy Class,HAM to BKK via DXB,2,4,4,2,1,2
Emirates,10,Solo Leisure,Business Class,DXB to JFK,5,4,5,5,5,5
Emirates,7,Couple Leisure,Economy Class,IAD to Del via DXB,4,3,4,5,3,3
Emirates,7,Couple Leisure,Business Class,BHX to CMB via DXB,4,3,3,5,5,3
Emirates,6,Solo Leisure,Economy Class,LGW to MEL,4,3,3,3,3,4
Emirates,1,Couple Leisure,Economy Class,DXB to WAW,1,1,4,4,1,1
Emirates,2,Couple Leisure,Business Class,BKK to BHX via DXB,1,1,3,3,1,1
Emirates,7,Solo Leisure,Business Class,BKK to ZRH via DXB,3,3,4,5,4,3
Emirates,10,Business,Economy Class,BKK to NCL via DXB,5,5,5,5,5,5
Emirates,9,Family Leisure,Economy Class,SIN to BNE,4,5,4,5,4,4
Emirates,3,Couple Leisure,Economy Class,DXB to MXP,2,1,3,3,3,3
Emirates,10,Solo Leisure,Business Class,AKL to MEL,5,5,5,5,4,5
Emirates,7,Couple Leisure,Economy Class,LHR to MLE via DXB,3,3,5,5,4,4
Emirates,8,Couple Leisure,Business Class,AMS to MRU via DXB,4,5,4,5,5,5
Emirates,8,Couple Leisure,Economy Class,GLA to HKG via DXB,3,4,3,5,4,5
Emirates,9,Solo Leisure,Economy Class,LHR to PER via DXB,4,5,5,5,5,5
Emirates,10,Couple Leisure,Economy Class,SYD to AKL,5,5,5,5,5,5
Emirates,6,Solo Leisure,Economy Class,CMB to MEL via SIN,2,3,4,4,1,3
Emirates,4,Family Leisure,Economy Class,JFK to BKK via DXB,4,2,3,5,2,3
Emirates,7,Family Leisure,Economy Class,DXB to CDG,5,4,4,5,4,4
Emirates,5,Couple Leisure,Economy Class,DUR to LHR via DXB,3,1,1,3,4,3
Emirates,9,Couple Leisure,Economy Class,GLA to CPT via DXB,3,4,5,5,4,5
Emirates,10,Couple Leisure,Economy Class,VIE to HKT via DXB,5,5,5,5,5,5
Emirates,8,Solo Leisure,Economy Class,KWI to KUL via DXB,5,5,5,5,3,5
Emirates,6,Solo Leisure,Business Class,BHX to BOM via DXB,4,3,3,3,4,3
Emirates,9,Solo Leisure,Business Class,BOM to LGW via DXB,5,5,5,5,3,4
Emirates,1,Couple Leisure,Economy Class,SYD to DXB,3,3,4,3,1,1
Emirates,10,Family Leisure,Economy Class,DFW to DXB,4,5,5,5,5,5
Emirates,8,Family Leisure,Economy Class,DXB to KHI,5,4,3,5,5,5
Emirates,9,Couple Leisure,Economy Class,LGW to DXB,4,4,4,5,4,5
Emirates,4,Family Leisure,Economy Class,BOM to SFO via DXB,2,1,1,3,3,2
Emirates,2,Solo Leisure,Economy Class,BNE to AKL,2,1,2,2,1,2
Emirates,7,Couple Leisure,Economy Class,BLR to SFO via DXB,1,5,5,5,5,5
Emirates,7,Family Leisure,First Class,HAM to BKK via DXB,5,3,5,5,5,3
Emirates,10,Solo Leisure,Economy Class,BKK to HKG,5,5,5,5,5,5
Emirates,9,Solo Leisure,Economy Class,AKL to MUC via DXB,4,5,5,5,5,5
Emirates,10,Family Leisure,Economy Class,BHX to KHI via DXB,3,5,4,5,4,5
Emirates,5,Couple Leisure,Economy Class,MAN to DXB,4,3,3,5,4,3
Emirates,9,Solo Leisure,Economy Class,BOM to KWI via DXB,4,5,4,4,5,5
Emirates,8,Couple Leisure,Economy Class,DXB to BKK,3,5,5,5,4,5
Emirates,8,Couple Leisure,Economy Class,MAD to DXB,4,5,5,5,4,5
Emirates,1,Family Leisure,Business Class,BNE to LHR via DXB,1,1,2,1,1,1
Emirates,8,Couple Leisure,Business Class,HKT to AMS via DXB,5,4,5,5,5,5
Emirates,6,Couple Leisure,Economy Class,PER to BRU via DXB,3,3,2,3,3,4
Emirates,1,Couple Leisure,Economy Class,LHR to SYD via DXB / BKK,1,1,1,1,1,1
Emirates,4,Solo Leisure,Economy Class,KHI to FRA via DXB,4,4,3,4,4,4
Emirates,10,Couple Leisure,Business Class,AMS to HKT via DXB,5,5,5,5,4,5
Emirates,2,Business,Business Class,MUC to PER via DXB,4,1,2,3,2,3
Emirates,3,Couple Leisure,Economy Class,MAD to DXB,1,2,1,5,4,2
Emirates,5,Business,Business Class,BKK to SYD,1,2,3,3,3,3
Emirates,10,Family Leisure,Business Class,CPH to PER via DXB,5,5,5,5,5,5
Emirates,9,Solo Leisure,Economy Class,AKL to LHR via BNE & DXB,4,4,4,5,4,5
Emirates,3,Business,Business Class,ACC to dxb via SYD,2,1,1,5,3,1
Emirates,10,Solo Leisure,First Class,DXB to FRA,5,5,5,5,5,5
Emirates,7,Couple Leisure,Economy Class,MEL to AKL,4,2,2,5,4,3
Emirates,7,Couple Leisure,Business Class,SYD to DUB via DXB,3,4,3,5,2,4
Emirates,5,Solo Leisure,Economy Class,LUN to AMS via DXB,2,1,4,3,4,3
Emirates,7,Family Leisure,Economy Class,KHI to DMM via DXB,4,4,3,4,3,4
Emirates,8,Family Leisure,Economy Class,YYZ to DXB,4,1,3,5,3,4
Emirates,8,Solo Leisure,Economy Class,LGW to HKG via DXB,4,3,4,4,5,5
Emirates,9,Solo Leisure,Economy Class,KUL to LHR via DXB,4,5,4,5,4,5
Emirates,3,Solo Leisure,Economy Class,MEL to KUL,2,4,4,4,1,2
Emirates,10,Solo Leisure,First Class,FRA to DXB,5,5,5,5,4,5
Emirates,8,Couple Leisure,Economy Class,BOM to LHR via DXB,4,4,3,5,4,4
Emirates,4,Couple Leisure,Business Class,CDG to DXB,3,2,2,4,2,2
Emirates,8,Solo Leisure,Business Class,HKG to GLA via DXB,5,5,3,5,3,4
Emirates,2,Solo Leisure,Economy Class,AKL to NCL via DXB,1,1,2,4,3,2
Emirates,6,Solo Leisure,Economy Class,LHR to KUL via DXB,2,1,3,4,3,3
Emirates,2,Couple Leisure,Economy Class,CMB to LHR via DXB,2,2,2,2,1,2
Emirates,10,Solo Leisure,First Class,JFK to DXB,5,5,5,5,5,5
Emirates,3,Solo Leisure,Economy Class,FCO to CGK via DXB,2,1,2,3,1,2
Emirates,6,Business,First Class,DUR to BHX via DXB,2,3,3,1,3,3
Emirates,9,Business,Business Class,GLA to NRT via DXB,5,5,1,5,5,5
Emirates,4,Business,Economy Class,PER to LHR via DXB,4,1,3,1,2,4
Emirates,3,Couple Leisure,Business Class,MRU to DUS via DXB,2,2,3,4,4,2
Emirates,2,Solo Leisure,Economy Class,BKK to SYD,1,1,1,2,1,1
Emirates,5,Couple Leisure,Economy Class,CMB to SIN,4,4,2,4,3,2
Emirates,4,Couple Leisure,Business Class,CMB to CPH via DXB,4,4,4,4,3,2
Emirates,4,Solo Leisure,Economy Class,DXB to NBO,1,3,4,1,4,4
Emirates,8,Couple Leisure,Business Class,DXB to BKK,5,5,4,5,3,4
Emirates,4,Solo Leisure,Economy Class,DUR to MAN via DXB,1,3,1,2,4,1
Emirates,4,Couple Leisure,Business Class,BHX to DXB,4,5,2,1,3,3
Emirates,9,Family Leisure,Economy Class,BNE to LHR via DXB,4,5,4,5,4,4
Emirates,9,Business,Economy Class,DXB to JED,5,5,2,5,5,5
Emirates,7,Family Leisure,First Class,HKG to BKK,5,4,3,5,4,4
Emirates,7,Solo Leisure,Economy Class,LGW to MRU via DXB,3,3,3,5,4,4
Emirates,2,Couple Leisure,First Class,Lusaka to Dubai,1,4,3,1,3,2
Emirates,3,Solo Leisure,Economy Class,DOH to CMB via DXB,3,4,3,4,4,3
Emirates,5,Family Leisure,Economy Class,BNE to AKL,4,3,3,5,3,3
Emirates,9,Family Leisure,Business Class,LAX to JNB via DXB,5,5,5,5,4,5
Emirates,5,Solo Leisure,Economy Class,Dubai to Orlando,3,1,1,4,3,2
Emirates,10,Couple Leisure,Business Class,AKL to MAN via DXB,5,5,5,5,5,4
Emirates,8,Solo Leisure,Business Class,DXB to LAX,5,5,4,5,5,3
Emirates,6,Solo Leisure,Economy Class,CDG to HND via DXB,5,5,4,5,1,3
Emirates,5,Solo Leisure,Business Class,AKL to MEL,4,2,1,4,4,3
Emirates,10,Solo Leisure,Economy Class,Dubai to Milan,5,5,5,5,5,5
Emirates,10,Solo Leisure,Economy Class,Milan to Dubai,4,5,5,5,5,5
Emirates,8,Couple Leisure,Economy Class,Manchester to Dubai,5,5,3,5,4,5
Emirates,5,Couple Leisure,Economy Class,Dubai to Manchester,5,2,2,5,5,5
Emirates,8,Couple Leisure,Economy Class,Dubai to Mumbai,4,4,3,4,3,4
Emirates,5,Couple Leisure,Economy Class,BOM to DAR via DXB,3,1,2,4,4,3
Emirates,9,Couple Leisure,Business Class,CDG to DXB,4,4,4,4,4,4
Emirates,6,Couple Leisure,Economy Class,Mumbai to Dubai,3,4,3,4,3,3
Emirates,10,Solo Leisure,Economy Class,KHI to JFK via DXB,2,4,5,5,5,4
Emirates,4,Family Leisure,Economy Class,CDG to PVG via DXB,1,2,5,3,3,3
Emirates,3,Solo Leisure,Economy Class,BNE to DXB via SIN,2,1,4,5,5,3
Emirates,10,Couple Leisure,Economy Class,CHC to STO via BKK/DXB,5,5,5,4,5,5
Emirates,8,Couple Leisure,First Class,BKK to HKG,5,5,3,5,4,5
Emirates,8,Family Leisure,Business Class,LHR to MRU via DXB,5,2,3,4,2,3
Emirates,8,Family Leisure,Economy Class,JFK to DXB,5,5,4,5,5,5
Emirates,10,Solo Leisure,Economy Class,MEL to KUL,5,5,4,5,4,5
Emirates,4,Solo Leisure,Economy Class,BOM to JFK via DXB,3,2,1,3,3,2
Emirates,8,Solo Leisure,First Class,CPT to AKL via DXB/BNE,5,3,4,5,5,4
Emirates,3,Couple Leisure,Economy Class,MAN to SYD via DXB,3,1,3,5,3,3
Emirates,3,Couple Leisure,Economy Class,DXB to LGW,4,1,2,2,4,2
Emirates,3,Family Leisure,Economy Class,KHI to BOS via DXB,4,4,3,3,3,3
Emirates,3,Business,Economy Class,SIN to IAD via DXB,4,1,1,3,1,2
Emirates,2,Business,Economy Class,DEL to MEL via DXB,3,1,1,4,1,1
Emirates,6,Couple Leisure,Economy Class,MAN to SYD via DXB,4,3,2,4,3,3
Emirates,2,Business,Business Class,Sydney to Bangkok,5,1,1,5,1,1
Emirates,3,Couple Leisure,First Class,SFO to JNB via DXB,5,5,5,5,1,1
Emirates,5,Couple Leisure,Economy Class,MAN to BKK via DXB,4,1,1,2,4,2
Emirates,1,Family Leisure,Economy Class,LHR to LHE via DXB,1,1,3,3,1,1
Emirates,10,Couple Leisure,Business Class,LHR to HKG via DXB,5,5,4,5,5,5
Emirates,9,Couple Leisure,Economy Class,Dubai to Brisbane,3,5,5,5,4,3
Emirates,10,Couple Leisure,Economy Class,DXB to MUC,5,4,4,5,5,5
Emirates,3,Family Leisure,Economy Class,MAN to DOH via DXB,4,4,3,5,4,2
Emirates,9,Business,Business Class,Sydney to Bangkok,4,5,5,3,5,4
Emirates,8,Business,Economy Class,CGK to CDG via DXB,4,4,3,5,3,5
Emirates,7,Business,Economy Class,AMS to CGK via DXB,3,3,4,5,3,4
Emirates,9,Solo Leisure,Economy Class,DUS to HKG via BKK,4,5,5,5,3,5
Emirates,7,Solo Leisure,Economy Class,DUR to AKL via DXB/BNE,4,4,5,5,4,4
Emirates,7,Solo Leisure,Economy Class,LHR to KUL via DXB,2,1,5,5,5,3
Emirates,6,Couple Leisure,Business Class,JFK to MXP,4,3,2,4,4,4
Emirates,5,Solo Leisure,Economy Class,Sydney to Bangkok,3,4,3,5,1,3
Emirates,9,Business,Business Class,Amsterdam to Dubai,5,3,4,5,5,5
Emirates,9,Couple Leisure,Business Class,NCL to SIN via DXB,4,5,4,5,4,4
Emirates,8,Couple Leisure,Economy Class,DUR to LGW via DXB,3,4,4,5,4,4
Emirates,5,Business,Economy Class,GLA to ADD via DXB,4,4,4,1,1,4
Emirates,9,Solo Leisure,Business Class,LGW to MEL via KUL,4,5,5,5,4,5
Emirates,1,Family Leisure,Economy Class,Dubai to London,2,1,1,4,1,1
Emirates,9,Business,Economy Class,Jeddah to Dubai,4,5,5,5,4,4
Emirates,10,Couple Leisure,Economy Class,JFK to Milan,5,5,5,5,5,5
Emirates,7,Family Leisure,Economy Class,Dubai to Manila,3,4,3,5,5,3
Emirates,8,Solo Leisure,Economy Class,BCN to SIN via DXB,5,3,5,5,4,4
Emirates,10,Family Leisure,Economy Class,Madrid to Beijing via Dubai,5,5,5,5,5,5
Emirates,8,Solo Leisure,Economy Class,Budapest to Dubai,3,5,5,4,5,3
Emirates,8,Solo Leisure,Business Class,Budapest to Shanghai via DXB,4,4,4,5,5,4
Emirates,2,Family Leisure,Economy Class,Newcastle to Dubai,3,1,1,4,1,2
Emirates,5,Couple Leisure,Economy Class,BHX to BNE via DXB,3,3,3,4,5,4
Emirates,10,Couple Leisure,Economy Class,LIS to AKL via DXB,5,5,5,4,5,5
Emirates,8,Family Leisure,Business Class,MCO to CPT via DXB,3,4,4,3,4,4
Emirates,10,Family Leisure,Economy Class,MEL to DXB via SIN,5,5,5,5,5,5
Emirates,1,Couple Leisure,Economy Class,DFW to DXB,1,1,1,2,1,2
Emirates,5,Couple Leisure,Economy Class,SIN to LGW via DXB,1,2,2,3,3,3
Emirates,5,Family Leisure,Economy Class,Dubai to Houston,3,1,2,3,4,3
Emirates,8,Business,Economy Class,Kuwait to Dubai,4,4,5,5,4,4
Emirates,2,Solo Leisure,Economy Class,Manila to Dubai,2,2,2,3,2,2
Emirates,8,Solo Leisure,Economy Class,MEL to AKL,5,5,5,5,2,5
Emirates,9,Family Leisure,Economy Class,BCN to MNL via DXB,5,5,4,5,4,4
Emirates,1,Business,Economy Class,GVA to SIN via DXB,1,2,1,2,1,2
Emirates,8,Solo Leisure,Economy Class,GLA to AKL via DXB / MEL,3,5,4,4,5,5
Emirates,10,Solo Leisure,Business Class,Sydney to Auckland,4,5,5,5,5,5
Emirates,5,Couple Leisure,Economy Class,DXB to MAN,4,3,1,4,4,3
Emirates,10,Couple Leisure,First Class,SYD to MAN via DXB,5,5,5,5,5,5
Emirates,8,Solo Leisure,Economy Class,Singapore to Colombo,2,5,4,5,5,4
Emirates,1,Couple Leisure,Economy Class,LHR to BNE via DXB / SIN,1,3,2,3,1,1
Emirates,9,Solo Leisure,Economy Class,SFO to DXB,4,5,5,3,5,2
Emirates,4,Solo Leisure,Economy Class,AMS to SYD via DXB,4,1,1,4,4,2
Emirates,7,Family Leisure,Economy Class,Melbourne to Singapore,4,4,2,4,3,3
Emirates,9,Family Leisure,Economy Class,LGW to COK via DXB,4,4,4,5,5,5
Emirates,1,Couple Leisure,Economy Class,NYC to MILAN,1,1,2,2,1,1
Emirates,2,Solo Leisure,Business Class,KUL to KWI via DXB,3,3,1,5,1,2
Emirates,4,Family Leisure,Economy Class,DXB to KHI,3,1,1,2,2,2
Emirates,2,Family Leisure,Economy Class,FRA to STD via DXB,2,1,1,1,1,2
Emirates,5,Couple Leisure,Economy Class,VIE to HKT via DXB and SIN,3,2,3,4,5,3
Emirates,10,Solo Leisure,Economy Class,Bangkok to Hong Kong,5,5,5,5,5,5
Emirates,3,Couple Leisure,Economy Class,Dubai to Heathrow,4,1,1,4,4,3
Emirates,8,Business,Business Class,Adelaide to Dubai,4,4,4,4,5,5
Emirates,1,Business,Business Class,Milan to JFK,5,1,2,5,5,2
Emirates,3,Business,Business Class,New York to Dubai,4,4,4,4,1,1
Emirates,6,Solo Leisure,Economy Class,DOH to HKG via DXB,3,2,2,3,2,3
Emirates,10,Solo Leisure,First Class,CPT to MAN via DXB,5,5,5,5,5,5
Emirates,5,Family Leisure,Economy Class,BKK to VCE via DXB,4,1,4,5,5,4
Emirates,6,Solo Leisure,Economy Class,BAH to BKK via DXB,3,2,2,5,3,3
Emirates,9,Solo Leisure,Economy Class,Dhaka to Dubai,4,5,4,5,4,5
Emirates,8,Solo Leisure,Economy Class,FCO to CCU via DXB,4,4,5,4,3,3
Emirates,3,Solo Leisure,Economy Class,Munich to Australia,1,1,4,4,5,2
Emirates,5,Business,Economy Class,LHR to CAN via DXB,2,2,2,3,3,3
Emirates,6,Business,Business Class,JNB to LGW via DXB,3,5,3,5,3,3
Emirates,3,Couple Leisure,Economy Class,BKK to BHX via DXB,2,1,1,5,3,3
Emirates,8,Couple Leisure,Economy Class,Dubai to Melbourne via KUL,3,4,4,5,4,4
Emirates,9,Business,Business Class,AMS to DXB,5,3,3,5,5,5
Emirates,1,Couple Leisure,Business Class,London to Dubai,4,1,3,2,3,1
Emirates,9,Solo Leisure,Economy Class,TPE to ORD via DXB,4,5,4,5,5,5
Emirates,10,Family Leisure,Economy Class,Manchester to Dubai,5,5,5,5,5,5
Emirates,5,Couple Leisure,Economy Class,ADL to DXB,1,2,1,4,4,3
Emirates,7,Solo Leisure,Economy Class,Dammam to BCN via DXB,2,4,3,5,5,3
Emirates,6,Solo Leisure,Economy Class,Dubai to London Gatwick,3,2,2,3,4,3
Emirates,2,Business,Economy Class,Beirut to Dubai,3,4,3,3,1,1
Emirates,10,Solo Leisure,Economy Class,Perth to London via DXB,5,5,5,5,5,5
Emirates,6,Business,Economy Class,Hong Kong to Gatwick via DXB,3,3,4,4,4,3
Emirates,2,Solo Leisure,First Class,Athens to Dubai,1,1,4,1,5,1
Emirates,8,Family Leisure,Economy Class,AMS-BKK via DXB,5,4,3,5,3,5
Emirates,10,Business,First Class,Sydney to Amsterdam via Dubai,5,5,5,5,4,4
Emirates,7,Business,Business Class,CPH to MEL via DXB,3,3,2,4,4,4
Emirates,10,Couple Leisure,Economy Class,Manchester to Bangkok via DXB,4,4,5,5,5,5
Emirates,6,Business,Business Class,MEL to DME via DXB,3,3,2,4,3,4
Emirates,9,Family Leisure,Economy Class,Houston to Dubai,4,4,5,4,4,4
Emirates,9,Family Leisure,Economy Class,Houston to Dubai,4,4,5,5,4,4
Emirates,1,Couple Leisure,Economy Class,Budapest to Perth via DXB,1,1,1,2,1,1
Emirates,2,Solo Leisure,Business Class,Dubai to Budapest via Warsaw,1,4,3,1,1,1
Emirates,7,Solo Leisure,Economy Class,Cape Town to Manchester via Dubai,4,5,4,5,5,4
Emirates,4,Solo Leisure,First Class,London Gatwick to Cape Town via Dubai,4,4,1,5,4,3
Emirates,10,Solo Leisure,Economy Class,JNB to DXB,5,5,4,5,5,4
Emirates,8,Solo Leisure,Economy Class,Sydney to Christchurch,4,5,5,5,4,5
Emirates,9,Business,Business Class,Luanda to Dubai,4,5,5,4,4,4
Emirates,7,Family Leisure,Economy Class,Houston to Trivandrum,4,4,3,4,3,3
Emirates,5,Solo Leisure,Economy Class,Dubai to Karachi,3,5,1,2,1,1
Emirates,8,Solo Leisure,Economy Class,Munich to Hong Kong,3,4,4,5,4,5
Emirates,4,Business,Economy Class,Dhaka to Dallas via DXB,3,1,2,4,2,1
Emirates,9,Solo Leisure,Economy Class,ARN to CPT via DXB,4,5,4,3,5,4
Emirates,3,Family Leisure,Economy Class,Birmingham to Dubai,3,1,2,2,4,1
Emirates,1,Family Leisure,Business Class,New York to Dubai,2,1,1,1,1,1
Emirates,5,Family Leisure,Economy Class,Johannesburg to London via DXB,4,5,5,5,1,4
Emirates,9,Family Leisure,Business Class,Dublin to Melbourne via Dubai,5,5,4,5,5,5
Emirates,5,Family Leisure,Economy Class,Colombo to Oslo via Dubai,1,5,5,5,3,4
Emirates,6,Business,Economy Class,Sydney to Dubai,4,2,3,2,3,4
Emirates,4,Family Leisure,Economy Class,London Heathrow to Dubai,3,2,3,4,3,3
Emirates,4,Family Leisure,Economy Class,Dubai to Auckland via Melbourne,3,2,3,4,3,2
Emirates,9,Family Leisure,Economy Class,Gatwick to Brisbane via Dubai,3,5,3,5,3,3
Emirates,6,Solo Leisure,Business Class,London to Bahrain via Dubai,5,2,2,4,4,3
Emirates,9,Business,Economy Class,FCO to BKK via DXB,5,4,4,5,3,5
Emirates,3,Family Leisure,Economy Class,Boston to Kochi via DXB,3,1,2,2,4,2
Emirates,6,Couple Leisure,Business Class,NCEto KIX via DXB,4,4,3,5,1,3
Emirates,9,Solo Leisure,Business Class,Houston to Dubai,5,5,5,5,5,5
Emirates,1,Family Leisure,Economy Class,London to Colombo via MalÃ©,5,3,3,3,1,3
Emirates,10,Solo Leisure,Economy Class,Dubai to Zurich,5,5,5,5,5,5
Emirates,10,Solo Leisure,Economy Class,Zurich to Dubai,5,5,5,5,5,5
Emirates,10,Solo Leisure,Economy Class,Dubai to Singapore,5,5,5,5,5,5
Emirates,10,Solo Leisure,Economy Class,Singapore to Dubai,5,5,5,4,5,5
Emirates,9,Family Leisure,Business Class,BKK to LHR via DXB,5,5,3,4,4,4
Emirates,2,Solo Leisure,Economy Class,London to Adelaide,3,3,1,4,3,3
Emirates,3,Solo Leisure,Business Class,London to Johanesburg via Dubai,3,1,2,4,4,3
Emirates,8,Family Leisure,Economy Class,Venice to Hong Kong via Dubai,2,3,5,5,2,4
Emirates,2,Family Leisure,Business Class,Sydney to Paris via Dubai,3,2,1,5,5,2
Emirates,2,Family Leisure,First Class,London Gatwick to Kuala Lumper via Dubai,3,1,3,4,1,2
Emirates,9,Business,Business Class,SFO to Dubai,5,4,4,5,4,5
Emirates,3,Family Leisure,Economy Class,Karachi to Dubai,3,1,1,2,3,3
Emirates,8,Family Leisure,Economy Class,London Gatwick to Male via Dubai,5,4,5,4,4,4
Emirates,6,Solo Leisure,Economy Class,Cape Town to Oslo via Dubai,3,5,4,4,4,4
Emirates,4,Business,Business Class,Dubai to Beijing,2,1,1,3,3,2
Emirates,5,Couple Leisure,Business Class,Dubai to Frankfurt,4,2,3,5,3,2
Emirates,5,Family Leisure,Economy Class,Singapore to Paris via Dubai,3,1,2,3,4,3
Emirates,7,Couple Leisure,Business Class,Cape Town to London via Dubai,3,3,3,4,2,3
Emirates,9,Couple Leisure,Economy Class,JFK to Milan,5,4,4,5,4,5
Emirates,10,Couple Leisure,Business Class,New York to Milan,5,5,5,5,4,4
Emirates,6,Family Leisure,Economy Class,Vienna to Guangzhou via Dubai,4,3,5,5,3,3
Emirates,10,Couple Leisure,First Class,Manchester to Mauritius via Dubai,5,5,5,5,5,5
Emirates,9,Solo Leisure,Economy Class,Manchester to Delhi via Dubai,5,3,4,5,5,4
Emirates,8,Solo Leisure,Economy Class,BKK to BHX via DXB,3,3,3,5,5,4
Emirates,1,Family Leisure,Economy Class,Dubai to Algiers,1,1,2,1,1,1
Emirates,6,Family Leisure,Economy Class,DXB to FRA,5,4,3,2,3,2
Emirates,3,Couple Leisure,Economy Class,Paris to Bangkok via DXB,2,1,1,3,1,3
Emirates,2,Family Leisure,Economy Class,Brisbane to London via Barcelona,3,1,4,4,2,3
Emirates,8,Family Leisure,Economy Class,Kuala Lumpur to Dubai,4,5,4,4,5,4
Emirates,8,Couple Leisure,Economy Class,Auckland to Sydney,4,4,4,4,4,4
Emirates,4,Solo Leisure,Economy Class,Dublin to Bangkok via Dubai,2,1,3,2,1,2
Emirates,10,Family Leisure,Economy Class,JFK to Milan,5,5,5,5,5,5
Emirates,10,Business,First Class,Sydney to Bangkok,5,5,5,5,5,5
Emirates,5,Family Leisure,Economy Class,Kuala Lumpur to Paris via Dubai,3,1,4,4,3,3
Emirates,8,Family Leisure,Economy Class,London to SHanghai via Dubai,4,4,4,5,4,4
Emirates,8,Family Leisure,Economy Class,BKK to DXB,5,2,4,5,5,4
Emirates,1,Family Leisure,Business Class,Christchurch to Sydney,5,1,1,2,2,2
Emirates,1,Solo Leisure,Economy Class,Frankfurt to Sydney via Dubai,2,1,1,3,1,2
Emirates,8,Solo Leisure,Economy Class,TPE to WAW via DXB,4,5,4,4,4,5
Emirates,6,Solo Leisure,Economy Class,Dubai to Paris,1,2,4,2,3,3
Emirates,1,Family Leisure,Economy Class,BKK to DXB,1,1,1,5,3,3
Emirates,7,Family Leisure,Economy Class,Oslo to Bangkok via Dubai,4,2,3,5,4,5
Emirates,8,Couple Leisure,Economy Class,Barcelona to Perth via Dubai,4,4,4,5,4,5
Emirates,10,Couple Leisure,First Class,Hong Kong to Dubai,5,5,5,5,5,4
Emirates,9,Couple Leisure,Economy Class,Sydney to Madrid via Dubai,4,5,4,5,4,4
Emirates,8,Solo Leisure,Economy Class,Birmingham to Dubai,4,4,4,5,5,5
Emirates,8,Couple Leisure,Business Class,Brussels to Bangkok via Dubai,5,5,5,5,4,5
Emirates,10,Family Leisure,Economy Class,London Heathrow to Delhi via Dubai,5,5,5,5,5,4
Emirates,9,Business,Economy Class,BOM to DXB,4,5,4,4,4,4
Emirates,9,Business,Business Class,Sydney to Bangkok,5,5,5,4,4,4
Emirates,6,Family Leisure,Economy Class,Cairo to Melbourne,4,4,3,2,3,4
Emirates,8,Family Leisure,Economy Class,Glasgow to Singapore via Dubai,5,5,5,5,5,5
Emirates,9,Solo Leisure,Business Class,BOM to DXB,5,5,5,4,4,5
Emirates,5,Solo Leisure,Economy Class,Sydney to Auckland,4,2,3,5,3,5
Emirates,6,Family Leisure,Economy Class,Moscow to Phuket via Dubai,3,2,3,4,1,3
Emirates,8,Family Leisure,Economy Class,Hyderabad to Dubai,3,4,3,5,4,4
Emirates,8,Solo Leisure,Economy Class,Kochin to Kuwait via DXB,4,4,4,4,5,4
Emirates,3,Family Leisure,Economy Class,JFK to DXB,4,1,2,5,1,3
Emirates,10,Solo Leisure,Economy Class,MXP to JFK,5,5,5,5,5,3
Emirates,7,Solo Leisure,Business Class,LAX-DMM via Dubai,4,5,3,5,5,3
Emirates,10,Solo Leisure,Economy Class,Dubai to Toronto,4,5,5,5,5,5
Emirates,1,Solo Leisure,Economy Class,JFK New York to Dubai,4,3,2,2,5,3
Emirates,8,Business,First Class,Singapore to Nice via Dubai,4,4,4,4,3,4
Emirates,10,Business,Business Class,Muscat to Manchester via Dubai,4,5,5,5,5,4
Emirates,9,Business,Economy Class,PRG to DEL via DXB,5,5,4,5,4,5
Emirates,10,Solo Leisure,Economy Class,London to Jeddah,4,5,5,5,3,4
Emirates,4,Family Leisure,First Class,"SFO to Bengaluru, India via Dubai",3,3,3,5,1,3
Emirates,8,Couple Leisure,Economy Class,ZÃ¼rich to Dubai,4,4,4,5,4,5
Emirates,3,Solo Leisure,Economy Class,Dublin to Dubai,2,1,3,3,1,2
Emirates,6,Couple Leisure,Economy Class,Dubai to Tokyo,1,4,4,5,4,4
Emirates,9,Solo Leisure,Economy Class,Cairo to Dubai,5,4,4,5,3,4
Emirates,1,Solo Leisure,Economy Class,Brisbane to London via Dubai,1,1,2,1,2,2
Emirates,8,Solo Leisure,Economy Class,Dubai to Bangkok,4,5,4,5,4,5
American Airlines,1,Family Leisure,Premium Economy,Dallas to San Diego,1,2,2,2,1,1
American Airlines,1,Business,Economy Class,Dallas to Atlanta,3,2,1,1,1,1
American Airlines,3,Couple Leisure,Economy Class,Tampa to Vancouver via Dallas,1,1,1,3,1,1
American Airlines,1,Couple Leisure,Economy Class,Austin to California,1,1,1,1,1,1
American Airlines,4,Family Leisure,Economy Class,New York to London,2,4,4,5,1,3
American Airlines,2,Solo Leisure,Economy Class,Los Angeles to Puerto Vallarta,3,2,2,1,1,3
American Airlines,1,Solo Leisure,Economy Class,Chicago to London,1,2,1,3,1,3
American Airlines,3,Solo Leisure,Economy Class,Buenos Aires to Miami,4,2,4,3,2,3
American Airlines,2,Business,Business Class,Dallas to Hong Kong,5,3,4,5,2,3
