id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
149287,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149787,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150804,34,7,1,2018-07-04,2021-11-27,4.97,4.91,4.85,4.94,4.97,4.88,4.85,0.82
150989,18,0,0,2015-10-22,2020-10-15,4.94,4.89,4.78,4.78,4.83,4.94,4.83,0.24
151199,479,22,3,2012-10-05,2021-11-21,4.85,4.8,4.77,4.96,4.97,4.87,4.85,4.29
152071,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152263,266,36,2,2014-10-03,2021-11-28,4.84,4.79,4.87,4.88,4.9,4.72,4.78,3.04
153780,194,10,1,2011-11-08,2021-11-09,4.88,4.93,4.93,4.94,4.93,4.95,4.8,1.58
154934,38,0,0,2014-09-21,2018-05-08,4.42,4.71,4.03,4.79,4.79,4.15,4.42,0.43
157673,92,0,0,2012-05-22,2020-11-06,4.44,4.5,4.34,4.74,4.77,3.68,4.25,0.79
158061,27,0,0,2011-11-07,2017-10-08,4.54,4.75,4.79,4.92,4.84,3.84,4.5,0.22
158176,141,5,1,2015-10-05,2021-07-14,4.74,4.66,4.42,4.88,4.96,4.99,4.6,1.88
159749,76,0,0,2012-03-15,2019-11-17,4.76,4.79,4.45,4.95,4.95,4.61,4.75,0.64
159815,52,0,0,2019-06-20,2020-09-19,4.88,4.9,4.71,5,4.98,4.9,4.88,1.73
159913,27,0,0,2018-09-29,2019-12-16,4.92,4.88,4.81,4.88,4.85,4.96,4.81,0.7
162493,43,4,0,2018-01-02,2021-09-06,4.98,5,4.98,5,5,4.93,4.95,0.9
162508,28,0,0,2012-08-22,2019-06-28,4.21,4.36,4.43,4.79,4.61,4.14,4.21,0.25
163814,376,44,6,2011-08-23,2021-11-16,4.07,4.1,4.35,4.61,4.45,4.77,4.13,3
166006,189,0,0,2012-07-15,2018-03-08,4.64,4.67,4.56,4.75,4.82,4.52,4.62,1.65
166172,62,0,0,2014-08-07,2019-06-12,4.54,4.3,4.47,4.78,4.78,4.52,4.52,0.69
166983,6,0,0,2014-08-11,2014-08-28,4.83,4.67,4.83,5,5,4.67,4.33,0.07
168123,111,2,0,2014-09-30,2021-10-31,4.58,4.6,4.41,4.87,4.89,4.69,4.53,1.27
169306,144,5,0,2013-01-31,2021-09-09,4.44,4.56,4.32,4.75,4.6,4.16,4.62,1.34
169464,98,0,0,2012-09-17,2020-02-25,4.64,4.63,4.22,4.97,4.87,4.59,4.64,0.87
169483,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170420,15,0,0,2011-10-13,2012-09-22,5,4.79,4.93,4.93,5,4.43,4.86,0.12
170761,74,18,0,2018-09-13,2021-10-24,4.89,4.92,4.89,4.92,4.96,5,4.91,1.88
171562,22,3,0,2013-12-01,2021-10-25,4.84,5,4.73,5,5,4.82,4.59,0.23
172499,26,0,0,2017-05-06,2019-01-02,4.74,4.88,4.67,5,4.96,4.92,4.7,0.47
173151,262,0,0,2011-10-10,2020-03-08,4.81,4.84,4.83,4.89,4.88,4.89,4.83,2.12
174966,26,0,0,2011-12-29,2016-01-20,4.96,4.88,4.8,4.96,4.96,4.72,4.72,0.21
176653,43,0,0,2017-10-08,2019-12-29,4.66,4.54,4.62,4.82,4.69,4.85,4.49,0.85
177495,5,0,0,2019-06-05,2019-06-24,5,5,4.8,5,5,5,4.8,0.16
177606,109,5,1,2013-10-01,2021-11-20,4.75,4.9,4.85,4.97,4.96,4.62,4.66,1.09
179670,120,7,1,2011-09-17,2021-11-02,4.89,4.94,4.9,4.93,4.97,4.78,4.83,0.96
179741,18,2,0,2020-07-10,2021-08-14,4.94,4.94,4.89,5,5,5,4.72,1.05
182069,118,2,0,2013-10-25,2021-08-15,4.78,4.87,4.82,4.96,4.94,4.38,4.57,1.19
182095,67,1,0,2013-05-25,2020-01-01,4.71,4.68,4.49,4.72,4.81,4.93,4.77,0.64
182177,312,9,0,2013-05-09,2021-06-20,4.66,4.78,4.67,4.89,4.85,4.44,4.69,2.99
187986,2,0,0,2015-08-28,2011-08-31,4.5,4,3.5,5,5,5,4,0.03
188674,63,0,0,2016-01-05,2017-01-01,4.87,4.74,4.75,4.9,4.92,4.95,4.82,0.87
189135,101,0,0,2014-01-11,2019-12-28,4.68,4.66,4.75,4.94,4.92,4.75,4.58,1.05
189181,1,0,0,2014-04-20,2014-04-20,4,5,4,5,5,5,5,0.01
189732,248,33,3,2012-06-03,2021-11-28,4.81,4.87,4.62,4.97,4.95,4.49,4.79,2.14
189787,103,0,0,2017-06-14,2020-01-01,4.64,4.78,4.56,4.9,4.94,4.48,4.62,1.89
190267,42,2,0,2012-08-22,2021-10-31,4.92,5,4.97,4.97,5,4.86,4.69,0.37
190968,37,0,0,2016-10-29,2019-12-28,4.77,4.86,4.66,4.89,4.94,4.94,4.77,0.6
190974,234,28,2,2013-06-08,2021-11-20,4.64,4.8,4.56,4.89,4.89,4.94,4.68,2.26
191541,55,0,0,2011-11-29,2018-12-05,4.98,5,4.78,4.8,4.91,4.91,4.76,0.45
195123,232,0,0,2011-10-03,2020-01-11,4.6,4.65,4.14,4.89,4.87,4.46,4.61,1.87
195233,59,0,0,2017-10-21,2020-01-02,4.71,4.71,4.8,4.81,4.85,4.71,4.75,1.17
195240,83,2,1,2018-04-06,2021-11-19,4.65,4.7,4.8,4.71,4.71,4.61,4.57,1.86
195989,216,5,0,2012-05-26,2021-09-23,4.93,4.92,4.93,4.93,4.96,4.95,4.9,1.86
197753,320,0,0,2014-03-10,2019-11-17,4.73,4.8,4.73,4.85,4.83,4.48,4.77,3.39
197942,235,7,0,2011-12-28,2021-09-25,4.81,4.83,4.83,4.88,4.9,4.47,4.73,1.94
198028,16,0,0,2011-08-17,2013-07-13,4.87,4.47,4.87,4.93,4.87,4.8,4.93,0.13
200645,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200955,22,1,0,2011-12-18,2018-04-30,4.44,4.55,4.05,4.8,4.75,4.9,4.4,0.18
201514,1,0,0,2017-10-05,2017-10-05,0,NA,NA,NA,NA,NA,NA,0.02
201992,106,0,0,2015-04-08,2019-04-30,4.84,4.89,4.96,4.94,4.91,4.97,4.74,1.31
202273,72,0,0,2013-04-19,2016-12-26,4.41,4.37,4.47,4.62,4.83,4.04,4.45,0.69
203901,8,0,0,2012-05-03,2016-07-10,5,5,5,5,4.88,4.75,4.88,0.07
204065,78,12,1,2011-11-01,2021-11-07,4.54,4.57,4.4,4.81,4.87,4.82,4.42,0.63
205485,135,0,0,2012-07-06,2019-12-09,4.88,4.86,4.95,4.98,4.96,4.48,4.78,1.18
205867,101,0,0,2013-10-23,2020-11-23,4.7,4.79,4.73,4.9,4.88,4.48,4.67,1.02
206316,4,0,0,2017-09-17,2018-08-27,4.75,4.75,5,4.75,4.75,5,5,0.08
206772,42,1,0,2016-07-29,2021-08-20,4.88,4.95,4.88,4.95,4.93,4.71,4.78,0.64
206957,129,0,0,2014-05-14,2016-11-15,4.61,4.51,4.51,4.86,4.87,4.26,4.69,1.4
208122,35,1,0,2016-05-07,2021-11-01,4.69,4.91,4.24,4.79,4.74,4.73,4.58,0.51
208148,14,0,0,2011-12-01,2015-08-31,4.82,4.58,4.83,5,5,5,4.83,0.11
208889,55,0,0,2012-05-04,2020-08-16,4.56,4.78,4.09,4.82,4.85,4.55,4.55,0.47
209310,285,4,0,2012-06-10,2021-05-01,4.89,4.89,4.91,4.93,4.94,4.82,4.85,2.47
211078,228,0,0,2012-07-15,2018-04-25,4.83,4.9,4.82,4.93,4.84,4.73,4.77,1.99
212544,9,0,0,2011-10-28,2015-07-14,4.67,4.44,4.67,5,5,4.22,4.44,0.07
213330,39,12,2,2015-08-02,2021-11-05,4.97,4.95,4.92,4.95,4.97,4.87,4.85,0.5
214917,2,0,0,2016-07-11,2018-02-08,5,5,5,4,4,5,5,0.03
215560,191,15,1,2012-03-21,2021-10-31,4.73,4.88,4.74,4.85,4.87,4.39,4.69,1.62
216080,104,33,3,2016-10-12,2021-11-28,4.88,4.91,4.91,4.92,4.86,4.92,4.76,1.66
219066,28,0,0,2012-05-25,2020-03-24,4.86,4.85,4.62,4.88,4.96,4.73,4.73,0.24
219922,37,0,0,2014-06-10,2019-10-23,4.75,4.89,4.69,4.83,4.83,4.33,4.64,0.41
220563,59,0,0,2013-04-14,2016-12-27,4.72,4.58,4.42,4.59,4.83,4.19,4.51,0.56
220946,154,0,0,2015-12-17,2020-01-02,4.56,4.67,4.64,4.59,4.75,4.43,4.41,2.12
222304,35,1,0,2016-10-10,2021-10-01,4.79,4.94,4.74,4.89,4.97,5,4.71,0.56
222913,225,2,0,2012-05-02,2021-10-31,4.67,4.82,4.76,4.91,4.87,4.4,4.65,1.93
223930,21,0,0,2018-04-21,2019-06-23,4.81,4.89,4.95,4.95,5,4.89,4.63,0.48
224004,68,0,0,2013-11-06,2020-03-11,4.61,4.6,4.35,4.88,4.93,4.54,4.53,0.69
225306,149,9,3,2014-03-10,2021-11-24,4.83,4.9,4.81,4.84,4.9,4.54,4.74,1.58
225354,11,0,0,2011-10-13,2014-06-03,4.8,4.91,4.27,5,4.55,4.91,4.64,0.09
225976,88,5,0,2012-08-01,2021-06-01,4.54,4.72,4.62,4.94,4.94,4.46,4.59,0.77
226021,184,29,4,2015-10-20,2021-12-03,4.92,4.93,4.95,4.96,4.98,4.92,4.85,2.47
227495,103,2,0,2012-08-21,2021-09-01,4.57,4.76,4.13,4.51,4.75,4.91,4.62,0.91
227715,257,2,0,2012-01-06,2021-08-28,4.59,4.6,4.75,4.76,4.69,4.34,4.55,2.13
228317,91,2,0,2012-10-22,2021-10-10,4.9,4.94,4.98,4.99,4.99,4.26,4.79,0.82
228925,11,1,0,2017-01-14,2017-12-08,4.63,4.88,4.63,5,5,4.75,5,0.18
230321,43,0,0,2012-05-07,2020-08-05,4.67,4.59,3.9,4.69,4.9,4.64,4.44,0.37
230877,117,2,0,2012-01-06,2021-10-31,4.9,4.96,4.99,4.96,4.95,4.65,4.81,0.97
231154,31,0,0,2014-09-09,2018-10-14,4.18,3.89,4.25,4.11,4,3.64,3.93,0.35
232612,378,37,4,2011-12-30,2021-11-21,4.82,4.93,4.9,4.87,4.91,4.48,4.8,3.12
233638,20,0,0,2013-05-19,2018-07-31,4.74,4.44,3.78,4.83,5,4.39,4.56,0.19
234330,76,3,0,2013-04-22,2021-05-01,4.12,3.89,3.6,4.64,4.77,4.58,4.17,0.72
234870,65,0,0,2013-06-16,2017-06-21,4.73,4.69,4.64,4.82,4.94,4.9,4.74,0.63
235281,21,0,0,2012-05-08,2017-04-29,4.88,4.72,4.67,4.83,5,4.83,4.61,0.18
235515,71,18,0,2013-10-15,2021-10-10,4.74,4.75,4.69,4.8,4.85,4.43,4.69,0.72
235552,38,0,0,2016-07-22,2017-08-16,4.92,4.84,4.95,4.97,4.95,4.97,4.81,0.58
235651,86,0,0,2014-10-18,2020-01-18,4.88,4.89,4.71,4.99,4.94,4.99,4.81,0.99
235951,151,6,1,2013-03-28,2021-10-10,4.69,4.78,4.67,4.83,4.89,4.86,4.63,1.43
235960,105,3,0,2013-04-25,2021-08-16,4.68,4.64,4.12,4.85,4.89,4.8,4.43,1
236671,165,2,0,2014-04-27,2021-04-03,4.78,4.81,4.84,4.86,4.86,4.98,4.73,1.78
237210,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239733,53,0,0,2018-12-16,2020-02-21,4.86,4.89,4.89,4.91,4.94,4.71,4.79,1.46
239826,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239899,7,1,0,2017-08-14,2021-03-06,5,5,4.5,5,5,4.83,4.67,0.13
239934,43,1,0,2013-05-08,2021-09-18,4.68,4.62,4.31,4.79,4.95,4.67,4.4,0.41
240800,164,0,0,2015-08-16,2020-03-11,4.88,4.86,4.92,4.9,4.78,4.82,4.84,2.14
242643,43,8,0,2017-06-06,2021-09-26,4.63,4.84,4.16,4.5,4.87,4.84,4.5,0.78
244649,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245544,112,0,0,2016-09-14,2020-05-04,4.71,4.84,4.62,4.84,4.88,4.55,4.78,1.76
245574,226,33,2,2013-11-12,2021-11-18,4.62,4.68,4.52,4.81,4.76,4.46,4.59,2.3
246351,5,0,0,2015-08-02,2015-08-09,4.25,4.2,3,4.6,5,5,4.2,0.06
247562,31,8,2,2014-09-25,2021-11-30,4.65,4.74,4.61,4.84,4.84,4.65,4.52,0.35
248865,38,0,0,2011-12-31,2020-02-15,4.74,4.74,4.85,4.68,4.71,4.35,4.44,0.31
249414,6,0,0,2016-06-20,2017-06-28,4.83,5,5,5,5,4.83,4.67,0.09
249618,4,0,0,2015-03-29,2014-07-04,3.75,4,3,5,4.5,3.5,4.5,0.05
249704,20,6,1,2013-08-27,2021-11-14,4.76,4.88,4.82,4.76,4.82,4.71,4.71,0.2
249867,7,0,0,2011-12-03,2012-12-30,4.71,4.57,4.71,5,4.86,4.14,4.29,0.06
250323,49,0,0,2014-07-18,2014-12-03,4.38,4.49,4.32,4.5,4.73,4.45,4.43,0.54
250536,11,0,0,2016-05-25,2016-09-26,5,4.91,5,5,5,4.73,5,0.16
250537,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251277,141,19,5,2016-06-29,2021-11-24,4.93,4.91,4.96,5,4.99,5,4.86,2.13
252865,5,0,0,2019-11-02,2014-10-08,4.8,4.8,4.8,5,5,5,4.6,0.2
253466,40,2,1,2013-10-20,2021-11-28,4.87,4.97,4.92,4.95,4.95,4.67,4.74,0.4
253471,25,1,0,2018-11-06,2021-07-31,4.74,4.83,4.71,4.74,4.91,4.17,4.61,0.67
253475,72,2,0,2014-10-14,2021-10-11,4.83,4.86,4.94,4.88,4.88,4.58,4.83,0.83
253800,29,1,0,2016-03-02,2021-03-31,4.72,4.86,4.69,4.72,4.86,4.59,4.66,0.41
253803,25,0,0,2012-09-16,2019-10-07,4.86,4.74,4.91,4.87,4.87,4.61,4.65,0.22
253806,46,0,0,2016-04-10,2019-10-14,4.79,4.82,4.8,4.84,4.78,4.44,4.71,0.67
253811,58,11,3,2017-10-12,2021-12-04,4.75,4.83,4.88,4.95,4.84,4.6,4.69,1.15
253815,63,8,3,2018-06-09,2021-11-28,4.84,4.94,4.9,4.94,4.95,4.84,4.61,1.48
253828,8,0,0,2012-05-07,2018-07-02,5,4.88,5,5,4.88,4.5,4.5,0.07
253839,4,0,0,2011-11-20,2015-11-03,5,5,5,5,5,4.75,4.75,0.03
253846,18,11,4,2012-09-10,2021-11-28,4.78,4.82,4.88,5,4.82,4.71,4.82,0.16
254168,7,0,0,2012-04-11,2014-10-26,5,4.8,5,4.8,5,4,4.6,0.06
254409,2,0,0,2014-01-06,2014-01-13,4.5,4.5,4,5,4.5,5,4.5,0.02
255476,32,1,0,2018-06-19,2021-02-14,4.91,4.94,4.94,5,5,4.91,4.97,0.76
255601,212,0,0,2012-05-06,2020-03-08,4.51,4.61,4.34,4.83,4.84,4.28,4.51,1.82
255957,27,1,0,2016-03-30,2021-09-20,4.95,4.91,4.86,4.95,5,4.73,4.77,0.39
257097,36,0,0,2018-04-23,2020-10-10,4.86,4.91,4.71,4.94,4.89,4.71,4.77,0.82
258688,48,1,0,2013-03-25,2021-05-24,4.68,4.77,4.71,4.84,4.89,4.82,4.6,0.45
258690,10,0,0,2012-11-25,2014-10-26,5,4.78,4.78,4.89,5,5,4.89,0.09
258740,143,0,0,2015-05-14,2018-06-30,4.85,4.91,4.83,4.92,4.9,4.75,4.87,1.79
258838,32,7,0,2018-10-16,2021-10-04,4.97,4.9,4.87,5,4.97,4.87,4.86,0.84
258930,4,0,0,2012-01-02,2012-07-26,4.67,4,2.75,4.25,4.75,4,4,0.03
261259,11,0,0,2011-12-04,2014-09-12,4.56,4.64,4.91,4.82,4.82,5,4.64,0.09
261344,64,0,0,2013-10-15,2020-06-06,4.76,4.6,4.44,4.8,4.86,4.83,4.61,0.65
261674,20,0,0,2016-12-04,2017-04-01,4.95,4.95,4.89,4.84,4.68,5,4.84,0.33
261781,8,0,0,2014-08-25,2017-12-30,4.75,4.88,4.13,5,5,5,4.75,0.09
262478,11,0,0,2017-09-19,2018-05-13,4.91,5,5,5,4.91,4.91,4.82,0.21
262583,209,19,0,2013-10-18,2021-11-02,4.44,4.48,4.3,4.72,4.78,4.87,4.44,2.11
263005,121,4,0,2012-07-03,2021-07-12,4.64,4.83,4.63,4.94,4.95,4.28,4.71,1.05
263232,1,0,0,2019-01-27,2019-01-27,0,NA,NA,NA,NA,NA,NA,0.03
263502,24,0,0,2012-01-06,2012-05-06,4.96,4.96,4.87,5,5,5,4.78,0.2
263888,196,38,2,2017-08-15,2021-11-13,4.99,4.99,4.98,4.99,4.99,4.94,4.88,3.74
265036,25,0,0,2019-09-24,2019-09-28,5,4.96,4.92,4.96,4.88,4.88,4.92,0.93
265145,8,0,0,2011-12-20,2013-12-23,4.88,4.63,4.5,4.63,4.88,4.88,4.75,0.07
265506,11,0,0,2012-01-02,2015-10-14,4.89,4.73,4.64,4.91,4.91,4.73,4.64,0.09
266449,75,1,0,2014-08-13,2021-08-01,4.57,4.69,4.18,4.88,4.9,4.94,4.56,0.84
267435,25,0,0,2015-11-02,2020-02-16,4.96,4.88,4.96,5,4.96,4.79,4.96,0.34
267652,30,3,0,2017-10-17,2021-07-29,5,5,5,5,4.97,4.97,4.97,0.6
268335,1,1,0,2020-12-19,2020-12-19,5,4,5,5,5,5,5,0.09
268481,1,0,0,2013-09-24,2013-09-24,5,5,5,5,5,5,5,0.01
268868,79,8,0,2012-01-06,2021-10-21,4.79,4.91,4.82,4.79,4.94,4.65,4.68,0.65
269283,32,4,0,2013-07-30,2021-07-02,4.83,4.71,4.9,4.84,4.87,4.26,4.77,0.31
269404,19,0,0,2012-01-03,2014-10-22,4.71,4.42,4.32,4.79,4.84,4.63,4.63,0.16
269889,283,17,2,2013-06-30,2021-11-28,4.92,4.94,4.87,4.95,4.99,4.86,4.86,2.76
270139,21,0,0,2013-07-24,2018-12-31,4.35,4.71,3.82,4.59,4.75,4.47,4.53,0.21
270231,285,0,0,2012-03-26,2019-12-16,4.79,4.83,4.86,4.92,4.93,4.76,4.78,2.41
270315,18,0,0,2019-07-20,2019-03-27,4.76,4.65,4.47,4.82,5,4.59,4.88,0.62
270345,31,0,0,2012-01-04,2020-09-07,4.77,4.72,4.55,4.79,4.83,4.96,4.71,0.26
271694,19,0,0,2012-09-17,2015-09-08,4.11,4.33,2.95,4.72,4.68,4.89,4.26,0.17
272026,21,0,0,2016-04-16,2020-03-03,4.29,4.62,4.1,4.81,4.81,4.43,4.52,0.31
272044,69,19,0,2018-09-24,2021-10-20,4.78,4.54,4.88,4.87,4.88,4.6,4.62,1.77
274062,76,2,2,2015-05-04,2021-11-28,4.93,4.95,4.82,4.97,4.97,4.76,4.8,0.95
274329,138,2,0,2014-04-23,2021-08-31,4.41,4.63,4.56,4.7,4.83,4.52,4.52,1.49
274376,11,0,0,2019-05-03,2020-03-04,4.9,5,4.4,4.8,4.8,5,4.8,0.35
274743,1,0,0,2014-08-31,2014-08-31,5,5,5,5,5,5,5,0.01
274995,8,0,0,2012-07-03,2012-05-21,4.5,4.29,3.71,4.71,4.86,4,4.29,0.07
275976,229,2,1,2012-04-13,2021-11-12,4.7,4.73,4.45,4.88,4.86,4.45,4.71,1.95
276317,128,20,1,2016-08-17,2021-11-10,4.87,4.88,4.75,4.96,4.91,4.97,4.67,1.98
277207,17,0,0,2014-07-26,2015-06-01,4.76,4.69,4.56,4.81,4.81,4.75,4.63,0.19
277883,59,0,0,2014-11-05,2017-12-18,4.73,4.73,4.64,4.85,4.87,4.15,4.64,0.68
278090,249,15,4,2012-06-27,2021-11-10,4.48,4.21,4.36,4.74,4.7,4.27,4.54,2.17
278145,3,0,0,2011-12-21,2017-06-20,3.67,4.67,4.33,5,4.67,4.67,5,0.02
278631,7,0,0,2012-05-09,2013-04-21,4.5,5,4.5,5,5,5,4.5,0.06
278876,1,0,0,2017-03-18,2017-03-18,0,NA,NA,NA,NA,NA,NA,0.02
279857,164,24,4,2013-10-23,2021-11-27,4.86,4.77,4.77,4.87,4.93,4.7,4.85,1.66
280315,26,0,0,2014-09-27,2014-10-04,4.56,4.85,4.35,4.81,4.92,4.12,4.46,0.3
281521,1,0,0,2012-10-02,2012-10-02,5,5,5,5,5,5,4,0.01
281851,119,1,1,2015-10-28,2021-11-24,4.92,4.98,4.86,4.97,4.96,4.83,4.87,1.6
282977,268,24,4,2012-09-16,2021-11-29,4.81,4.83,4.91,4.92,4.94,4.92,4.82,2.39
283072,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283550,10,0,0,2017-08-17,2019-04-15,4.7,4.9,4.8,4.89,4.7,5,4.78,0.19
284855,106,4,0,2018-01-02,2021-10-26,4.78,4.89,4.79,4.83,4.9,4.95,4.6,2.22
285515,19,0,0,2014-09-18,2016-03-31,4.93,4.71,4.6,4.8,4.93,5,4.71,0.22
286662,287,36,3,2012-09-21,2021-12-02,4.86,4.95,4.8,4.97,4.96,4.79,4.83,2.56
286838,101,0,0,2014-10-13,2015-05-31,4.66,4.62,4.66,4.93,4.85,4.69,4.72,1.16
287408,74,1,0,2014-10-16,2021-10-23,4.93,4.9,4.81,4.94,4.94,4.96,4.84,0.85
287421,103,0,0,2015-06-02,2017-07-04,4.71,4.62,4.8,4.95,4.92,4.58,4.64,1.3
287845,125,2,0,2015-09-08,2021-05-01,4.98,4.95,4.99,4.99,4.98,4.97,4.82,1.64
288726,58,3,0,2016-04-01,2021-09-07,4.7,4.79,4.54,4.78,4.83,4.84,4.65,0.84
289020,15,0,0,2012-12-25,2017-04-13,4.53,4.36,4.27,4.6,4.73,4.6,4.27,0.14
289665,157,0,0,2012-10-13,2016-08-11,4.82,4.87,4.9,4.96,4.93,4.95,4.64,1.41
289703,8,0,0,2013-10-09,2016-11-26,5,5,4.8,5,5,5,5,0.08
290123,5,1,0,2014-04-07,2021-08-01,5,5,5,5,5,5,5,0.05
292121,6,0,0,2018-09-12,2019-09-19,4.83,5,4.5,5,4.67,5,4.83,0.15
292266,18,0,0,2012-01-06,2019-09-24,4.81,4.63,4.88,4.86,4.87,4.5,4.64,0.15
292637,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292800,114,1,0,2013-06-19,2021-05-01,4.86,4.94,4.91,4.84,4.86,5,4.82,1.11
293837,55,0,0,2013-08-13,2018-10-09,4.34,4.33,4.04,4.58,4.58,4.44,4.23,0.54
294227,46,1,1,2014-05-08,2021-11-28,4.86,4.9,4.85,4.95,4.88,4.63,4.76,0.5
294242,81,3,0,2012-11-20,2021-10-07,4.79,4.85,4.85,4.92,4.94,4.41,4.74,0.74
294250,121,13,0,2016-01-05,2021-09-30,4.79,4.82,4.74,4.76,4.83,4.92,4.72,1.68
294259,118,23,2,2012-05-27,2021-11-27,4.87,4.88,4.92,4.93,4.91,4.74,4.76,1.02
294263,123,11,1,2012-08-14,2021-10-10,4.87,4.84,4.84,4.92,4.93,4.64,4.74,1.08
294280,36,7,1,2015-04-16,2021-11-14,4.91,4.91,4.88,5,4.94,4.69,4.69,0.45
294490,73,13,1,2014-08-17,2021-11-14,4.76,4.75,4.88,4.81,4.83,4.55,4.68,0.82
295231,1,0,0,2014-03-24,2014-03-24,4,4,3,4,5,4,3,0.01
295998,51,3,0,2017-09-28,2021-08-02,4.94,4.92,4.74,4.88,5,5,4.8,1
296361,63,0,0,2016-09-03,2019-05-06,4.79,4.79,4.9,4.9,4.9,4.87,4.8,0.98
296717,21,0,0,2015-01-06,2019-12-01,4.5,4.39,3.61,4.89,4.94,4.89,4.44,0.25
297611,1,0,0,2018-05-13,2018-05-13,5,5,5,5,5,5,5,0.02
298782,48,0,0,2013-10-16,2019-09-13,4.28,4.61,4.8,4.43,4.37,4.17,4.35,0.48
299062,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299078,158,1,0,2012-12-08,2021-11-01,4.84,4.85,4.89,4.92,4.92,4.97,4.67,1.44
301372,28,0,0,2017-08-29,2020-01-11,4.68,4.86,4.61,4.79,4.64,5,4.71,0.54
302238,7,0,0,2012-04-26,2020-10-12,4.6,4.86,4.57,5,4.71,4.29,4.29,0.06
302280,8,0,0,2017-08-20,2020-08-22,3.8,4.17,3.67,4.17,4.67,4.67,3.67,0.15
302309,5,0,0,2012-10-03,2020-10-05,4.5,4.2,4.2,4.4,4.8,4.6,4.2,0.04
302705,1,0,0,2020-01-11,2020-01-11,5,5,5,5,5,5,5,0.04
303264,7,0,0,2012-05-31,2012-10-08,4.5,4.67,4,5,4.33,4.5,4.17,0.06
305211,275,14,3,2014-05-10,2021-11-17,4.8,4.78,4.68,4.93,4.91,4.92,4.73,2.98
305245,9,0,0,2013-05-20,2013-06-11,4.5,4.89,4.44,4.22,4.33,4.44,4,0.09
306799,129,0,0,2012-09-17,2019-06-30,4.6,4.79,4.32,4.76,4.61,4.67,4.72,1.15
310272,51,0,0,2014-05-10,2019-06-28,4.34,4.39,3.76,4.89,4.85,4.22,4.35,0.55
310325,34,0,0,2019-06-10,2018-05-12,4.17,3.97,3.71,4.74,4.65,4.19,4.03,1.12
310524,38,18,4,2017-08-15,2021-11-21,4.95,4.95,4.66,4.97,5,4.76,4.92,0.72
311316,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311356,110,0,0,2015-10-11,2020-01-30,4.65,4.69,4.29,4.91,4.93,4.68,4.67,1.47
312415,59,0,0,2014-08-15,2016-12-26,4.67,4.47,4.71,4.91,4.95,4.84,4.47,0.66
312429,65,0,0,2013-09-06,2019-11-10,4.86,4.97,4.66,4.95,4.98,4.94,4.84,0.65
314982,151,0,0,2012-09-24,2020-02-17,4.74,4.8,4.75,4.93,4.95,4.97,4.73,1.35
318021,63,7,2,2014-10-15,2021-11-20,4.95,5,5,4.98,4.97,4.79,4.97,0.72
318187,63,3,0,2017-07-03,2021-09-01,4.77,4.81,4.15,4.87,4.68,4.82,4.75,1.17
319646,1,1,1,2021-11-08,2021-11-08,5,5,5,5,5,5,5,1
319798,82,0,0,2014-01-05,2020-03-19,4.93,4.93,4.79,4.98,4.95,4.68,4.86,0.85
320877,26,0,0,2016-11-02,2017-06-24,4.68,4.76,4.72,4.84,4.76,4.72,4.48,0.42
321014,18,0,0,2014-10-14,2017-10-29,4.78,4.82,4.76,5,5,4.88,4.82,0.21
321136,36,12,1,2016-09-04,2021-11-29,4.79,4.86,4.89,4.89,4.97,4.83,4.83,0.56
322037,277,4,1,2015-05-24,2021-10-16,4.82,4.8,4.73,4.85,4.87,4.97,4.73,3.48
322604,180,5,4,2014-08-08,2021-11-22,4.93,4.89,4.9,4.97,4.98,4.98,4.9,2.02
323453,65,6,0,2018-01-01,2021-10-03,4.91,4.83,4.65,4.83,4.92,4.75,4.79,1.36
324800,25,0,0,2014-06-22,2018-12-22,4.76,4.84,4.54,4.72,4.8,4.75,4.71,0.28
325429,123,11,3,2012-09-28,2021-12-01,4.79,4.87,4.82,4.82,4.88,4.88,4.66,1.1
326832,37,0,0,2016-01-05,2019-08-05,4.66,4.75,4.36,4.91,4.94,4.86,4.62,0.51
328040,33,3,0,2018-10-02,2021-09-30,4.76,4.58,4.52,4.73,4.67,4.97,4.39,0.85
328744,68,39,5,2013-03-28,2021-11-28,4.85,4.88,4.84,4.82,4.88,4.64,4.78,0.64
