city,year,population
Milford,2014,729
Milford,2015,737
Milford,2016,745
Milford,2017,747
Milford,2018,748
Milford,2019,747
Miller's Cove,2010,149
Miller's Cove,2011,149
Miller's Cove,2012,153
Miller's Cove,2013,153
Miller's Cove,2014,155
Miller's Cove,2015,155
Miller's Cove,2016,157
Miller's Cove,2017,157
Miller's Cove,2018,160
Miller's Cove,2019,160
Millican,2010,240
Millican,2011,243
Millican,2012,243
Millican,2013,241
Millican,2014,244
Millican,2015,247
Millican,2016,250
Millican,2017,247
Millican,2018,244
Millican,2019,243
Millsap,2010,400
Millsap,2011,402
Millsap,2012,405
Millsap,2013,408
Millsap,2014,414
Millsap,2015,424
Millsap,2016,430
Millsap,2017,442
Millsap,2018,453
Millsap,2019,461
Mineola,2010,4497
Mineola,2011,4490
Mineola,2012,4480
Mineola,2013,4487
Mineola,2014,4517
Mineola,2015,4552
Mineola,2016,4651
Mineola,2017,4679
Mineola,2018,4742
Mineola,2019,4766
Mineral Wells,2010,16767
Mineral Wells,2011,16822
Mineral Wells,2012,16656
Mineral Wells,2013,15196
Mineral Wells,2014,14771
Mineral Wells,2015,14707
Mineral Wells,2016,14766
Mineral Wells,2017,14945
Mineral Wells,2018,15080
Mineral Wells,2019,15213
Mingus,2010,244
Mingus,2011,243
Mingus,2012,241
Mingus,2013,241
Mingus,2014,244
Mingus,2015,244
Mingus,2016,246
Mingus,2017,251
Mingus,2018,254
Mingus,2019,257
Mission,2010,78118
Mission,2011,79728
Mission,2012,80920
Mission,2013,81486
Mission,2014,82167
Mission,2015,82823
Mission,2016,83257
Mission,2017,83576
Mission,2018,83958
Mission,2019,84331
Missouri City,2010,66905
Missouri City,2011,67441
Missouri City,2012,68107
Missouri City,2013,69314
Missouri City,2014,71076
Missouri City,2015,73611
Missouri City,2016,74359
Missouri City,2017,74617
Missouri City,2018,74834
Missouri City,2019,75457
Mobeetie,2010,101
Mobeetie,2011,102
Mobeetie,2012,105
Mobeetie,2013,107
Mobeetie,2014,107
Mobeetie,2015,106
Mobeetie,2016,104
Mobeetie,2017,99
Mobeetie,2018,97
Mobeetie,2019,95
Mobile City,2010,188
Mobile City,2011,189
Mobile City,2012,193
Mobile City,2013,192
Mobile City,2014,196
Mobile City,2015,200
Mobile City,2016,200
Mobile City,2017,204
Mobile City,2018,207
Mobile City,2019,210
Monahans,2010,6919
Monahans,2011,6965
Monahans,2012,7062
Monahans,2013,7309
Monahans,2014,7560
Monahans,2015,7603
Monahans,2016,7582
Monahans,2017,7446
Monahans,2018,7644
Monahans,2019,7816
Mont Belvieu,2010,3969
Mont Belvieu,2011,4074
Mont Belvieu,2012,4280
Mont Belvieu,2013,4533
Mont Belvieu,2014,4829
Mont Belvieu,2015,5162
Mont Belvieu,2016,5545
Mont Belvieu,2017,5903
Mont Belvieu,2018,6222
Mont Belvieu,2019,6574
Montgomery,2010,625
Montgomery,2011,644
Montgomery,2012,657
Montgomery,2013,668
Montgomery,2014,685
Montgomery,2015,785
Montgomery,2016,880
Montgomery,2017,930
Montgomery,2018,1029
Montgomery,2019,1360
Moody,2010,1375
Moody,2011,1381
Moody,2012,1377
Moody,2013,1380
Moody,2014,1384
Moody,2015,1380
Moody,2016,1382
Moody,2017,1383
Moody,2018,1403
Moody,2019,1420
Moore Station,2010,206
Moore Station,2011,207
Moore Station,2012,207
Moore Station,2013,206
Moore Station,2014,209
Moore Station,2015,210
Moore Station,2016,210
Moore Station,2017,213
Moore Station,2018,218
Moore Station,2019,220
Moran,2010,271
Moran,2011,268
Moran,2012,270
Moran,2013,271
Moran,2014,266
Moran,2015,267
Moran,2016,266
Moran,2017,264
Moran,2018,260
Moran,2019,260
Morgan,2010,491
Morgan,2011,493
Morgan,2012,489
Morgan,2013,483
Morgan,2014,481
Morgan,2015,486
Morgan,2016,492
Morgan,2017,504
Morgan,2018,514
Morgan,2019,519
Morgan's Point,2010,339
Morgan's Point,2011,345
Morgan's Point,2012,346
Morgan's Point,2013,347
Morgan's Point,2014,352
Morgan's Point,2015,350
Morgan's Point,2016,349
Morgan's Point,2017,346
Morgan's Point,2018,343
Morgan's Point,2019,342
Morgan's Point Resort,2010,4234
Morgan's Point Resort,2011,4227
Morgan's Point Resort,2012,4277
Morgan's Point Resort,2013,4259
Morgan's Point Resort,2014,4250
Morgan's Point Resort,2015,4286
Morgan's Point Resort,2016,4339
Morgan's Point Resort,2017,4434
Morgan's Point Resort,2018,4554
Morgan's Point Resort,2019,4685
Morton,2010,2019
Morton,2011,1974
Morton,2012,1938
Morton,2013,1924
Morton,2014,1884
Morton,2015,1903
Morton,2016,1865
Morton,2017,1815
Morton,2018,1800
Morton,2019,1813
Moulton,2010,884
Moulton,2011,882
Moulton,2012,888
Moulton,2013,891
Moulton,2014,901
Moulton,2015,909
Moulton,2016,902
Moulton,2017,896
Moulton,2018,897
Moulton,2019,899
Mountain City,2010,652
Mountain City,2011,655
Mountain City,2012,660
Mountain City,2013,671
Mountain City,2014,686
Mountain City,2015,709
Mountain City,2016,739
Mountain City,2017,757
Mountain City,2018,784
Mountain City,2019,810
Mount Calm,2010,317
Mount Calm,2011,320
Mount Calm,2012,319
Mount Calm,2013,316
Mount Calm,2014,317
Mount Calm,2015,319
Mount Calm,2016,323
Mount Calm,2017,328
Mount Calm,2018,334
Mount Calm,2019,339
Mount Enterprise,2010,447
Mount Enterprise,2011,450
Mount Enterprise,2012,451
Mount Enterprise,2013,445
Mount Enterprise,2014,442
Mount Enterprise,2015,439
Mount Enterprise,2016,437
Mount Enterprise,2017,435
Mount Enterprise,2018,436
Mount Enterprise,2019,436
Mount Pleasant,2010,16015
Mount Pleasant,2011,15957
Mount Pleasant,2012,15998
Mount Pleasant,2013,15956
Mount Pleasant,2014,15862
Mount Pleasant,2015,15915
Mount Pleasant,2016,15947
Mount Pleasant,2017,15994
Mount Pleasant,2018,16005
Mount Pleasant,2019,15978
Mount Vernon,2010,2778
Mount Vernon,2011,2765
Mount Vernon,2012,2769
Mount Vernon,2013,2754
Mount Vernon,2014,2729
Mount Vernon,2015,2736
Mount Vernon,2016,2749
Mount Vernon,2017,2771
Mount Vernon,2018,2752
Mount Vernon,2019,2738
Muenster,2010,1521
Muenster,2011,1518
Muenster,2012,1534
Muenster,2013,1531
Muenster,2014,1528
Muenster,2015,1545
Muenster,2016,1551
Muenster,2017,1574
Muenster,2018,1602
Muenster,2019,1645
Muleshoe,2010,5151
Muleshoe,2011,5161
Muleshoe,2012,5136
Muleshoe,2013,5128
Muleshoe,2014,5014
Muleshoe,2015,5192
Muleshoe,2016,5171
Muleshoe,2017,5074
Muleshoe,2018,5034
Muleshoe,2019,5019
Mullin,2010,180
Mullin,2011,177
Mullin,2012,175
Mullin,2013,176
Mullin,2014,176
Mullin,2015,177
Mullin,2016,177
Mullin,2017,177
Mullin,2018,176
Mullin,2019,176
Munday,2010,1302
Munday,2011,1297
Munday,2012,1291
Munday,2013,1295
Munday,2014,1321
Munday,2015,1322
Munday,2016,1300
Munday,2017,1284
Munday,2018,1273
Munday,2019,1275
Murchison,2010,592
Murchison,2011,590
Murchison,2012,592
Murchison,2013,585
Murchison,2014,589
Murchison,2015,587
Murchison,2016,591
Murchison,2017,594
Murchison,2018,599
Murchison,2019,599
Murphy,2010,18023
Murphy,2011,18716
Murphy,2012,19173
Murphy,2013,19585
Murphy,2014,20272
Murphy,2015,20643
Murphy,2016,20565
Murphy,2017,20703
Murphy,2018,20648
Murphy,2019,20500
Mustang,2010,21
Mustang,2011,21
Mustang,2012,21
Mustang,2013,21
Mustang,2014,21
Mustang,2015,21
Mustang,2016,21
Mustang,2017,21
Mustang,2018,21
Mustang,2019,21
Mustang Ridge,2010,833
Mustang Ridge,2011,859
Mustang Ridge,2012,890
Mustang Ridge,2013,909
Mustang Ridge,2014,929
Mustang Ridge,2015,944
Mustang Ridge,2016,955
Mustang Ridge,2017,980
Mustang Ridge,2018,988
Mustang Ridge,2019,981
Nacogdoches,2010,32926
Nacogdoches,2011,33692
Nacogdoches,2012,33668
Nacogdoches,2013,33430
Nacogdoches,2014,33388
Nacogdoches,2015,33460
Nacogdoches,2016,33468
Nacogdoches,2017,33242
Nacogdoches,2018,32957
Nacogdoches,2019,32877
Naples,2010,1373
Naples,2011,1357
Naples,2012,1350
Naples,2013,1348
Naples,2014,1339
Naples,2015,1313
Naples,2016,1317
Naples,2017,1312
Naples,2018,1304
Naples,2019,1313
Nash,2010,2966
Nash,2011,3018
Nash,2012,3051
Nash,2013,3096
Nash,2014,3147
Nash,2015,3144
Nash,2016,3327
Nash,2017,3387
Nash,2018,3639
Nash,2019,3827
Nassau Bay,2010,4010
Nassau Bay,2011,4039
Nassau Bay,2012,4075
Nassau Bay,2013,4091
Nassau Bay,2014,4108
Nassau Bay,2015,4104
Nassau Bay,2016,4080
Nassau Bay,2017,4059
Nassau Bay,2018,4023
Nassau Bay,2019,3972
Natalia,2010,1422
Natalia,2011,1433
Natalia,2012,1441
Natalia,2013,1454
Natalia,2014,1468
Natalia,2015,1486
Natalia,2016,1514
Natalia,2017,1539
Natalia,2018,1565
Natalia,2019,1590
Navarro,2010,205
Navarro,2011,205
Navarro,2012,207
Navarro,2013,205
Navarro,2014,208
Navarro,2015,209
Navarro,2016,214
Navarro,2017,214
Navarro,2018,217
Navarro,2019,220
Navasota,2010,7106
Navasota,2011,7111
Navasota,2012,7109
Navasota,2013,7149
Navasota,2014,7216
Navasota,2015,7299
Navasota,2016,7335
Navasota,2017,7521
Navasota,2018,7669
Navasota,2019,7998
Nazareth,2010,314
Nazareth,2011,313
Nazareth,2012,316
Nazareth,2013,311
Nazareth,2014,304
Nazareth,2015,298
Nazareth,2016,300
Nazareth,2017,297
Nazareth,2018,293
Nazareth,2019,291
Nederland,2010,16999
Nederland,2011,17041
Nederland,2012,16976
Nederland,2013,17098
Nederland,2014,17169
Nederland,2015,17266
Nederland,2016,17366
Nederland,2017,17438
Nederland,2018,17406
Nederland,2019,17371
Needville,2010,2942
Needville,2011,2959
Needville,2012,2975
Needville,2013,3001
Needville,2014,3031
Needville,2015,3057
Needville,2016,3085
Needville,2017,3073
Needville,2018,3081
Needville,2019,3103
Nevada,2010,840
Nevada,2011,860
Nevada,2012,875
Nevada,2013,899
Nevada,2014,959
Nevada,2015,1025
Nevada,2016,1079
Nevada,2017,1136
Nevada,2018,1197
Nevada,2019,1257
Newark,2010,1005
Newark,2011,1019
Newark,2012,1028
Newark,2013,1036
Newark,2014,1046
Newark,2015,1063
Newark,2016,1115
Newark,2017,1162
Newark,2018,1206
Newark,2019,1232
New Berlin,2010,588
New Berlin,2011,591
New Berlin,2012,598
New Berlin,2013,602
New Berlin,2014,606
New Berlin,2015,611
New Berlin,2016,612
New Berlin,2017,624
New Berlin,2018,620
New Berlin,2019,624
New Boston,2010,4801
New Boston,2011,4774
New Boston,2012,4755
New Boston,2013,4757
New Boston,2014,4715
New Boston,2015,4673
New Boston,2016,4664
New Boston,2017,4661
New Boston,2018,4646
New Boston,2019,4609
New Braunfels,2010,58059
New Braunfels,2011,59319
New Braunfels,2012,60885
New Braunfels,2013,63025
New Braunfels,2014,65902
New Braunfels,2015,70133
New Braunfels,2016,73351
New Braunfels,2017,78902
New Braunfels,2018,84495
New Braunfels,2019,90209
Newcastle,2010,584
Newcastle,2011,579
Newcastle,2012,576
Newcastle,2013,577
Newcastle,2014,573
Newcastle,2015,573
Newcastle,2016,571
Newcastle,2017,567
Newcastle,2018,570
Newcastle,2019,573
New Chapel Hill,2010,594
New Chapel Hill,2011,601
New Chapel Hill,2012,607
New Chapel Hill,2013,612
New Chapel Hill,2014,615
New Chapel Hill,2015,625
New Chapel Hill,2016,632
New Chapel Hill,2017,636
New Chapel Hill,2018,640
New Chapel Hill,2019,646
New Deal,2010,796
New Deal,2011,802
New Deal,2012,802
New Deal,2013,805
New Deal,2014,807
New Deal,2015,813
New Deal,2016,816
New Deal,2017,818
New Deal,2018,818
New Deal,2019,827
New Fairview,2010,1253
New Fairview,2011,1275
New Fairview,2012,1288
New Fairview,2013,1306
New Fairview,2014,1324
New Fairview,2015,1358
New Fairview,2016,1397
New Fairview,2017,1435
New Fairview,2018,1498
New Fairview,2019,1544
New Home,2010,334
New Home,2011,332
New Home,2012,330
New Home,2013,336
New Home,2014,341
New Home,2015,345
New Home,2016,349
New Home,2017,353
New Home,2018,354
New Home,2019,363
New Hope,2010,619
New Hope,2011,629
New Hope,2012,639
New Hope,2013,636
New Hope,2014,641
New Hope,2015,643
New Hope,2016,635
New Hope,2017,632
New Hope,2018,633
New Hope,2019,628
New London,2010,1000
New London,2011,1007
New London,2012,1014
New London,2013,1005
New London,2014,1006
New London,2015,1003
New London,2016,1003
New London,2017,1004
New London,2018,1009
New London,2019,1014
New Summerfield,2010,1113
New Summerfield,2011,1117
New Summerfield,2012,1119
New Summerfield,2013,1114
New Summerfield,2014,1119
New Summerfield,2015,1131
New Summerfield,2016,1142
New Summerfield,2017,1147
New Summerfield,2018,1161
New Summerfield,2019,1170
Newton,2010,2469
Newton,2011,2478
Newton,2012,2461
Newton,2013,2449
Newton,2014,2444
Newton,2015,2430
Newton,2016,2436
Newton,2017,2404
Newton,2018,2389
Newton,2019,2370
New Waverly,2010,1038
New Waverly,2011,1012
New Waverly,2012,1013
New Waverly,2013,1026
New Waverly,2014,1038
New Waverly,2015,1053
New Waverly,2016,1077
New Waverly,2017,1092
New Waverly,2018,1085
New Waverly,2019,1071
Neylandville,2010,89
Neylandville,2011,89
Neylandville,2012,89
Neylandville,2013,89
Neylandville,2014,90
Neylandville,2015,91
Neylandville,2016,92
Neylandville,2017,94
Neylandville,2018,95
Neylandville,2019,97
Niederwald,2010,541
Niederwald,2011,546
Niederwald,2012,549
Niederwald,2013,564
Niederwald,2014,567
Niederwald,2015,579
Niederwald,2016,589
Niederwald,2017,600
Niederwald,2018,600
Niederwald,2019,599
Nixon,2010,2383
Nixon,2011,2379
Nixon,2012,2405
Nixon,2013,2433
Nixon,2014,2464
Nixon,2015,2486
Nixon,2016,2520
Nixon,2017,2514
Nixon,2018,2516
Nixon,2019,2542
Nocona,2010,3033
Nocona,2011,3032
Nocona,2012,2997
Nocona,2013,2969
Nocona,2014,2958
Nocona,2015,2925
Nocona,2016,2961
Nocona,2017,2951
Nocona,2018,2972
Nocona,2019,3002
Nolanville,2010,4557
Nolanville,2011,4606
Nolanville,2012,4728
Nolanville,2013,4802
Nolanville,2014,4918
Nolanville,2015,5115
Nolanville,2016,5316
Nolanville,2017,5466
Nolanville,2018,5673
Nolanville,2019,5879
Nome,2010,578
Nome,2011,577
Nome,2012,576
Nome,2013,577
Nome,2014,581
Nome,2015,594
Nome,2016,596
Nome,2017,600
Nome,2018,596
Nome,2019,595
Noonday,2010,677
Noonday,2011,683
Noonday,2012,689
Noonday,2013,691
Noonday,2014,698
Noonday,2015,703
Noonday,2016,711
Noonday,2017,712
Noonday,2018,718
Noonday,2019,722
Nordheim,2010,306
Nordheim,2011,308
Nordheim,2012,308
Nordheim,2013,308
Nordheim,2014,312
Nordheim,2015,312
Nordheim,2016,312
Nordheim,2017,304
Nordheim,2018,302
Nordheim,2019,303
Normangee,2010,682
Normangee,2011,684
Normangee,2012,680
Normangee,2013,677
Normangee,2014,681
Normangee,2015,691
Normangee,2016,699
Normangee,2017,700
Normangee,2018,701
Normangee,2019,706
North Cleveland,2010,245
North Cleveland,2011,246
North Cleveland,2012,248
North Cleveland,2013,250
North Cleveland,2014,255
North Cleveland,2015,261
North Cleveland,2016,267
North Cleveland,2017,275
North Cleveland,2018,286
North Cleveland,2019,298
Northlake,2010,1845
Northlake,2011,1871
Northlake,2012,1888
Northlake,2013,1903
Northlake,2014,1920
Northlake,2015,2231
Northlake,2016,2396
Northlake,2017,2684
Northlake,2018,3011
Northlake,2019,3348
North Richland Hills,2010,63479
North Richland Hills,2011,64256
North Richland Hills,2012,65254
North Richland Hills,2013,67239
North Richland Hills,2014,68424
North Richland Hills,2015,69145
North Richland Hills,2016,69973
North Richland Hills,2017,70516
North Richland Hills,2018,70686
North Richland Hills,2019,70670
Novice,2010,139
Novice,2011,137
Novice,2012,136
Novice,2013,133
Novice,2014,132
Novice,2015,130
Novice,2016,131
Novice,2017,131
Novice,2018,130
Novice,2019,128
Oak Grove,2010,545
Oak Grove,2011,551
Oak Grove,2012,560
Oak Grove,2013,567
Oak Grove,2014,577
Oak Grove,2015,589
Oak Grove,2016,609
Oak Grove,2017,631
Oak Grove,2018,643
Oak Grove,2019,669
Oak Leaf,2010,1394
Oak Leaf,2011,1403
Oak Leaf,2012,1398
Oak Leaf,2013,1402
Oak Leaf,2014,1426
Oak Leaf,2015,1445
Oak Leaf,2016,1468
Oak Leaf,2017,1490
Oak Leaf,2018,1495
Oak Leaf,2019,1484
Oak Point,2010,2810
Oak Point,2011,2920
Oak Point,2012,3009
Oak Point,2013,3051
Oak Point,2014,3175
Oak Point,2015,3343
Oak Point,2016,3764
Oak Point,2017,4223
Oak Point,2018,4985
Oak Point,2019,5762
Oak Ridge,2010,145
Oak Ridge,2011,158
Oak Ridge,2012,163
Oak Ridge,2013,166
Oak Ridge,2014,175
Oak Ridge,2015,177
Oak Ridge,2016,192
Oak Ridge,2017,212
Oak Ridge,2018,233
Oak Ridge,2019,242
Oak Ridge,2010,473
Oak Ridge,2011,481
Oak Ridge,2012,487
Oak Ridge,2013,494
Oak Ridge,2014,501
Oak Ridge,2015,543
Oak Ridge,2016,577
Oak Ridge,2017,619
Oak Ridge,2018,671
Oak Ridge,2019,742
Oak Ridge North,2010,3070
Oak Ridge North,2011,3095
Oak Ridge North,2012,3114
Oak Ridge North,2013,3122
Oak Ridge North,2014,3133
Oak Ridge North,2015,3125
Oak Ridge North,2016,3126
Oak Ridge North,2017,3151
Oak Ridge North,2018,3166
Oak Ridge North,2019,3161
Oak Valley,2010,368
Oak Valley,2011,372
Oak Valley,2012,373
Oak Valley,2013,372
Oak Valley,2014,381
Oak Valley,2015,384
Oak Valley,2016,386
Oak Valley,2017,390
Oak Valley,2018,395
Oak Valley,2019,421
Oakwood,2010,507
Oakwood,2011,508
Oakwood,2012,504
Oakwood,2013,501
Oakwood,2014,502
Oakwood,2015,511
Oakwood,2016,514
Oakwood,2017,513
Oakwood,2018,513
Oakwood,2019,515
O'Brien,2010,106
O'Brien,2011,107
O'Brien,2012,106
O'Brien,2013,106
O'Brien,2014,105
O'Brien,2015,105
O'Brien,2016,103
O'Brien,2017,104
O'Brien,2018,103
O'Brien,2019,102
Odem,2010,2428
Odem,2011,2415
Odem,2012,2436
Odem,2013,2450
Odem,2014,2475
Odem,2015,2467
Odem,2016,2416
Odem,2017,2397
Odem,2018,2387
Odem,2019,2360
Odessa,2010,99817
Odessa,2011,102009
Odessa,2012,105908
Odessa,2013,110158
Odessa,2014,114430
Odessa,2015,118421
Odessa,2016,117159
Odessa,2017,116418
Odessa,2018,120037
Odessa,2019,123334
O'Donnell,2010,831
O'Donnell,2011,827
O'Donnell,2012,814
O'Donnell,2013,807
O'Donnell,2014,817
O'Donnell,2015,810
O'Donnell,2016,814
O'Donnell,2017,821
O'Donnell,2018,820
O'Donnell,2019,837
Oglesby,2010,495
Oglesby,2011,495
Oglesby,2012,494
Oglesby,2013,484
Oglesby,2014,479
Oglesby,2015,475
Oglesby,2016,466
Oglesby,2017,463
Oglesby,2018,460
Oglesby,2019,465
Old River-Winfree,2010,1214
Old River-Winfree,2011,1226
Old River-Winfree,2012,1254
Old River-Winfree,2013,1282
Old River-Winfree,2014,1303
Old River-Winfree,2015,1318
Old River-Winfree,2016,1353
Old River-Winfree,2017,1396
Old River-Winfree,2018,1422
Old River-Winfree,2019,1467
Olmos Park,2010,2244
Olmos Park,2011,2272
Olmos Park,2012,2294
Olmos Park,2013,2313
Olmos Park,2014,2351
Olmos Park,2015,2375
Olmos Park,2016,2402
Olmos Park,2017,2417
Olmos Park,2018,2454
Olmos Park,2019,2466
Olney,2010,3278
Olney,2011,3241
Olney,2012,3225
Olney,2013,3224
Olney,2014,3182
Olney,2015,3151
Olney,2016,3124
Olney,2017,3088
Olney,2018,3103
Olney,2019,3099
Olton,2010,2219
Olton,2011,2225
Olton,2012,2204
Olton,2013,2172
Olton,2014,2141
Olton,2015,2109
Olton,2016,2106
Olton,2017,2099
Olton,2018,2095
Olton,2019,2060
Omaha,2010,1030
Omaha,2011,1016
Omaha,2012,1009
Omaha,2013,1007
Omaha,2014,999
Omaha,2015,980
Omaha,2016,985
Omaha,2017,979
Omaha,2018,976
Omaha,2019,980
Onalaska,2010,2645
Onalaska,2011,2634
Onalaska,2012,2612
Onalaska,2013,2595
Onalaska,2014,2597
Onalaska,2015,2658
Onalaska,2016,2697
Onalaska,2017,2752
Onalaska,2018,2824
Onalaska,2019,2967
Opdyke West,2010,174
Opdyke West,2011,176
Opdyke West,2012,179
Opdyke West,2013,184
Opdyke West,2014,185
Opdyke West,2015,185
Opdyke West,2016,185
Opdyke West,2017,187
Opdyke West,2018,191
Opdyke West,2019,194
Orange,2010,18624
Orange,2011,18626
Orange,2012,18847
Orange,2013,18724
Orange,2014,18711
Orange,2015,19104
Orange,2016,19096
Orange,2017,19023
Orange,2018,18427
Orange,2019,18118
Orange Grove,2010,1319
Orange Grove,2011,1327
Orange Grove,2012,1338
Orange Grove,2013,1341
Orange Grove,2014,1332
Orange Grove,2015,1333
Orange Grove,2016,1318
Orange Grove,2017,1314
Orange Grove,2018,1310
Orange Grove,2019,1302
Orchard,2010,355
Orchard,2011,370
Orchard,2012,386
Orchard,2013,395
Orchard,2014,400
Orchard,2015,402
Orchard,2016,402
Orchard,2017,403
Orchard,2018,408
Orchard,2019,407
Ore City,2010,1142
Ore City,2011,1152
Ore City,2012,1156
Ore City,2013,1149
Ore City,2014,1166
Ore City,2015,1180
Ore City,2016,1195
Ore City,2017,1209
Ore City,2018,1215
Ore City,2019,1228
Overton,2010,2553
Overton,2011,2566
Overton,2012,2561
Overton,2013,2538
Overton,2014,2523
Overton,2015,2508
Overton,2016,2504
Overton,2017,2509
Overton,2018,2500
Overton,2019,2503
Ovilla,2010,3523
Ovilla,2011,3542
Ovilla,2012,3532
Ovilla,2013,3535
Ovilla,2014,3627
Ovilla,2015,3851
Ovilla,2016,3968
Ovilla,2017,4107
Ovilla,2018,4131
Ovilla,2019,4167
Oyster Creek,2010,1109
Oyster Creek,2011,1115
Oyster Creek,2012,1124
Oyster Creek,2013,1132
Oyster Creek,2014,1146
Oyster Creek,2015,1151
Oyster Creek,2016,1156
Oyster Creek,2017,1173
Oyster Creek,2018,1182
Oyster Creek,2019,1193
Paducah,2010,1192
Paducah,2011,1188
Paducah,2012,1169
Paducah,2013,1135
Paducah,2014,1124
Paducah,2015,1131
Paducah,2016,1101
Paducah,2017,1079
Paducah,2018,1082
Paducah,2019,1094
Paint Rock,2010,274
Paint Rock,2011,276
Paint Rock,2012,273
Paint Rock,2013,276
Paint Rock,2014,271
Paint Rock,2015,278
Paint Rock,2016,291
Paint Rock,2017,293
Paint Rock,2018,290
Paint Rock,2019,296
Palacios,2010,4715
Palacios,2011,4693
Palacios,2012,4663
Palacios,2013,4647
Palacios,2014,4616
Palacios,2015,4612
Palacios,2016,4654
Palacios,2017,4609
Palacios,2018,4546
Palacios,2019,4535
Palestine,2010,18708
Palestine,2011,18585
Palestine,2012,18486
Palestine,2013,18364
Palestine,2014,18183
Palestine,2015,18072
Palestine,2016,18122
Palestine,2017,18103
Palestine,2018,17885
Palestine,2019,17730
Palisades village,2010,326
Palisades village,2011,329
Palisades village,2012,334
Palisades village,2013,333
Palisades village,2014,335
Palisades village,2015,337
Palisades village,2016,344
Palisades village,2017,346
Palisades village,2018,348
Palisades village,2019,353
Palmer,2010,2014
Palmer,2011,2023
Palmer,2012,2019
Palmer,2013,2026
Palmer,2014,2040
Palmer,2015,2059
Palmer,2016,2075
Palmer,2017,2087
Palmer,2018,2081
Palmer,2019,2123
Palmhurst,2010,2548
Palmhurst,2011,2581
Palmhurst,2012,2615
Palmhurst,2013,2638
Palmhurst,2014,2653
Palmhurst,2015,2674
Palmhurst,2016,2711
Palmhurst,2017,2720
Palmhurst,2018,2733
Palmhurst,2019,2732
Palm Valley,2010,1318
Palm Valley,2011,1323
Palm Valley,2012,1317
Palm Valley,2013,1309
Palm Valley,2014,1302
Palm Valley,2015,1288
Palm Valley,2016,1280
Palm Valley,2017,1267
Palm Valley,2018,1251
Palm Valley,2019,1240
Palmview,2010,5492
Palmview,2011,5545
Palmview,2012,5595
Palmview,2013,5618
