city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng
Onaway,Onaway,MI,Michigan,26141,Presque Isle County,45.3589,-84.2274
Wellston,Wellston,OK,Oklahoma,40081,Lincoln County,35.686,-97.0615
Darbydale,Darbydale,OH,Ohio,39049,Franklin County,39.8545,-83.1795
Cedar Crest,Cedar Crest,NM,New Mexico,35001,Bernalillo County,35.1114,-106.3802
Ashton,Ashton,IL,Illinois,17103,Lee County,41.8682,-89.2225
Newborn,Newborn,GA,Georgia,13217,Newton County,33.5164,-83.6959
Luthersville,Luthersville,GA,Georgia,13199,Meriwether County,33.2096,-84.7442
Matador,Matador,TX,Texas,48345,Motley County,34.015,-100.8211
Colton,Colton,SD,South Dakota,46099,Minnehaha County,43.7871,-96.928
Lanesville,Lanesville,IN,Indiana,18061,Harrison County,38.2394,-85.9821
Mountain Gate,Mountain Gate,CA,California,06089,Shasta County,40.7185,-122.3262
Willow Lake,Willow Lake,IL,Illinois,17177,Stephenson County,42.3333,-89.6356
Ossian,Ossian,IA,Iowa,19191,Winneshiek County,43.147,-91.7645
Napoleon,Napoleon,ND,North Dakota,38047,Logan County,46.5039,-99.7683
Readlyn,Readlyn,IA,Iowa,19017,Bremer County,42.7037,-92.225
Curtis,Curtis,NE,Nebraska,31063,Frontier County,40.6336,-100.5112
Indian Springs,Indian Springs,NV,Nevada,32003,Clark County,36.5719,-115.7204
Sunlit Hills,Sunlit Hills,NM,New Mexico,35049,Santa Fe County,35.5957,-105.921
Axtell,Axtell,NE,Nebraska,31099,Kearney County,40.4798,-99.1292
Grandview,Grandview,IN,Indiana,18147,Spencer County,37.937,-86.9842
Kinston,Kinston,AL,Alabama,01031,Coffee County,31.22,-86.1705
Boswell,Boswell,OK,Oklahoma,40023,Choctaw County,34.0278,-95.8685
New Hamburg,New Hamburg,NY,New York,36027,Dutchess County,41.5891,-73.9428
Moorcroft,Moorcroft,WY,Wyoming,56011,Crook County,44.2645,-104.9476
Mason,Mason,WV,West Virginia,54053,Mason County,39.0181,-82.0316
Golinda,Golinda,TX,Texas,48145,Falls County,31.3715,-97.0765
East Bend,East Bend,NC,North Carolina,37197,Yadkin County,36.2178,-80.5085
Bremond,Bremond,TX,Texas,48395,Robertson County,31.1657,-96.676
Penn State Berks,Penn State Berks,PA,Pennsylvania,42011,Berks County,40.3612,-75.976
Grand Junction,Grand Junction,IA,Iowa,19073,Greene County,42.033,-94.2369
Blue Ridge Shores,Blue Ridge Shores,VA,Virginia,51109,Louisa County,38.1091,-78.0236
Pardeesville,Pardeesville,PA,Pennsylvania,42079,Luzerne County,41.0006,-75.968
Mill Creek,Mill Creek,WV,West Virginia,54083,Randolph County,38.7319,-79.9725
Bogue,Bogue,NC,North Carolina,37031,Carteret County,34.698,-77.0311
Monroe,Monroe,OR,Oregon,41003,Benton County,44.3168,-123.2989
Roseville,Roseville,IL,Illinois,17187,Warren County,40.7307,-90.6638
Light Oak,Light Oak,NC,North Carolina,37045,Cleveland County,35.2867,-81.4775
Chemung,Chemung,IL,Illinois,17111,McHenry County,42.4162,-88.6641
Belle Terre,Belle Terre,NY,New York,36103,Suffolk County,40.9607,-73.0672
Pendleton,Pendleton,TX,Texas,48027,Bell County,31.1953,-97.3368
Pembroke,Pembroke,KY,Kentucky,21047,Christian County,36.7752,-87.358
Quasqueton,Quasqueton,IA,Iowa,19019,Buchanan County,42.3945,-91.7578
Parks,Parks,LA,Louisiana,22099,St. Martin County,30.2172,-91.8271
Elkton,Elkton,MI,Michigan,26063,Huron County,43.8183,-83.1809
Carson,Carson,IA,Iowa,19155,Pottawattamie County,41.2356,-95.4199
Fallon Station,Fallon Station,NV,Nevada,32001,Churchill County,39.415,-118.7165
South La Paloma,South La Paloma,TX,Texas,48249,Jim Wells County,27.8947,-97.9685
Cammack Village,Cammack Village,AR,Arkansas,05119,Pulaski County,34.7808,-92.3449
Copake Lake,Copake Lake,NY,New York,36021,Columbia County,42.1416,-73.5903
Sharpsville,Sharpsville,IN,Indiana,18159,Tipton County,40.3797,-86.0869
Pellston,Pellston,MI,Michigan,26047,Emmet County,45.5519,-84.783
Gilbertville,Gilbertville,IA,Iowa,19013,Black Hawk County,42.4182,-92.2141
Addyston,Addyston,OH,Ohio,39061,Hamilton County,39.1371,-84.7104
Bigelow Corners,Bigelow Corners,CT,Connecticut,09001,Fairfield County,41.4694,-73.5057
Pickensville,Pickensville,AL,Alabama,01107,Pickens County,33.2336,-88.2744
Ashmore,Ashmore,IL,Illinois,17029,Coles County,39.5306,-88.0201
Memphis,Memphis,IN,Indiana,18019,Clark County,38.4891,-85.7679
Ulm,Ulm,MT,Montana,30013,Cascade County,47.4197,-111.5252
La Center,La Center,KY,Kentucky,21007,Ballard County,37.0749,-88.9748
Chatom,Chatom,AL,Alabama,01129,Washington County,31.4691,-88.246
Blooming Grove,Blooming Grove,TX,Texas,48349,Navarro County,32.0924,-96.7173
North Topsail Beach,North Topsail Beach,NC,North Carolina,37133,Onslow County,34.4931,-77.434
Quapaw,Quapaw,OK,Oklahoma,40115,Ottawa County,36.9497,-94.7805
Northwest,Northwest,NC,North Carolina,37019,Brunswick County,34.316,-78.1448
Wauzeka,Wauzeka,WI,Wisconsin,55023,Crawford County,43.0851,-90.8995
Franklin,Franklin,ID,Idaho,16041,Franklin County,42.0124,-111.8036
West Warren,West Warren,MA,Massachusetts,25027,Worcester County,42.2168,-72.2366
Gaston,Gaston,IN,Indiana,18035,Delaware County,40.314,-85.501
Sugar Grove,Sugar Grove,VA,Virginia,51173,Smyth County,36.7689,-81.4075
Minkler,Minkler,CA,California,06019,Fresno County,36.7276,-119.4589
Skyland Estates,Skyland Estates,VA,Virginia,51187,Warren County,38.9329,-78.085
Taconic Shores,Taconic Shores,NY,New York,36021,Columbia County,42.1193,-73.5531
Fountain City,Fountain City,WI,Wisconsin,55011,Buffalo County,44.1202,-91.697
Chesapeake City,Chesapeake City,MD,Maryland,24015,Cecil County,39.528,-75.8095
Courtland,Courtland,MS,Mississippi,28107,Panola County,34.2411,-89.9433
Seligman,Seligman,MO,Missouri,29009,Barry County,36.5231,-93.9387
Quitman,Quitman,AR,Arkansas,05023,Cleburne County,35.3817,-92.2147
Wiscon,Wiscon,FL,Florida,12053,Hernando County,28.5409,-82.4664
Melbourne,Melbourne,IA,Iowa,19127,Marshall County,41.9416,-93.1023
Prospect,Prospect,NC,North Carolina,37155,Robeson County,34.7359,-79.2251
Scranton,Scranton,KS,Kansas,20139,Osage County,38.7778,-95.7402
Duncan,Duncan,AZ,Arizona,04011,Greenlee County,32.7344,-109.0972
Dale,Dale,SC,South Carolina,45013,Beaufort County,32.5555,-80.7015
Fern Forest,Fern Forest,HI,Hawaii,15001,Hawaii County,19.4648,-155.1324
Ingleside on the Bay,Ingleside on the Bay,TX,Texas,48409,San Patricio County,27.8303,-97.2211
Green Valley,Green Valley,IL,Illinois,17179,Tazewell County,40.4072,-89.6443
Hillside,Hillside,NY,New York,36111,Ulster County,41.9177,-74.0337
Utica,Utica,MS,Mississippi,28049,Hinds County,32.1061,-90.6221
Vader,Vader,WA,Washington,53041,Lewis County,46.4046,-122.9569
Doe Run,Doe Run,MO,Missouri,29187,St. Francois County,37.7454,-90.4994
Elizabeth,Elizabeth,WV,West Virginia,54105,Wirt County,39.0616,-81.3979
Oneida,Oneida,IL,Illinois,17095,Knox County,41.0722,-90.2247
Upper Bear Creek,Upper Bear Creek,CO,Colorado,08019,Clear Creek County,39.6319,-105.4154
Oshkosh,Oshkosh,NE,Nebraska,31069,Garden County,41.408,-102.3452
Pepin,Pepin,WI,Wisconsin,55091,Pepin County,44.4425,-92.1481
Bingen,Bingen,WA,Washington,53039,Klickitat County,45.7139,-121.4704
Valley Brook,Valley Brook,OK,Oklahoma,40109,Oklahoma County,35.4027,-97.4814
Shannon,Shannon,IL,Illinois,17015,Carroll County,42.1525,-89.7402
Cheneyville,Cheneyville,LA,Louisiana,22079,Rapides County,31.011,-92.29
Grapeview,Grapeview,WA,Washington,53045,Mason County,47.3316,-122.8413
Lenox,Lenox,GA,Georgia,13075,Cook County,31.2672,-83.4673
Woolrich,Woolrich,PA,Pennsylvania,42035,Clinton County,41.1865,-77.3738
Sterling,Sterling,OK,Oklahoma,40031,Comanche County,34.7494,-98.1725
Reeseville,Reeseville,WI,Wisconsin,55027,Dodge County,43.3062,-88.8445
Refton,Refton,PA,Pennsylvania,42071,Lancaster County,39.9474,-76.2386
Spring Ridge,Spring Ridge,PA,Pennsylvania,42011,Berks County,40.3533,-75.9892
Whitecone,Whitecone,AZ,Arizona,04017,Navajo County,35.6037,-110.0791
Le Grand,Le Grand,IA,Iowa,19127,Marshall County,42.0067,-92.775
Sioux Rapids,Sioux Rapids,IA,Iowa,19021,Buena Vista County,42.8916,-95.1484
Walnut Springs,Walnut Springs,TX,Texas,48035,Bosque County,32.0562,-97.7507
Eldon,Eldon,IA,Iowa,19179,Wapello County,40.9181,-92.2182
Solon Springs,Solon Springs,WI,Wisconsin,55031,Douglas County,46.3495,-91.8207
Plains,Plains,GA,Georgia,13261,Sumter County,32.0331,-84.3946
Independence,Independence,CA,California,06027,Inyo County,36.8275,-118.2132
New Haven,New Haven,KY,Kentucky,21179,Nelson County,37.6592,-85.5886
Winter Park,Winter Park,CO,Colorado,08049,Grand County,39.8785,-105.7828
San Jose,San Jose,NM,New Mexico,35039,Rio Arriba County,36.0367,-106.1004
Golconda,Golconda,IL,Illinois,17151,Pope County,37.3619,-88.487
Weir,Weir,KS,Kansas,20021,Cherokee County,37.3095,-94.7741
Pamelia Center,Pamelia Center,NY,New York,36045,Jefferson County,44.0356,-75.9033
Grove City,Grove City,MN,Minnesota,27093,Meeker County,45.1481,-94.6815
Remington,Remington,VA,Virginia,51061,Fauquier County,38.5346,-77.8083
Livingston Manor,Livingston Manor,NY,New York,36105,Sullivan County,41.8931,-74.8255
Rock Island,Rock Island,OK,Oklahoma,40079,Le Flore County,35.1831,-94.4811
Waynesville,Waynesville,GA,Georgia,13025,Brantley County,31.2263,-81.788
Kapp Heights,Kapp Heights,PA,Pennsylvania,42097,Northumberland County,40.8995,-76.809
Bradley Junction,Bradley Junction,FL,Florida,12105,Polk County,27.7942,-81.9784
Coulterville,Coulterville,IL,Illinois,17157,Randolph County,38.185,-89.6045
Bartelso,Bartelso,IL,Illinois,17027,Clinton County,38.5371,-89.4672
Hanover,Hanover,IL,Illinois,17085,Jo Daviess County,42.2553,-90.2737
Paguate,Paguate,NM,New Mexico,35006,Cibola County,35.1473,-107.3814
Duck Key,Duck Key,FL,Florida,12087,Monroe County,24.771,-80.9132
Catheys Valley,Catheys Valley,CA,California,06043,Mariposa County,37.4308,-120.0995
Avoca,Avoca,AR,Arkansas,05007,Benton County,36.398,-94.071
Idamay,Idamay,WV,West Virginia,54049,Marion County,39.493,-80.2572
Grayland,Grayland,WA,Washington,53027,Grays Harbor County,46.8304,-124.0898
Belle Vernon,Belle Vernon,PA,Pennsylvania,42051,Fayette County,40.1256,-79.8671
Chumuckla,Chumuckla,FL,Florida,12113,Santa Rosa County,30.7826,-87.2309
Woodhull,Woodhull,IL,Illinois,17073,Henry County,41.1784,-90.3221
Marble Cliff,Marble Cliff,OH,Ohio,39049,Franklin County,39.9857,-83.0614
Quebrada,Quebrada,PR,Puerto Rico,72027,Camuy County,18.3602,-66.8353
Elsinore,Elsinore,UT,Utah,49041,Sevier County,38.6834,-112.1488
Inman Mills,Inman Mills,SC,South Carolina,45083,Spartanburg County,35.0408,-82.1024
Waynoka,Waynoka,OK,Oklahoma,40151,Woods County,36.5849,-98.8776
Geary,Geary,OK,Oklahoma,40017,Canadian County,35.5923,-98.2911
Oxford,Oxford,NE,Nebraska,31065,Furnas County,40.253,-99.6323
La Belle,La Belle,MO,Missouri,29111,Lewis County,40.1166,-91.9146
Little Hocking,Little Hocking,OH,Ohio,39167,Washington County,39.2608,-81.702
Danville,Danville,WV,West Virginia,54005,Boone County,38.0808,-81.8342
Falcon Heights,Falcon Heights,OR,Oregon,41035,Klamath County,42.1314,-121.7566
Hamersville,Hamersville,OH,Ohio,39015,Brown County,38.9189,-83.9853
Zena,Zena,NY,New York,36111,Ulster County,42.0203,-74.085
Kernville,Kernville,CA,California,06029,Kern County,35.7533,-118.4321
Wildwood,Wildwood,GA,Georgia,13083,Dade County,34.9706,-85.4078
Sabinal,Sabinal,TX,Texas,48463,Uvalde County,29.3214,-99.4696
Cranesville,Cranesville,PA,Pennsylvania,42049,Erie County,41.904,-80.3418
Munds Park,Munds Park,AZ,Arizona,04005,Coconino County,34.9382,-111.6318
Ruthven,Ruthven,IA,Iowa,19147,Palo Alto County,43.13,-94.8987
Greensboro,Greensboro,FL,Florida,12039,Gadsden County,30.5705,-84.7324
Tidioute,Tidioute,PA,Pennsylvania,42123,Warren County,41.6847,-79.4004
Elgin,Elgin,IA,Iowa,19065,Fayette County,42.9553,-91.6354
Midvale,Midvale,OH,Ohio,39157,Tuscarawas County,40.4358,-81.37
Highmore,Highmore,SD,South Dakota,46069,Hyde County,44.5214,-99.4394
Fieldbrook,Fieldbrook,CA,California,06023,Humboldt County,40.9723,-124.025
Kingston,Kingston,GA,Georgia,13015,Bartow County,34.2319,-84.9444
Kettleman City,Kettleman City,CA,California,06031,Kings County,36.0089,-119.9629
Chesterfield,Chesterfield,TN,Tennessee,47077,Henderson County,35.6468,-88.27
Rockport,Rockport,AR,Arkansas,05059,Hot Spring County,34.4069,-92.8077
Valle Vista,Valle Vista,NM,New Mexico,35049,Santa Fe County,35.5841,-106.0584
Hopedale,Hopedale,IL,Illinois,17179,Tazewell County,40.4233,-89.4214
Sherwood Shores,Sherwood Shores,TX,Texas,48181,Grayson County,33.8478,-96.8147
Dover,Dover,ID,Idaho,16017,Bonner County,48.2606,-116.6098
Masaryktown,Masaryktown,FL,Florida,12053,Hernando County,28.4417,-82.461
South Cle Elum,South Cle Elum,WA,Washington,53037,Kittitas County,47.1862,-120.9526
Millersburg,Millersburg,IN,Indiana,18039,Elkhart County,41.5277,-85.6964
Chenequa,Chenequa,WI,Wisconsin,55133,Waukesha County,43.1229,-88.3838
Swansea,Swansea,SC,South Carolina,45063,Lexington County,33.7397,-81.1052
Enterprise,Enterprise,KS,Kansas,20041,Dickinson County,38.9029,-97.1163
Van Horne,Van Horne,IA,Iowa,19011,Benton County,42.0083,-92.0897
Jewett,Jewett,TX,Texas,48289,Leon County,31.3627,-96.1455
Clarkton,Clarkton,NC,North Carolina,37017,Bladen County,34.4891,-78.6559
Chevak,Chevak,AK,Alaska,02158,Kusilvak County,61.5295,-165.5941
Queenstown,Queenstown,MD,Maryland,24035,Queen Anne's County,38.9868,-76.1633
Wheelwright,Wheelwright,KY,Kentucky,21071,Floyd County,37.3392,-82.7186
Inez,Inez,KY,Kentucky,21159,Martin County,37.8693,-82.5398
Dugger,Dugger,IN,Indiana,18153,Sullivan County,39.0704,-87.259
Stillmore,Stillmore,GA,Georgia,13107,Emanuel County,32.441,-82.2145
Henning,Henning,MN,Minnesota,27111,Otter Tail County,46.3234,-95.4424
Screven,Screven,GA,Georgia,13305,Wayne County,31.484,-82.0171
Ponce de Leon,Ponce de Leon,FL,Florida,12059,Holmes County,30.7234,-85.9374
Oldenburg,Oldenburg,IN,Indiana,18047,Franklin County,39.3389,-85.204
Truesdale,Truesdale,MO,Missouri,29219,Warren County,38.8124,-91.122
Nevada,Nevada,OH,Ohio,39175,Wyandot County,40.8188,-83.1312
Eden,Eden,WI,Wisconsin,55039,Fond du Lac County,43.6928,-88.3642
Coldwater,Coldwater,KS,Kansas,20033,Comanche County,37.2582,-99.3378
Downsville,Downsville,MD,Maryland,24043,Washington County,39.5549,-77.8016
Sunset Village,Sunset Village,GA,Georgia,13293,Upson County,32.8946,-84.4057
Harmony,Harmony,IN,Indiana,18021,Clay County,39.5337,-87.073
Sycamore,Sycamore,OH,Ohio,39175,Wyandot County,40.9517,-83.1709
Englewood,Englewood,PA,Pennsylvania,42107,Schuylkill County,40.7814,-76.2449
West Pittsburg,West Pittsburg,PA,Pennsylvania,42073,Lawrence County,40.931,-80.3591
Cumberland,Cumberland,OK,Oklahoma,40095,Marshall County,34.0609,-96.5925
Lyndonville,Lyndonville,NY,New York,36073,Orleans County,43.3213,-78.3891
Gaston,Gaston,NC,North Carolina,37131,Northampton County,36.4965,-77.6449
Clay Center,Clay Center,NE,Nebraska,31035,Clay County,40.5256,-98.055
Oxford,Oxford,AR,Arkansas,05065,Izard County,36.209,-91.9183
Tipton,Tipton,PA,Pennsylvania,42013,Blair County,40.6374,-78.2948
Rockaway Beach,Rockaway Beach,MO,Missouri,29213,Taney County,36.7019,-93.1617
Wanblee,Wanblee,SD,South Dakota,46071,Jackson County,43.5705,-101.6614
Fouke,Fouke,AR,Arkansas,05091,Miller County,33.2622,-93.8852
Marshallville,Marshallville,OH,Ohio,39169,Wayne County,40.8997,-81.7329
Lakeville,Lakeville,NY,New York,36051,Livingston County,42.8367,-77.703
Sanford,Sanford,MI,Michigan,26111,Midland County,43.6777,-84.3803
Victor,Victor,MT,Montana,30081,Ravalli County,46.4161,-114.1492
Dewar,Dewar,OK,Oklahoma,40111,Okmulgee County,35.4581,-95.9483
Waleska,Waleska,GA,Georgia,13057,Cherokee County,34.3172,-84.5499
La Jara,La Jara,CO,Colorado,08021,Conejos County,37.2735,-105.9597
Chain O' Lakes,Chain O' Lakes,WI,Wisconsin,55135,Waupaca County,44.3318,-89.1672
Glasgow,Glasgow,WV,West Virginia,54039,Kanawha County,38.2109,-81.4218
Clifton,Clifton,SC,South Carolina,45083,Spartanburg County,34.9846,-81.8222
Notus,Notus,ID,Idaho,16027,Canyon County,43.7267,-116.7998
Windfall City,Windfall City,IN,Indiana,18159,Tipton County,40.3619,-85.9584
Mantua,Mantua,OH,Ohio,39133,Portage County,41.282,-81.2223
Ainsworth,Ainsworth,IA,Iowa,19183,Washington County,41.2901,-91.5545
Sterrett,Sterrett,AL,Alabama,01117,Shelby County,33.449,-86.4645
Clearview Acres,Clearview Acres,WY,Wyoming,56037,Sweetwater County,41.5842,-109.2801
Silver City,Silver City,NC,North Carolina,37093,Hoke County,34.9972,-79.2292
Ellendale,Ellendale,DE,Delaware,10005,Sussex County,38.8102,-75.425
Albany,Albany,IL,Illinois,17195,Whiteside County,41.7861,-90.2163
Hartland,Hartland,MI,Michigan,26093,Livingston County,42.6597,-83.7446
Potomac,Potomac,IL,Illinois,17183,Vermilion County,40.3067,-87.7977
Briaroaks,Briaroaks,TX,Texas,48251,Johnson County,32.4958,-97.3033
Salt Creek,Salt Creek,CO,Colorado,08101,Pueblo County,38.2407,-104.5867
Potomac Park,Potomac Park,MD,Maryland,24001,Allegany County,39.6124,-78.8082
Earlville,Earlville,NY,New York,36017,Chenango County,42.7401,-75.5436
Sarepta,Sarepta,LA,Louisiana,22119,Webster County,32.8963,-93.4517
Rouzerville,Rouzerville,PA,Pennsylvania,42055,Franklin County,39.7341,-77.528
Laytonville,Laytonville,CA,California,06045,Mendocino County,39.6715,-123.4945
Springer,Springer,OK,Oklahoma,40019,Carter County,34.291,-97.1255
Virginia City,Virginia City,NV,Nevada,32029,Storey County,39.3074,-119.6483
Walker,Walker,IA,Iowa,19113,Linn County,42.2874,-91.781
Haviland,Haviland,KS,Kansas,20097,Kiowa County,37.6173,-99.1059
Antelope,Antelope,SD,South Dakota,46121,Todd County,43.3087,-100.6306
Dunkirk,Dunkirk,OH,Ohio,39065,Hardin County,40.788,-83.6429
Brasher Falls,Brasher Falls,NY,New York,36089,St. Lawrence County,44.8096,-74.7789
Lone Rock,Lone Rock,WI,Wisconsin,55103,Richland County,43.1857,-90.2012
West Point,West Point,CA,California,06009,Calaveras County,38.406,-120.5365
Allenton,Allenton,WI,Wisconsin,55131,Washington County,43.4218,-88.3448
Wallace,Wallace,CA,California,06009,Calaveras County,38.2039,-120.9609
Calumet,Calumet,MI,Michigan,26061,Houghton County,47.2478,-88.4535
Pleasantville,Pleasantville,PA,Pennsylvania,42121,Venango County,41.5935,-79.5808
Congerville,Congerville,IL,Illinois,17203,Woodford County,40.6168,-89.2051
Orrick,Orrick,MO,Missouri,29177,Ray County,39.2133,-94.1254
Fort Chiswell,Fort Chiswell,VA,Virginia,51197,Wythe County,36.9444,-80.9577
Savona,Savona,NY,New York,36101,Steuben County,42.283,-77.2238
Ocean Isle Beach,Ocean Isle Beach,NC,North Carolina,37019,Brunswick County,33.9011,-78.4393
Humphrey,Humphrey,NE,Nebraska,31141,Platte County,41.6884,-97.4852
Everson,Everson,PA,Pennsylvania,42051,Fayette County,40.0907,-79.5871
Overton,Overton,NE,Nebraska,31047,Dawson County,40.7405,-99.5374
Whitelaw,Whitelaw,WI,Wisconsin,55071,Manitowoc County,44.1453,-87.8278
Bentleyville,Bentleyville,OH,Ohio,39035,Cuyahoga County,41.4121,-81.4121
Prewitt,Prewitt,NM,New Mexico,35031,McKinley County,35.3682,-108.0748
Lake City,Lake City,MI,Michigan,26113,Missaukee County,44.3297,-85.2085
Pleasant Plains,Pleasant Plains,IL,Illinois,17167,Sangamon County,39.8747,-89.9183
Wilton,Wilton,ND,North Dakota,38055,McLean County,47.1581,-100.7842
Iron Mountain Lake,Iron Mountain Lake,MO,Missouri,29187,St. Francois County,37.6854,-90.6185
Ohio City,Ohio City,OH,Ohio,39161,Van Wert County,40.7702,-84.6162
Owensville,Owensville,OH,Ohio,39025,Clermont County,39.1242,-84.1366
St. Clair,St. Clair,MN,Minnesota,27013,Blue Earth County,44.0839,-93.8605
Vineland,Vineland,MN,Minnesota,27095,Mille Lacs County,46.1832,-93.7822
Teec Nos Pos,Teec Nos Pos,AZ,Arizona,04001,Apache County,36.9221,-109.0753
Riverton,Riverton,KS,Kansas,20021,Cherokee County,37.0732,-94.706
Redfield,Redfield,IA,Iowa,19049,Dallas County,41.5905,-94.1963
Birnamwood,Birnamwood,WI,Wisconsin,55115,Shawano County,44.9319,-89.2094
Monroe,Monroe,IN,Indiana,18001,Adams County,40.7451,-84.9409
Elkville,Elkville,IL,Illinois,17077,Jackson County,37.91,-89.2367
Ryan,Ryan,OK,Oklahoma,40067,Jefferson County,34.0213,-97.9541
Hagerman,Hagerman,NM,New Mexico,35005,Chaves County,33.1146,-104.3284
Lake Tomahawk,Lake Tomahawk,OH,Ohio,39029,Columbiana County,40.7638,-80.5952
Stafford,Stafford,KS,Kansas,20185,Stafford County,37.9624,-98.5995
Ringtown,Ringtown,PA,Pennsylvania,42107,Schuylkill County,40.8565,-76.2352
Elmore City,Elmore City,OK,Oklahoma,40049,Garvin County,34.6282,-97.3918
Cambalache,Cambalache,PR,Puerto Rico,72029,Canóvanas County,18.3577,-65.8841
Lyndon Station,Lyndon Station,WI,Wisconsin,55057,Juneau County,43.7088,-89.8937
Volcano,Volcano,HI,Hawaii,15001,Hawaii County,19.4864,-155.2774
Millville,Millville,CA,California,06089,Shasta County,40.5576,-122.1697
Yatesville,Yatesville,PA,Pennsylvania,42079,Luzerne County,41.3038,-75.7822
Cedarville,Cedarville,NJ,New Jersey,34011,Cumberland County,39.3382,-75.2068
Tatum,Tatum,NM,New Mexico,35025,Lea County,33.2553,-103.3112
Pleasant View,Pleasant View,PA,Pennsylvania,42005,Armstrong County,40.609,-79.5759
Wayne,Wayne,OK,Oklahoma,40087,McClain County,34.917,-97.3166
Newtonville,Newtonville,NJ,New Jersey,34001,Atlantic County,39.5633,-74.8559
Pinewood,Pinewood,SC,South Carolina,45085,Sumter County,33.7396,-80.462
Downey,Downey,ID,Idaho,16005,Bannock County,42.4288,-112.1233
Hamden,Hamden,OH,Ohio,39163,Vinton County,39.1592,-82.5243
Homecroft,Homecroft,IN,Indiana,18097,Marion County,39.6696,-86.1312
Meeteetse,Meeteetse,WY,Wyoming,56029,Park County,44.1543,-108.8612
Stewartsville,Stewartsville,MO,Missouri,29063,DeKalb County,39.7551,-94.4987
Valliant,Valliant,OK,Oklahoma,40089,McCurtain County,34.0058,-95.0861
Lime Lake,Lime Lake,NY,New York,36009,Cattaraugus County,42.4327,-78.4808
Hebron,Hebron,ND,North Dakota,38059,Morton County,46.9023,-102.0444
Detroit,Detroit,TX,Texas,48387,Red River County,33.6601,-95.2665
Condon,Condon,OR,Oregon,41021,Gilliam County,45.2366,-120.186
South Coffeyville,South Coffeyville,OK,Oklahoma,40105,Nowata County,36.9921,-95.6219
Milford Center,Milford Center,OH,Ohio,39159,Union County,40.179,-83.439
Clallam Bay,Clallam Bay,WA,Washington,53009,Clallam County,48.2534,-124.2579
Eden Roc,Eden Roc,HI,Hawaii,15001,Hawaii County,19.4917,-155.0958
Rocky Point,Rocky Point,OK,Oklahoma,40145,Wagoner County,36.0261,-95.3216
New Hartford,New Hartford,IA,Iowa,19023,Butler County,42.5682,-92.6214
Niederwald,Niederwald,TX,Texas,48209,Hays County,30.0038,-97.7532
Beatty,Beatty,NV,Nevada,32023,Nye County,36.9474,-116.7337
Mulberry Grove,Mulberry Grove,IL,Illinois,17005,Bond County,38.9245,-89.2662
Akins,Akins,OK,Oklahoma,40135,Sequoyah County,35.5043,-94.67
Rivesville,Rivesville,WV,West Virginia,54049,Marion County,39.5319,-80.1205
Hollow Rock,Hollow Rock,TN,Tennessee,47017,Carroll County,36.0355,-88.274
Halaula,Halaula,HI,Hawaii,15001,Hawaii County,20.2233,-155.7739
Hedrick,Hedrick,IA,Iowa,19107,Keokuk County,41.1713,-92.3079
Jolivue,Jolivue,VA,Virginia,51015,Augusta County,38.1148,-79.0668
Empire City,Empire City,OK,Oklahoma,40137,Stephens County,34.4803,-98.0552
Corinne,Corinne,UT,Utah,49003,Box Elder County,41.5497,-112.1227
Crowder,Crowder,MS,Mississippi,28119,Quitman County,34.1729,-90.1376
Newland,Newland,NC,North Carolina,37011,Avery County,36.088,-81.9274
Bear River City,Bear River City,UT,Utah,49003,Box Elder County,41.6124,-112.125
Lake Saint Clair,Lake Saint Clair,MO,Missouri,29071,Franklin County,38.3227,-90.9986
Sewickley Hills,Sewickley Hills,PA,Pennsylvania,42003,Allegheny County,40.568,-80.1271
Bovey,Bovey,MN,Minnesota,27061,Itasca County,47.2962,-93.4036
Bradbury,Bradbury,CA,California,06037,Los Angeles County,34.1536,-117.9684
Leeds,Leeds,UT,Utah,49053,Washington County,37.2373,-113.3471
Thunderbird Bay,Thunderbird Bay,TX,Texas,48049,Brown County,31.9087,-99.0207
Franklin,Franklin,KS,Kansas,20037,Crawford County,37.523,-94.6994
Sanbornville,Sanbornville,NH,New Hampshire,33003,Carroll County,43.5525,-71.0297
John Sevier,John Sevier,TN,Tennessee,47093,Knox County,36.038,-83.8257
Corriganville,Corriganville,MD,Maryland,24001,Allegany County,39.6947,-78.797
White Swan,White Swan,WA,Washington,53077,Yakima County,46.377,-120.7382
Eau Claire,Eau Claire,MI,Michigan,26021,Berrien County,41.9853,-86.304
Kezar Falls,Kezar Falls,ME,Maine,23031,York County,43.808,-70.8831
Interlaken,Interlaken,NJ,New Jersey,34025,Monmouth County,40.235,-74.0166
Hubbell,Hubbell,MI,Michigan,26061,Houghton County,47.177,-88.436
Shelter Cove,Shelter Cove,CA,California,06023,Humboldt County,40.0389,-124.0558
Green Acres,Green Acres,ND,North Dakota,38079,Rolette County,48.8381,-99.6901
Edisto Beach,Edisto Beach,SC,South Carolina,45029,Colleton County,32.4922,-80.3239
Niantic,Niantic,IL,Illinois,17115,Macon County,39.8541,-89.1653
Fripp Island,Fripp Island,SC,South Carolina,45013,Beaufort County,32.3231,-80.4789
Palmona Park,Palmona Park,FL,Florida,12071,Lee County,26.6892,-81.8945
Lincoln,Lincoln,DE,Delaware,10005,Sussex County,38.868,-75.4229
Perry,Perry,MO,Missouri,29173,Ralls County,39.43,-91.6662
