city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng
Fulton,Fulton,IL,Illinois,17195,Whiteside County,41.865,-90.1593
Shavano Park,Shavano Park,TX,Texas,48029,Bexar County,29.5861,-98.5563
Empire,Empire,CA,California,06099,Stanislaus County,37.6432,-120.9073
San Castle,San Castle,FL,Florida,12099,Palm Beach County,26.5652,-80.0611
Blackshear,Blackshear,GA,Georgia,13229,Pierce County,31.2954,-82.2453
Lockland,Lockland,OH,Ohio,39061,Hamilton County,39.2279,-84.4565
Avondale Estates,Avondale Estates,GA,Georgia,13089,DeKalb County,33.7699,-84.2648
North Baltimore,North Baltimore,OH,Ohio,39173,Wood County,41.1803,-83.6695
Sauk City,Sauk City,WI,Wisconsin,55111,Sauk County,43.2722,-89.7312
West Menlo Park,West Menlo Park,CA,California,06081,San Mateo County,37.4339,-122.2034
Oxford,Oxford,MI,Michigan,26125,Oakland County,42.8218,-83.2563
Three Lakes,Three Lakes,WA,Washington,53061,Snohomish County,47.942,-121.9924
San Manuel,San Manuel,AZ,Arizona,04021,Pinal County,32.6091,-110.6415
Rochester,Rochester,PA,Pennsylvania,42007,Beaver County,40.7025,-80.2838
Milbank,Milbank,SD,South Dakota,46051,Grant County,45.2195,-96.6338
Eagle Lake,Eagle Lake,TX,Texas,48089,Colorado County,29.5879,-96.3282
Austin,Austin,AR,Arkansas,05085,Lonoke County,35.0058,-91.9895
Sheridan,Sheridan,IN,Indiana,18057,Hamilton County,40.132,-86.2198
Mountain View,Mountain View,NC,North Carolina,37035,Catawba County,35.6828,-81.3683
Silt,Silt,CO,Colorado,08045,Garfield County,39.5483,-107.6531
Holden Heights,Holden Heights,FL,Florida,12095,Orange County,28.5013,-81.3878
Sherwood,Sherwood,OH,Ohio,39061,Hamilton County,39.0853,-84.3608
Desert Edge,Desert Edge,CA,California,06065,Riverside County,33.9223,-116.4401
Cloverdale,Cloverdale,VA,Virginia,51023,Botetourt County,37.3566,-79.9055
Frederick,Frederick,OK,Oklahoma,40141,Tillman County,34.3708,-99.0008
Tashua,Tashua,CT,Connecticut,09001,Fairfield County,41.2761,-73.2536
Roebuck,Roebuck,SC,South Carolina,45083,Spartanburg County,34.8789,-81.9646
West Point,West Point,NE,Nebraska,31039,Cuming County,41.8379,-96.7057
Nokomis,Nokomis,FL,Florida,12115,Sarasota County,27.1241,-82.4354
Goldendale,Goldendale,WA,Washington,53039,Klickitat County,45.8192,-120.8233
Priceville,Priceville,AL,Alabama,01103,Morgan County,34.5246,-86.8856
New Hope,New Hope,MS,Mississippi,28087,Lowndes County,33.4521,-88.3399
Gothenburg,Gothenburg,NE,Nebraska,31047,Dawson County,40.9242,-100.154
Myrtle Creek,Myrtle Creek,OR,Oregon,41019,Douglas County,43.0227,-123.2812
Old Mystic,Old Mystic,CT,Connecticut,09011,New London County,41.3852,-71.9851
Fairview,Fairview,NC,North Carolina,37179,Union County,35.1545,-80.5345
West Orange,West Orange,TX,Texas,48361,Orange County,30.0791,-93.7598
La Center,La Center,WA,Washington,53011,Clark County,45.8601,-122.6756
Tiger Point,Tiger Point,FL,Florida,12113,Santa Rosa County,30.3757,-87.0573
Balmville,Balmville,NY,New York,36071,Orange County,41.5281,-74.0234
Mabank,Mabank,TX,Texas,48257,Kaufman County,32.3685,-96.1138
Mountain View,Mountain View,HI,Hawaii,15001,Hawaii County,19.5366,-155.159
Felton,Felton,CA,California,06087,Santa Cruz County,37.0392,-122.0808
Summersville,Summersville,WV,West Virginia,54067,Nicholas County,38.2864,-80.8409
Hansville,Hansville,WA,Washington,53035,Kitsap County,47.8979,-122.5579
Spring City,Spring City,PA,Pennsylvania,42029,Chester County,40.1768,-75.5466
Cleveland,Cleveland,GA,Georgia,13311,White County,34.597,-83.762200000000007
El Dorado Springs,El Dorado Springs,MO,Missouri,29039,Cedar County,37.8694,-94.0196
Mingo Junction,Mingo Junction,OH,Ohio,39081,Jefferson County,40.3244,-80.6173
Shenandoah Farms,Shenandoah Farms,VA,Virginia,51187,Warren County,38.9752,-78.0482
Brown Station,Brown Station,MD,Maryland,24033,Prince George's County,38.8539,-76.7978
Perham,Perham,MN,Minnesota,27111,Otter Tail County,46.5999,-95.5771
Plainview,Plainview,MN,Minnesota,27157,Wabasha County,44.1648,-92.1697
Pleasant Valley,Pleasant Valley,WV,West Virginia,54049,Marion County,39.4504,-80.1552
Flat Rock,Flat Rock,NC,North Carolina,37089,Henderson County,35.2678,-82.4526
Lake Lakengren,Lake Lakengren,OH,Ohio,39135,Preble County,39.6894,-84.69
Manti,Manti,UT,Utah,49039,Sanpete County,39.2668,-111.6351
Wadsworth,Wadsworth,IL,Illinois,17097,Lake County,42.4448,-87.9202
Waterloo,Waterloo,WI,Wisconsin,55055,Jefferson County,43.1835,-88.9899
Emerald Mountain,Emerald Mountain,AL,Alabama,01051,Elmore County,32.4396,-86.0857
Lisbon,Lisbon,ME,Maine,23001,Androscoggin County,44.0289,-70.1076
Sleepy Eye,Sleepy Eye,MN,Minnesota,27015,Brown County,44.299,-94.7234
New Hampton,New Hampton,IA,Iowa,19037,Chickasaw County,43.0563,-92.3153
Yuma,Yuma,CO,Colorado,08125,Yuma County,40.1235,-102.7161
Clifton,Clifton,TX,Texas,48035,Bosque County,31.7822,-97.5824
Elba,Elba,AL,Alabama,01031,Coffee County,31.4172,-86.0759
Guayanilla,Guayanilla,PR,Puerto Rico,72059,Guayanilla County,18.0222,-66.7898
Ketchum,Ketchum,ID,Idaho,16013,Blaine County,43.6867,-114.373
Dahlgren,Dahlgren,VA,Virginia,51099,King George County,38.3443,-77.0624
Pendleton,Pendleton,SC,South Carolina,45007,Anderson County,34.6451,-82.7818
Middlebury,Middlebury,IN,Indiana,18039,Elkhart County,41.6696,-85.7075
Merton,Merton,WI,Wisconsin,55133,Waukesha County,43.1416,-88.3082
Oakland,Oakland,FL,Florida,12095,Orange County,28.5535,-81.636
Dover,Dover,FL,Florida,12057,Hillsborough County,27.9927,-82.2198
Auburn,Auburn,NE,Nebraska,31127,Nemaha County,40.3894,-95.8436
Landmark,Landmark,AR,Arkansas,05119,Pulaski County,34.6076,-92.3186
Shannondale,Shannondale,WV,West Virginia,54037,Jefferson County,39.2123,-77.8105
Dennis Port,Dennis Port,MA,Massachusetts,25001,Barnstable County,41.6677,-70.1358
Howe,Howe,TX,Texas,48181,Grayson County,33.5067,-96.6155
Wellsboro,Wellsboro,PA,Pennsylvania,42117,Tioga County,41.7458,-77.3031
Hidden Meadows,Hidden Meadows,CA,California,06073,San Diego County,33.2237,-117.1198
Breckenridge,Breckenridge,MN,Minnesota,27167,Wilkin County,46.2662,-96.585
Mifflinburg,Mifflinburg,PA,Pennsylvania,42119,Union County,40.9202,-77.0465
Alma,Alma,GA,Georgia,13005,Bacon County,31.5432,-82.4745
McLendon-Chisholm,McLendon-Chisholm,TX,Texas,48397,Rockwall County,32.8481,-96.391
Moreland Hills,Moreland Hills,OH,Ohio,39035,Cuyahoga County,41.4422,-81.4293
Mission Hills,Mission Hills,CA,California,06083,Santa Barbara County,34.6861,-120.4404
Benton City,Benton City,WA,Washington,53005,Benton County,46.2622,-119.4812
Blanchard,Blanchard,LA,Louisiana,22017,Caddo County,32.6027,-93.8832
Grand Bay,Grand Bay,AL,Alabama,01097,Mobile County,30.4717,-88.345
Carrollton,Carrollton,MO,Missouri,29033,Carroll County,39.3636,-93.4955
Madera Ranchos,Madera Ranchos,CA,California,06039,Madera County,36.9279,-119.8773
Montrose,Montrose,NY,New York,36119,Westchester County,41.2425,-73.9424
Cedar Grove,Cedar Grove,FL,Florida,12005,Bay County,30.1812,-85.6268
Delshire,Delshire,OH,Ohio,39061,Hamilton County,39.0884,-84.5949
Goulding,Goulding,FL,Florida,12033,Escambia County,30.4396,-87.23
Etna,Etna,PA,Pennsylvania,42003,Allegheny County,40.4975,-79.9475
Dublin,Dublin,TX,Texas,48143,Erath County,32.0875,-98.3392
Reno,Reno,TX,Texas,48277,Lamar County,33.6659,-95.4768
Hillsboro,Hillsboro,MO,Missouri,29099,Jefferson County,38.2331,-90.5671
Montura,Montura,FL,Florida,12051,Hendry County,26.6428,-81.0937
Venice Gardens,Venice Gardens,FL,Florida,12115,Sarasota County,27.0739,-82.4125
Hubbard,Hubbard,OR,Oregon,41047,Marion County,45.1819,-122.8072
Presidio,Presidio,TX,Texas,48377,Presidio County,29.5603,-104.3653
Andrews AFB,Andrews AFB,MD,Maryland,24033,Prince George's County,38.8054,-76.8744
Netcong,Netcong,NJ,New Jersey,34027,Morris County,40.8985,-74.7019
New Baden,New Baden,IL,Illinois,17027,Clinton County,38.5367,-89.7071
Heflin,Heflin,AL,Alabama,01029,Cleburne County,33.647,-85.5698
St. Johns,St. Johns,AZ,Arizona,04001,Apache County,34.5018,-109.3784
Princess Anne,Princess Anne,MD,Maryland,24039,Somerset County,38.2054,-75.697
Bunkie,Bunkie,LA,Louisiana,22009,Avoyelles County,30.954,-92.1884
Mono Vista,Mono Vista,CA,California,06109,Tuolumne County,38.0123,-120.2697
Millvale,Millvale,PA,Pennsylvania,42003,Allegheny County,40.4818,-79.9736
North Great River,North Great River,NY,New York,36103,Suffolk County,40.7599,-73.168
Seacliff,Seacliff,CA,California,06087,Santa Cruz County,36.977,-121.9176
Pottsgrove,Pottsgrove,PA,Pennsylvania,42091,Montgomery County,40.2644,-75.6093
Lake Delton,Lake Delton,WI,Wisconsin,55111,Sauk County,43.5932,-89.7841
Hobart,Hobart,OK,Oklahoma,40075,Kiowa County,35.0246,-99.0875
Santa Rita Ranch,Santa Rita Ranch,TX,Texas,48491,Williamson County,30.6642,-97.8328
Teague,Teague,TX,Texas,48161,Freestone County,31.6296,-96.2802
Ringgold,Ringgold,GA,Georgia,13047,Catoosa County,34.9136,-85.1215
Orange,Orange,OH,Ohio,39035,Cuyahoga County,41.4414,-81.4743
Tomahawk,Tomahawk,WI,Wisconsin,55069,Lincoln County,45.4746,-89.7228
Key Center,Key Center,WA,Washington,53053,Pierce County,47.3376,-122.7506
Leesburg,Leesburg,GA,Georgia,13177,Lee County,31.7324,-84.1688
Hot Springs,Hot Springs,SD,South Dakota,46047,Fall River County,43.4195,-103.4657
Loyalhanna,Loyalhanna,PA,Pennsylvania,42129,Westmoreland County,40.3144,-79.356
Rainbow Lakes Estates,Rainbow Lakes Estates,FL,Florida,12083,Marion County,29.158,-82.5099
Germantown Hills,Germantown Hills,IL,Illinois,17203,Woodford County,40.7711,-89.4669
Crockett,Crockett,CA,California,06013,Contra Costa County,38.0519,-122.2201
Sabana Hoyos,Sabana Hoyos,PR,Puerto Rico,72013,Arecibo County,18.4213,-66.6084
Jewett City,Jewett City,CT,Connecticut,09011,New London County,41.607,-71.9806
Dilley,Dilley,TX,Texas,48163,Frio County,28.6675,-99.1765
Helemano,Helemano,HI,Hawaii,15003,Honolulu County,21.5362,-158.0194
West DeLand,West DeLand,FL,Florida,12127,Volusia County,29.0162,-81.3343
Johnston City,Johnston City,IL,Illinois,17199,Williamson County,37.8214,-88.929
Red Rock,Red Rock,AZ,Arizona,04021,Pinal County,32.561,-111.3745
Blackstone,Blackstone,VA,Virginia,51135,Nottoway County,37.0822,-78.003
Midway,Midway,FL,Florida,12039,Gadsden County,30.4995,-84.4582
Ebensburg,Ebensburg,PA,Pennsylvania,42021,Cambria County,40.4884,-78.7264
Pine Hills,Pine Hills,CA,California,06023,Humboldt County,40.7313,-124.1551
Windsor,Windsor,NC,North Carolina,37015,Bertie County,35.9928,-76.9401
Upper Greenwood Lake,Upper Greenwood Lake,NJ,New Jersey,34031,Passaic County,41.1856,-74.3787
Wallace,Wallace,NC,North Carolina,37061,Duplin County,34.738,-77.9908
Story City,Story City,IA,Iowa,19169,Story County,42.1866,-93.5863
Compo,Compo,CT,Connecticut,09001,Fairfield County,41.1225,-73.3516
Kincheloe,Kincheloe,MI,Michigan,26033,Chippewa County,46.2688,-84.4568
Ponderosa Park,Ponderosa Park,CO,Colorado,08039,Elbert County,39.3987,-104.6355
Marysville,Marysville,KS,Kansas,20117,Marshall County,39.8432,-96.6387
Brownstown,Brownstown,PA,Pennsylvania,42071,Lancaster County,40.1267,-76.2184
Wanakah,Wanakah,NY,New York,36029,Erie County,42.7435,-78.9027
Freedom,Freedom,CA,California,06087,Santa Cruz County,36.9403,-121.7953
Carthage,Carthage,NY,New York,36045,Jefferson County,43.9837,-75.6021
Day Valley,Day Valley,CA,California,06087,Santa Cruz County,37.0255,-121.8559
Arcadia,Arcadia,SC,South Carolina,45083,Spartanburg County,34.9609,-81.9929
Mount Angel,Mount Angel,OR,Oregon,41047,Marion County,45.0695,-122.7972
Hebron,Hebron,IN,Indiana,18127,Porter County,41.3247,-87.2018
Altavista,Altavista,VA,Virginia,51031,Campbell County,37.1235,-79.2856
Madison,Madison,OH,Ohio,39085,Lake County,41.7722,-81.0529
Springdale,Springdale,PA,Pennsylvania,42003,Allegheny County,40.5409,-79.7819
South Vacherie,South Vacherie,LA,Louisiana,22093,St. James County,29.9406,-90.6893
Peralta,Peralta,NM,New Mexico,35061,Valencia County,34.8283,-106.6859
Frontenac,Frontenac,KS,Kansas,20037,Crawford County,37.4581,-94.7012
Elma,Elma,WA,Washington,53027,Grays Harbor County,47.0055,-123.4112
Paw Paw,Paw Paw,MI,Michigan,26159,Van Buren County,42.2148,-85.8919
Union Springs,Union Springs,AL,Alabama,01011,Bullock County,32.1395,-85.7141
Grasonville,Grasonville,MD,Maryland,24035,Queen Anne's County,38.9559,-76.1947
Rayville,Rayville,LA,Louisiana,22083,Richland County,32.4707,-91.7576
Humboldt Hill,Humboldt Hill,CA,California,06023,Humboldt County,40.7219,-124.1987
North Wales,North Wales,PA,Pennsylvania,42091,Montgomery County,40.2111,-75.2745
Rio Dell,Rio Dell,CA,California,06023,Humboldt County,40.5023,-124.1105
Hemlock Farms,Hemlock Farms,PA,Pennsylvania,42103,Pike County,41.3157,-75.0515
Mount Oliver,Mount Oliver,PA,Pennsylvania,42003,Allegheny County,40.4113,-79.9856
Crestview Hills,Crestview Hills,KY,Kentucky,21117,Kenton County,39.0249,-84.5695
Welcome,Welcome,NC,North Carolina,37057,Davidson County,35.9066,-80.2548
Tyro,Tyro,NC,North Carolina,37057,Davidson County,35.7997,-80.3765
Vine Hill,Vine Hill,CA,California,06013,Contra Costa County,38.007,-122.0873
Farmerville,Farmerville,LA,Louisiana,22111,Union County,32.7752,-92.4013
Hidden Springs,Hidden Springs,ID,Idaho,16001,Ada County,43.7201,-116.2508
Benson,Benson,MN,Minnesota,27151,Swift County,45.3152,-95.6058
South Duxbury,South Duxbury,MA,Massachusetts,25023,Plymouth County,42.0203,-70.6913
Loxahatchee Groves,Loxahatchee Groves,FL,Florida,12099,Palm Beach County,26.7106,-80.2763
Cottonwood,Cottonwood,CA,California,06029,Kern County,35.3464,-118.9851
Cleves,Cleves,OH,Ohio,39061,Hamilton County,39.1635,-84.7468
Essexville,Essexville,MI,Michigan,26017,Bay County,43.6123,-83.8423
Burney,Burney,CA,California,06089,Shasta County,40.8846,-121.6691
Central Gardens,Central Gardens,TX,Texas,48245,Jefferson County,29.9893,-94.0216
Dewey,Dewey,OK,Oklahoma,40147,Washington County,36.7913,-95.9328
Wilder,Wilder,VT,Vermont,50027,Windsor County,43.6804,-72.3168
Peshtigo,Peshtigo,WI,Wisconsin,55075,Marinette County,45.056,-87.7471
Canyon Creek,Canyon Creek,WA,Washington,53061,Snohomish County,48.1157,-121.9832
West Lake Hills,West Lake Hills,TX,Texas,48453,Travis County,30.292,-97.8083
Forks,Forks,WA,Washington,53009,Clallam County,47.9527,-124.3903
Roland,Roland,OK,Oklahoma,40135,Sequoyah County,35.4147,-94.5137
Pistakee Highlands,Pistakee Highlands,IL,Illinois,17111,McHenry County,42.4023,-88.2115
Gray,Gray,GA,Georgia,13169,Jones County,33.0021,-83.5374
Huntington,Huntington,TX,Texas,48005,Angelina County,31.2803,-94.577
Chattahoochee,Chattahoochee,FL,Florida,12039,Gadsden County,30.6977,-84.8341
Maple Heights-Lake Desire,Maple Heights-Lake Desire,WA,Washington,53033,King County,47.4441,-122.0972
Stepney,Stepney,CT,Connecticut,09001,Fairfield County,41.3256,-73.2674
Park Hill,Park Hill,OK,Oklahoma,40021,Cherokee County,35.8417,-94.9734
Strasburg,Strasburg,CO,Colorado,08005,Arapahoe County,39.7181,-104.3195
Malvern,Malvern,PA,Pennsylvania,42029,Chester County,40.0329,-75.5146
Ingram,Ingram,PA,Pennsylvania,42003,Allegheny County,40.4447,-80.0685
Newburgh,Newburgh,IN,Indiana,18173,Warrick County,37.9494,-87.4053
Vinton,Vinton,LA,Louisiana,22019,Calcasieu County,30.1957,-93.5818
West Point,West Point,VA,Virginia,51101,King William County,37.5519,-76.8017
Weaver,Weaver,AL,Alabama,01015,Calhoun County,33.7601,-85.8117
Alexander,Alexander,AR,Arkansas,05125,Saline County,34.6185,-92.4512
Wrightsville,Wrightsville,GA,Georgia,13167,Johnson County,32.727,-82.7191
Saddle River,Saddle River,NJ,New Jersey,34003,Bergen County,41.0273,-74.0956
Harvey,Harvey,MI,Michigan,26103,Marquette County,46.4832,-87.3569
Mayfield,Mayfield,OH,Ohio,39035,Cuyahoga County,41.5502,-81.4369
Strathmore,Strathmore,CA,California,06107,Tulare County,36.1461,-119.0644
Riverside,Riverside,NY,New York,36103,Suffolk County,40.9093,-72.6695
Dillonvale,Dillonvale,OH,Ohio,39061,Hamilton County,39.2173,-84.4031
Woodlawn Beach,Woodlawn Beach,FL,Florida,12113,Santa Rosa County,30.3865,-86.9944
Hardwick,Hardwick,GA,Georgia,13009,Baldwin County,33.0523,-83.244
Agua Dulce,Agua Dulce,CA,California,06037,Los Angeles County,34.5044,-118.316
Abernathy,Abernathy,TX,Texas,48189,Hale County,33.842,-101.8162
Lake View,Lake View,AL,Alabama,01125,Tuscaloosa County,33.2802,-87.1259
Union City,Union City,IN,Indiana,18135,Randolph County,40.1995,-84.8206
Moulton,Moulton,AL,Alabama,01079,Lawrence County,34.4844,-87.2833
Ohioville,Ohioville,PA,Pennsylvania,42007,Beaver County,40.6872,-80.4783
East Richmond Heights,East Richmond Heights,CA,California,06013,Contra Costa County,37.945,-122.314
Beaver,Beaver,UT,Utah,49001,Beaver County,38.2759,-112.6383
Winnsboro,Winnsboro,TX,Texas,48499,Wood County,32.9557,-95.2909
Redwood,Redwood,TX,Texas,48187,Guadalupe County,29.81,-97.9103
Naranjito,Naranjito,PR,Puerto Rico,72105,Naranjito County,18.3029,-66.2498
Yountville,Yountville,CA,California,06055,Napa County,38.3963,-122.3671
Feather Sound,Feather Sound,FL,Florida,12103,Pinellas County,27.9061,-82.6813
Acushnet Center,Acushnet Center,MA,Massachusetts,25005,Bristol County,41.685,-70.9064
Shenandoah,Shenandoah,TX,Texas,48339,Montgomery County,30.184,-95.4557
Jefferson,Jefferson,OH,Ohio,39007,Ashtabula County,41.7384,-80.7689
Liberty,Liberty,SC,South Carolina,45077,Pickens County,34.7904,-82.6961
Level Park-Oak Park,Level Park-Oak Park,MI,Michigan,26025,Calhoun County,42.3642,-85.2664
Kilauea,Kilauea,HI,Hawaii,15007,Kauai County,22.2108,-159.3965
Marienville,Marienville,PA,Pennsylvania,42053,Forest County,41.4687,-79.1181
Halfway House,Halfway House,PA,Pennsylvania,42091,Montgomery County,40.2796,-75.6405
Gallipolis,Gallipolis,OH,Ohio,39053,Gallia County,38.818600000000004,-82.1934
Paloma Creek,Paloma Creek,TX,Texas,48121,Denton County,33.2253,-96.9371
El Verano,El Verano,CA,California,06097,Sonoma County,38.2975,-122.4915
Westville,Westville,IL,Illinois,17183,Vermilion County,40.0439,-87.6389
Turnersville,Turnersville,NJ,New Jersey,34015,Gloucester County,39.7666,-75.0613
Robins,Robins,IA,Iowa,19113,Linn County,42.08,-91.6763
Water Valley,Water Valley,MS,Mississippi,28161,Yalobusha County,34.1622,-89.63
Blanding,Blanding,UT,Utah,49037,San Juan County,37.6213,-109.5073
North Lakeville,North Lakeville,MA,Massachusetts,25023,Plymouth County,41.862,-70.9411
Holton,Holton,KS,Kansas,20085,Jackson County,39.4699,-95.7319
Fairchild AFB,Fairchild AFB,WA,Washington,53063,Spokane County,47.6187,-117.6484
Village Shires,Village Shires,PA,Pennsylvania,42017,Bucks County,40.2016,-74.9706
South Eliot,South Eliot,ME,Maine,23031,York County,43.1287,-70.7952
Sissonville,Sissonville,WV,West Virginia,54039,Kanawha County,38.5042,-81.6398
Ponce Inlet,Ponce Inlet,FL,Florida,12127,Volusia County,29.0927,-80.9472
Sewaren,Sewaren,NJ,New Jersey,34023,Middlesex County,40.5519,-74.2581
Virden,Virden,IL,Illinois,17117,Macoupin County,39.506,-89.7711
Lordstown,Lordstown,OH,Ohio,39155,Trumbull County,41.1684,-80.859
Haworth,Haworth,NJ,New Jersey,34003,Bergen County,40.9622,-73.9976
Newbern,Newbern,TN,Tennessee,47045,Dyer County,36.1169,-89.2713
Reamstown,Reamstown,PA,Pennsylvania,42071,Lancaster County,40.2113,-76.118
Clarence Center,Clarence Center,NY,New York,36029,Erie County,43.0085,-78.6309
Waller,Waller,TX,Texas,48473,Waller County,30.0665,-95.9278
Mountain View Acres,Mountain View Acres,CA,California,06071,San Bernardino County,34.4976,-117.3472
Coplay,Coplay,PA,Pennsylvania,42077,Lehigh County,40.671,-75.4961
Lake Cherokee,Lake Cherokee,TX,Texas,48401,Rusk County,32.3569,-94.6513
Minden,Minden,NV,Nevada,32005,Douglas County,38.9632,-119.7683
Oracle,Oracle,AZ,Arizona,04021,Pinal County,32.6085,-110.7826
Six Mile Run,Six Mile Run,NJ,New Jersey,34035,Somerset County,40.473,-74.5334
Ellsworth,Ellsworth,WI,Wisconsin,55093,Pierce County,44.7364,-92.4806
Waldron,Waldron,AR,Arkansas,05127,Scott County,34.9022,-94.0953
Rural Hall,Rural Hall,NC,North Carolina,37067,Forsyth County,36.2251,-80.2973
Smithville-Sanders,Smithville-Sanders,IN,Indiana,18105,Monroe County,39.0597,-86.5108
Welsh,Welsh,LA,Louisiana,22053,Jefferson Davis County,30.2355,-92.8135
Somerville,Somerville,TN,Tennessee,47047,Fayette County,35.2352,-89.3869
Moscow Mills,Moscow Mills,MO,Missouri,29113,Lincoln County,38.94,-90.9254
Red Oak,Red Oak,NC,North Carolina,37127,Nash County,36.0415,-77.9064
Jefferson,Jefferson,OR,Oregon,41047,Marion County,44.7171,-123.0068
Iowa,Iowa,LA,Louisiana,22019,Calcasieu County,30.2393,-93.013
Pickens,Pickens,SC,South Carolina,45077,Pickens County,34.8856,-82.7104
Arbuckle,Arbuckle,CA,California,06011,Colusa County,39.0141,-122.061
Parker,Parker,AZ,Arizona,04012,La Paz County,34.0286,-114.2224
Annandale,Annandale,MN,Minnesota,27171,Wright County,45.2599,-94.1205
Winnebago,Winnebago,IL,Illinois,17201,Winnebago County,42.2671,-89.234
Williamsburg,Williamsburg,IA,Iowa,19095,Iowa County,41.6683,-92.0103
Morada,Morada,CA,California,06077,San Joaquin County,38.0386,-121.2456
Dalzell,Dalzell,SC,South Carolina,45085,Sumter County,34.0189,-80.4297
Berwyn Heights,Berwyn Heights,MD,Maryland,24033,Prince George's County,38.9928,-76.9132
Golden Grove,Golden Grove,SC,South Carolina,45045,Greenville County,34.7324,-82.4407
Lake Park,Lake Park,NC,North Carolina,37179,Union County,35.0849,-80.6349
Shady Spring,Shady Spring,WV,West Virginia,54081,Raleigh County,37.7032,-81.0914
Plymouth,Plymouth,NC,North Carolina,37187,Washington County,35.8588,-76.7487
Victor,Victor,ID,Idaho,16081,Teton County,43.6014,-111.1108
Hominy,Hominy,OK,Oklahoma,40113,Osage County,36.4219,-96.393
Warm Beach,Warm Beach,WA,Washington,53061,Snohomish County,48.1665,-122.3448
Clare,Clare,MI,Michigan,26035,Clare County,43.8259,-84.763
East Basin,East Basin,UT,Utah,49043,Summit County,40.7359,-111.4708
Jackson,Jackson,MN,Minnesota,27063,Jackson County,43.6265,-94.9891
Magnolia,Magnolia,MS,Mississippi,28113,Pike County,31.1619,-90.467
Holiday Shores,Holiday Shores,IL,Illinois,17119,Madison County,38.9222,-89.936
Blissfield,Blissfield,MI,Michigan,26091,Lenawee County,41.8311,-83.8635
Amesti,Amesti,CA,California,06087,Santa Cruz County,36.9583,-121.7805
Chenango Bridge,Chenango Bridge,NY,New York,36007,Broome County,42.1716,-75.8586
Pomona,Pomona,NY,New York,36087,Rockland County,41.1891,-74.0543
Penrose,Penrose,CO,Colorado,08043,Fremont County,38.4213,-105.0004
Muldrow,Muldrow,OK,Oklahoma,40135,Sequoyah County,35.404,-94.5976
La Blanca,La Blanca,TX,Texas,48215,Hidalgo County,26.3048,-98.0286
Breñas,Brenas,PR,Puerto Rico,72143,Vega Alta County,18.4734,-66.3346
Hahira,Hahira,GA,Georgia,13185,Lowndes County,30.9941,-83.3786
Llano,Llano,TX,Texas,48299,Llano County,30.7509,-98.6763
Emerald Lakes,Emerald Lakes,PA,Pennsylvania,42089,Monroe County,41.0845,-75.4154
Winchester,Winchester,CA,California,06065,Riverside County,33.7146,-117.0775
New Orleans Station,New Orleans Station,LA,Louisiana,22075,Plaquemines County,29.8314,-90.0211
West Wyomissing,West Wyomissing,PA,Pennsylvania,42011,Berks County,40.3222,-75.995
Pleasant Hill,Pleasant Hill,PA,Pennsylvania,42075,Lebanon County,40.3369,-76.448
Grangeville,Grangeville,ID,Idaho,16049,Idaho County,45.926,-116.1224
Spencer,Spencer,NC,North Carolina,37159,Rowan County,35.6986,-80.4254
Hodgenville,Hodgenville,KY,Kentucky,21123,Larue County,37.5668,-85.7354
Carmel-by-the-Sea,Carmel-by-the-Sea,CA,California,06053,Monterey County,36.5528,-121.9222
Ridgecrest,Ridgecrest,FL,Florida,12103,Pinellas County,27.8923,-82.8074
Blountville,Blountville,TN,Tennessee,47163,Sullivan County,36.533,-82.329
Louisiana,Louisiana,MO,Missouri,29163,Pike County,39.4413,-91.0626
Boscobel,Boscobel,WI,Wisconsin,55043,Grant County,43.1437,-90.6948
Pemberwick,Pemberwick,CT,Connecticut,09001,Fairfield County,41.0225,-73.6564
New York Mills,New York Mills,NY,New York,36065,Oneida County,43.1007,-75.2932
Lake Holm,Lake Holm,WA,Washington,53033,King County,47.2985,-122.1335
Bullard,Bullard,TX,Texas,48423,Smith County,32.1451,-95.3196
Dunean,Dunean,SC,South Carolina,45045,Greenville County,34.8203,-82.4225
Trafford,Trafford,PA,Pennsylvania,42129,Westmoreland County,40.3846,-79.7576
Nesquehoning,Nesquehoning,PA,Pennsylvania,42025,Carbon County,40.866,-75.8322
Crystal River,Crystal River,FL,Florida,12017,Citrus County,28.8964,-82.5991
Masontown,Masontown,PA,Pennsylvania,42051,Fayette County,39.8486,-79.9085
Carlyle,Carlyle,IL,Illinois,17027,Clinton County,38.6217,-89.3734
Cascade Valley,Cascade Valley,WA,Washington,53025,Grant County,47.1417,-119.326
Lake Providence,Lake Providence,LA,Louisiana,22035,East Carroll County,32.8132,-91.1825
Morganfield,Morganfield,KY,Kentucky,21225,Union County,37.6869,-87.8878
Hartville,Hartville,OH,Ohio,39151,Stark County,40.9618,-81.3348
Chincoteague,Chincoteague,VA,Virginia,51001,Accomack County,37.9593,-75.3495
Bandon,Bandon,OR,Oregon,41011,Coos County,43.1141,-124.4158
Thiensville,Thiensville,WI,Wisconsin,55089,Ozaukee County,43.2361,-87.9785
South Hempstead,South Hempstead,NY,New York,36059,Nassau County,40.6814,-73.6233
Newcastle,Newcastle,WY,Wyoming,56045,Weston County,43.851,-104.2123
Mattapoisett Center,Mattapoisett Center,MA,Massachusetts,25023,Plymouth County,41.6666,-70.8056
Wayne Heights,Wayne Heights,PA,Pennsylvania,42055,Franklin County,39.7455,-77.5437
