date,xr_eur_usd,xr_jpy_usd,xr_krw_usd
04/01/1999,0.846596681,112.15,1187.5
05/01/1999,0.850340136,111.15,1166
06/01/1999,0.859401856,112.78,1160
07/01/1999,0.856751199,111.69,1151
08/01/1999,0.865501125,111.52,1174
11/01/1999,0.867001907,108.83,1175
12/01/1999,0.865950814,112.07,1180
13/01/1999,0.854846982,113.46,1175
14/01/1999,0.855505176,113.25,1187.5
15/01/1999,0.862738331,114.19,1185
18/01/1999,0.862738331,114.19,1185
19/01/1999,0.861326443,113.76,1176.5
20/01/1999,0.863930886,113.45,1168
21/01/1999,0.863781636,113.75,1174
22/01/1999,0.863408738,114.65,1181
25/01/1999,0.864603147,113.8,1181
26/01/1999,0.863781636,114.03,1177
27/01/1999,0.871004268,115.62,1176
28/01/1999,0.877577885,116.36,1176.5
29/01/1999,0.879430129,116,1176
01/02/1999,0.884720871,115.09,1176
02/02/1999,0.882768362,112.12,1171
03/02/1999,0.881911985,112.46,1171.5
04/02/1999,0.884486114,112.03,1171.6
05/02/1999,0.886289108,113.14,1171.2
08/02/1999,0.885269122,114.38,1177
09/02/1999,0.884955752,114.42,1177
10/02/1999,0.882534639,114.45,1179
11/02/1999,0.884720871,114.7,1176.4
12/02/1999,0.886367665,114.32,1176.7
15/02/1999,0.886367665,114.32,1176.7
16/02/1999,0.893734918,118.08,1176
17/02/1999,0.89047195,119.03,1176
18/02/1999,0.891027355,119.82,1183
19/02/1999,0.902934537,121,1206
22/02/1999,0.906043309,120.35,1218
23/02/1999,0.90966979,121.45,1213
24/02/1999,0.911410864,121.9,1219
25/02/1999,0.903505602,119.26,1225
26/02/1999,0.90950432,118.7,1224.5
01/03/1999,0.918189331,119.79,1222
02/03/1999,0.914829384,120.47,1225.5
03/03/1999,0.918442322,121.68,1230.4
04/03/1999,0.923872875,123.5,1241
05/03/1999,0.922253989,122.57,1243
08/03/1999,0.917515368,121.73,1240.5
09/03/1999,0.919709372,121.4,1236.5
10/03/1999,0.912325518,119.84,1234.9
11/03/1999,0.914745701,119.57,1231
12/03/1999,0.914411119,118.99,1235
15/03/1999,0.914913083,117.7,1232
16/03/1999,0.916170408,117.74,1230
17/03/1999,0.907852928,118.15,1228
18/03/1999,0.909918107,117.53,1226
19/03/1999,0.915499405,117.05,1220
22/03/1999,0.916170408,118.14,1224
23/03/1999,0.915918666,118.02,1226.5
24/03/1999,0.915667063,117.35,1224.4
25/03/1999,0.919878576,118.05,1225
26/03/1999,0.930838686,120.3,1223.7
29/03/1999,0.933184024,119.78,1226.2
30/03/1999,0.931792769,120.1,1230
31/03/1999,0.925240563,118.43,1228
01/04/1999,0.927471712,120.19,1225
02/04/1999,0.927471712,120.6,1225.2
05/04/1999,0.93405567,122,1228
06/04/1999,0.922679461,120.74,1231
07/04/1999,0.927299703,121.34,1223
08/04/1999,0.922934933,120.85,1227
09/04/1999,0.927127758,121.09,1226
12/04/1999,0.922339052,120.14,1225
13/04/1999,0.927643785,120.04,1223
14/04/1999,0.927729845,118.89,1220
15/04/1999,0.933096949,119.04,1220
16/04/1999,0.935628743,117.86,1221
19/04/1999,0.942684766,117.99,1215
20/04/1999,0.940733772,118.18,1200
21/04/1999,0.942329438,119.76,1195
22/04/1999,0.943574259,119.84,1198
23/04/1999,0.940379913,119.26,1195
26/04/1999,0.944287063,119.13,1190
27/04/1999,0.93905531,120.23,1185
28/04/1999,0.941974378,119.13,1182
29/04/1999,0.944197904,119.26,1176
30/04/1999,0.946611132,119.43,1189
03/05/1999,0.945984297,120.14,1191
04/05/1999,0.944019636,120.94,1197.1
05/05/1999,0.932487878,120.91,1199
06/05/1999,0.927729845,120.77,1203
07/05/1999,0.92755774,120.78,1203
10/05/1999,0.92704181,120.68,1201.2
11/05/1999,0.932835821,120.96,1199
12/05/1999,0.937558597,120.86,1206
13/05/1999,0.941087898,121.67,1206.5
14/05/1999,0.938967136,122.64,1208
17/05/1999,0.937031484,123.27,1207
18/05/1999,0.937031484,123.24,1201
19/05/1999,0.939761301,124.45,1200
20/05/1999,0.940733772,124.15,1200
21/05/1999,0.945447669,123.9,1194.5
24/05/1999,0.944019636,123.57,1189.5
25/05/1999,0.944554642,122.88,1186.6
26/05/1999,0.955018623,122.03,1191.2
27/05/1999,0.957946163,121.27,1188.7
28/05/1999,0.959508732,120.88,1186.1
31/05/1999,0.959508732,120.88,1186.1
01/06/1999,0.957029381,120.75,1187.4
02/06/1999,0.965530559,121.14,1186.2
03/06/1999,0.965717045,121.5,1185
04/06/1999,0.968335431,121.99,1184
07/06/1999,0.971250971,121.31,1184
08/06/1999,0.958037938,119.88,1178.5
09/06/1999,0.956937799,119.2,1166.5
10/06/1999,0.9544717,118.85,1167.5
11/06/1999,0.950931913,118.14,1168
14/06/1999,0.960061444,120.4,1171
15/06/1999,0.959692898,120.63,1167
16/06/1999,0.971062342,120.03,1165
17/06/1999,0.968147933,119.47,1167
18/06/1999,0.964506173,120.48,1164
21/06/1999,0.968710646,122.28,1166
22/06/1999,0.968710646,121.68,1160
23/06/1999,0.969367972,122.05,1163
24/06/1999,0.964134207,121.83,1158
25/06/1999,0.95712098,121.28,1156
28/06/1999,0.964041261,121.3,1157
29/06/1999,0.967398665,120.81,1157.5
30/06/1999,0.969932105,120.94,1157.5
01/07/1999,0.976944119,120.99,1165
02/07/1999,0.976181179,121.13,1164.1
05/07/1999,0.976181179,121.13,1164.1
06/07/1999,0.975704947,121.94,1168
07/07/1999,0.978090767,122.19,1173
08/07/1999,0.980584428,122.57,1181
09/07/1999,0.981739643,122.37,1188
12/07/1999,0.986290561,122.22,1184
13/07/1999,0.982704403,121.38,1176
14/07/1999,0.978952521,120.58,1184
15/07/1999,0.978473581,120.49,1184
16/07/1999,0.980103891,120.98,1183
19/07/1999,0.980103891,119.18,1188
20/07/1999,0.959692898,118.94,1194
21/07/1999,0.950028501,118.25,1201
22/07/1999,0.951565325,117.27,1209
23/07/1999,0.952653139,116.51,1208.8
26/07/1999,0.938878978,116.66,1209
27/07/1999,0.940999341,116.23,1204
28/07/1999,0.93949643,116.17,1198.1
29/07/1999,0.932922847,115.19,1205
30/07/1999,0.935103797,114.7,1204
02/08/1999,0.937998312,114.51,1201
03/08/1999,0.936329588,115.1,1199
04/08/1999,0.928850084,114.2,1202
05/08/1999,0.926526452,113.98,1202
06/08/1999,0.928505107,114.6,1200
09/08/1999,0.935103797,115.37,1198
10/08/1999,0.930059524,114.44,1199.3
11/08/1999,0.938086304,115.1,1202
12/08/1999,0.940203084,115.76,1210
13/08/1999,0.946252839,115.66,1207
16/08/1999,0.947238799,114.83,1204
17/08/1999,0.950118765,114.18,1206
18/08/1999,0.951927653,112.3,1203
19/08/1999,0.939584704,111.14,1200
20/08/1999,0.938614605,111.44,1201
23/08/1999,0.947597839,111.73,1198
24/08/1999,0.951837045,111.53,1199
25/08/1999,0.955931555,111.18,1192
26/08/1999,0.957762666,111.83,1191
27/08/1999,0.956022945,111.68,1183
30/08/1999,0.957395883,111.13,1184.5
31/08/1999,0.945090256,109.3,1181
01/09/1999,0.945000945,109.35,1185
02/09/1999,0.935541211,109.24,1191
03/09/1999,0.942951438,110.09,1192
06/09/1999,0.942951438,110.09,1192
07/09/1999,0.945090256,110.92,1194
08/09/1999,0.944287063,110.99,1195
09/09/1999,0.948496633,108,1191
10/09/1999,0.961353586,109,1192
13/09/1999,0.961538462,106.19,1191
14/09/1999,0.960799385,105.33,1195
15/09/1999,0.962927299,103.78,1192
16/09/1999,0.959877136,105.1,1199
17/09/1999,0.961630926,106.94,1204
20/09/1999,0.960799385,106.42,1201
21/09/1999,0.956022945,104.85,1203
22/09/1999,0.952380952,104.03,1210
23/09/1999,0.960153625,104.18,1209
24/09/1999,0.955474871,104.14,1213
27/09/1999,0.958680855,106.07,1211
28/09/1999,0.951565325,106.14,1218
29/09/1999,0.942240648,106.8,1218
30/09/1999,0.939584704,106.82,1217
01/10/1999,0.93300989,105.08,1216
04/10/1999,0.934317481,106.35,1213
05/10/1999,0.935191247,106.96,1207
06/10/1999,0.934230194,107.54,1204
07/10/1999,0.932748811,107.67,1202
08/10/1999,0.940733772,107.38,1204
11/10/1999,0.940733772,107.38,1204
12/10/1999,0.931358853,106.28,1205
13/10/1999,0.929540807,107.45,1205.2
14/10/1999,0.926011668,106.96,1207.5
15/10/1999,0.918526683,105.43,1206
18/10/1999,0.920556016,104.93,1204
19/10/1999,0.923105326,105.5,1206
20/10/1999,0.928936368,106.16,1205
21/10/1999,0.925240563,105.96,1206
22/10/1999,0.936504963,105.81,1205.5
25/10/1999,0.937558597,105.35,1205.5
26/10/1999,0.945358291,104.83,1204
27/10/1999,0.949487277,104.24,1200
28/10/1999,0.950660709,105.13,1200
29/10/1999,0.950751093,104.29,1200
01/11/1999,0.952925481,104.19,1196
02/11/1999,0.951837045,104.15,1194
03/11/1999,0.953743443,105,1191
04/11/1999,0.957854406,104.48,1185
05/11/1999,0.961538462,106.33,1187
08/11/1999,0.964971533,105.77,1183.4
09/11/1999,0.961446015,104.86,1185
10/11/1999,0.958221541,104.58,1180
11/11/1999,0.958221541,104.58,1180
12/11/1999,0.969461949,105.34,1170
15/11/1999,0.969461949,104.88,1181.8
16/11/1999,0.969743988,105.83,1178
17/11/1999,0.961261175,105.47,1176
18/11/1999,0.971156648,105.85,1174
19/11/1999,0.969649956,106.13,1173.8
22/11/1999,0.968335431,104.87,1174
23/11/1999,0.974563883,104.2,1170
24/11/1999,0.982704403,104.62,1162
25/11/1999,0.982704403,104.62,1162
26/11/1999,0.986485153,102.19,1159
29/11/1999,0.99009901,102.43,1160
30/11/1999,0.992358837,101.8,1159.5
01/12/1999,0.994134606,102.37,1157.5
02/12/1999,0.997705278,102.69,1150
03/12/1999,0.998402556,102.55,1150.5
06/12/1999,0.97541943,103.1,1150.2
07/12/1999,0.978282137,102.39,1139
08/12/1999,0.974373965,102.97,1125
09/12/1999,0.984155103,102.57,1130
10/12/1999,0.984445757,102.4,1132.8
13/12/1999,0.988142292,103.26,1128
14/12/1999,0.993344591,103.47,1134
15/12/1999,0.993443274,103.54,1135
16/12/1999,0.983380863,103.04,1131
17/12/1999,0.991276764,103.27,1130.5
20/12/1999,0.993443274,102.72,1135
21/12/1999,0.990785693,102.06,1134.5
22/12/1999,0.992063492,101.53,1131.7
23/12/1999,0.984058256,101.73,1131
24/12/1999,0.987361769,102.95,1132.6
27/12/1999,0.986582478,102.1,1133.7
28/12/1999,0.993245928,102.19,1143
29/12/1999,0.995520159,102.05,1142.5
30/12/1999,0.997605746,102.33,1133
31/12/1999,0.993048659,102.16,1136
03/01/2000,0.984736583,101.7,1128
04/01/2000,0.970026191,103.09,1122.5
05/01/2000,0.967585873,103.77,1135
06/01/2000,0.968616815,105.19,1146.5
07/01/2000,0.971439674,105.17,1138
10/01/2000,0.97541943,105.28,1133.5
11/01/2000,0.968804495,106.09,1147
12/01/2000,0.972668028,105.76,1144.5
13/01/2000,0.973709834,106.09,1135.5
14/01/2000,0.987361769,105.86,1125
17/01/2000,0.987361769,105.86,1125
18/01/2000,0.98804466,105.49,1127
19/01/2000,0.988630746,105.39,1134
20/01/2000,0.986874568,105.45,1126
21/01/2000,0.99009901,104.96,1128
24/01/2000,0.998103603,105.52,1124.5
25/01/2000,0.995916741,105.87,1127
26/01/2000,0.998901209,105.85,1127.8
27/01/2000,1.011122346,104.91,1125
28/01/2000,1.02406554,107.15,1121
31/01/2000,1.024905196,107.33,1124
01/02/2000,1.027643613,107.67,1127
02/02/2000,1.023751024,108.4,1131
03/02/2000,1.011429149,107.92,1130.5
04/02/2000,1.024590164,107.54,1130
07/02/2000,1.022181335,108.75,1129.6
08/02/2000,1.013993105,109.59,1129.5
09/02/2000,1.008674602,109.11,1124
10/02/2000,1.013684744,108.74,1121
11/02/2000,1.015537727,108.99,1115
14/02/2000,1.022181335,108.65,1128
15/02/2000,1.016880212,108.75,1128
16/02/2000,1.016053648,109.38,1126
17/02/2000,1.013890297,110.27,1128
18/02/2000,1.015228426,110.88,1129
21/02/2000,1.015228426,110.88,1129
22/02/2000,0.994035785,111.04,1135
23/02/2000,0.998302885,111.11,1136
24/02/2000,1.006947941,110.95,1144
25/02/2000,1.024275325,110.98,1137
28/02/2000,1.034233116,109.17,1135
29/02/2000,1.037021674,109.88,1131.31
01/03/2000,1.030927835,107.1,1128.5
02/03/2000,1.039609107,107.37,1120.5
03/03/2000,1.039717197,107.8,1120.5
06/03/2000,1.041341248,107.74,1119.3
07/03/2000,1.046025105,106.2,1118.7
08/03/2000,1.04427736,106.89,1119.2
09/03/2000,1.032631144,106.45,1123
10/03/2000,1.035303862,106.27,1120.2
13/03/2000,1.036484245,105.32,1121
14/03/2000,1.036914144,104.85,1118.4
15/03/2000,1.031353135,105.58,1118.5
16/03/2000,1.029866117,105.63,1118
17/03/2000,1.031565917,106.1,1117.3
20/03/2000,1.029866117,106.5,1118.18
21/03/2000,1.03060909,106.91,1117
22/03/2000,1.040799334,106.77,1113
23/03/2000,1.031885254,107.45,1110
24/03/2000,1.028383381,107.25,1108.7
27/03/2000,1.036806636,107.13,1112.1
28/03/2000,1.040149782,105.9,1112.5
29/03/2000,1.049979,105.6,1109.4
30/03/2000,1.042318115,105.53,1107.5
31/03/2000,1.044495509,102.73,1105.5
03/04/2000,1.046025105,104.82,1113
04/04/2000,1.04297038,105.33,1114
05/04/2000,1.036591687,105,1115.5
06/04/2000,1.043841336,104.78,1112
07/04/2000,1.042752868,105.33,1107.5
10/04/2000,1.04297038,106.37,1110.5
11/04/2000,1.042644146,106.95,1110
12/04/2000,1.047010784,105.86,1108.5
13/04/2000,1.049979,105.76,1107
14/04/2000,1.04558762,105.12,1111.2
17/04/2000,1.047120419,104.19,1113.8
18/04/2000,1.05518624,104.59,1110
19/04/2000,1.067349771,104.94,1109.5
20/04/2000,1.066552901,105.45,1109
21/04/2000,1.06621175,105.88,1108.5
24/04/2000,1.064282673,105.66,1108.8
25/04/2000,1.079330815,105.71,1108.5
26/04/2000,1.08495172,106.46,1108.1
27/04/2000,1.100957833,106.36,1111
28/04/2000,1.100231049,107.98,1110
01/05/2000,1.096491228,108.89,1110
02/05/2000,1.102779003,108.63,1110.1
03/05/2000,1.124732876,109.14,1110
04/05/2000,1.122712473,108.17,1111.5
05/05/2000,1.116944041,108.53,1111
08/05/2000,1.117318436,109.03,1109.7
09/05/2000,1.108278843,109.61,1109.5
10/05/2000,1.099263493,109.33,1109.2
11/05/2000,1.108524554,108.47,1113
12/05/2000,1.101321586,108.74,1113.5
15/05/2000,1.094331364,109.48,1114.9
16/05/2000,1.104606208,109.75,1115
17/05/2000,1.120950566,109.53,1115.6
18/05/2000,1.117068811,108.7,1118.8
19/05/2000,1.117818019,106.89,1122.5
22/05/2000,1.106684374,107.02,1131.5
23/05/2000,1.107174491,106.72,1135
24/05/2000,1.099384345,107.58,1133.5
25/05/2000,1.102292769,107.48,1129.9
26/05/2000,1.074113856,107.18,1137.5
29/05/2000,1.074113856,107.18,1137.5
30/05/2000,1.073652566,106.44,1137
31/05/2000,1.072041166,107.74,1130
01/06/2000,1.074460084,108.74,1133
02/06/2000,1.060220526,108.15,1125.2
05/06/2000,1.055854714,107.44,1118
06/06/2000,1.044932079,105.64,1117
07/06/2000,1.041666667,105.5,1113.2
08/06/2000,1.047339757,105.86,1116
09/06/2000,1.049758556,106.78,1115.5
12/06/2000,1.047778709,106.65,1113.4
13/06/2000,1.039609107,106.79,1114.4
14/06/2000,1.042752868,106.89,1114.5
15/06/2000,1.049317943,106.52,1115
16/06/2000,1.036484245,106.22,1116.4
19/06/2000,1.039284972,105.74,1122.22
20/06/2000,1.046353458,105.42,1120
21/06/2000,1.05764146,105.5,1119.3
22/06/2000,1.064056182,104.4,1118.8
23/06/2000,1.068604403,104.59,1119.5
26/06/2000,1.065870816,105.66,1118.2
27/06/2000,1.058873359,105.53,1118.3
28/06/2000,1.058873359,105.51,1116.5
29/06/2000,1.050972149,105.09,1115
30/06/2000,1.047668937,106.14,1115.15
03/07/2000,1.049758556,105.64,1113.9
04/07/2000,1.049758556,105.64,1113.9
05/07/2000,1.047339757,106.91,1117.5
06/07/2000,1.049648368,107.37,1117.5
07/07/2000,1.054407423,107.81,1119
10/07/2000,1.050309841,107.1,1118.5
11/07/2000,1.052964094,106.93,1116.7
12/07/2000,1.063716626,108.36,1115.7
13/07/2000,1.070778456,108.27,1111.3
14/07/2000,1.066780457,107.88,1113
17/07/2000,1.069404342,108.53,1113.1
18/07/2000,1.072731174,108.3,1113.7
19/07/2000,1.082602577,108.2,1112.3
20/07/2000,1.076194576,107.89,1111.6
21/07/2000,1.070320026,109.08,1113
24/07/2000,1.073652566,108.92,1114.2
25/07/2000,1.064849324,109.3,1116
26/07/2000,1.062360565,109.28,1115.6
27/07/2000,1.071696496,109.15,1115
28/07/2000,1.081548778,109.63,1117
31/07/2000,1.079214332,109.68,1116.9
01/08/2000,1.083658431,109.47,1115.8
02/08/2000,1.094451133,108.77,1115.8
03/08/2000,1.105950011,108.36,1115
04/08/2000,1.101928375,108.54,1116
07/08/2000,1.098297639,108.99,1118
08/08/2000,1.108770374,108.64,1116.5
09/08/2000,1.112223334,107.99,1115.3
10/08/2000,1.101685579,108.7,1114.5
11/08/2000,1.105460977,108.68,1116
14/08/2000,1.106561912,109.52,1117
15/08/2000,1.09469075,109,1116.3
16/08/2000,1.09373291,108.55,1115.2
17/08/2000,1.092657343,108.48,1115
18/08/2000,1.102779003,108.43,1115.1
21/08/2000,1.107787748,108.53,1114.5
22/08/2000,1.115448968,108.34,1114.14
23/08/2000,1.115200178,107.02,1114.8
24/08/2000,1.107665042,106.89,1114.2
25/08/2000,1.108156028,107.17,1114.1
28/08/2000,1.110864252,106.45,1111.9
29/08/2000,1.115324559,106.2,1110.2
30/08/2000,1.120573734,106.47,1108.6
31/08/2000,1.126379815,106.66,1108.8
01/09/2000,1.111975981,105.78,1105.7
04/09/2000,1.111975981,105.78,1105.7
05/09/2000,1.126633619,105.88,1105.5
06/09/2000,1.149161112,106.08,1107.4
07/09/2000,1.14416476,105.1,1111
08/09/2000,1.154201293,106.03,1109.5
11/09/2000,1.159554731,105.97,1109.5
12/09/2000,1.163331782,106.93,1109.5
13/09/2000,1.157407407,107.11,1110
14/09/2000,1.160496693,107.25,1115.2
15/09/2000,1.166588894,107.33,1119.9
18/09/2000,1.173295788,106.87,1140
19/09/2000,1.174536058,107.02,1127
20/09/2000,1.181753723,106.77,1127
21/09/2000,1.168497312,106.5,1128
22/09/2000,1.137268282,107.94,1135
25/09/2000,1.144426642,107.63,1126
26/09/2000,1.134429949,107.63,1120
27/09/2000,1.135718342,107.44,1114
28/09/2000,1.133016089,107.59,1115.9
29/09/2000,1.131605749,107.9,1115.3
02/10/2000,1.135589371,108.81,1118.18
03/10/2000,1.144033863,108.66,1120
04/10/2000,1.146000458,109.29,1120
05/10/2000,1.151410478,109.3,1120
06/10/2000,1.152073733,108.81,1119
09/10/2000,1.152073733,108.81,1119
10/10/2000,1.151808339,107.9,1121.9
11/10/2000,1.147446931,107.63,1124
12/10/2000,1.156871819,107.58,1124
13/10/2000,1.16713352,107.67,1132
16/10/2000,1.177995052,108.3,1130
17/10/2000,1.175502527,108.15,1136
18/10/2000,1.191753069,107.78,1140
19/10/2000,1.189626457,108.55,1140
20/10/2000,1.19047619,109.04,1132
23/10/2000,1.195600191,108.45,1141
24/10/2000,1.195600191,108.08,1138
25/10/2000,1.209189843,108.05,1140
26/10/2000,1.209043646,108.36,1140
27/10/2000,1.189626457,108.75,1138
30/10/2000,1.185958254,108.99,1140
31/10/2000,1.178411501,109.15,1139
01/11/2000,1.164958062,108.48,1138.3
02/11/2000,1.163602513,108.39,1134.8
03/11/2000,1.160900859,107.58,1136.3
06/11/2000,1.164958062,107.34,1135
07/11/2000,1.16509379,107.3,1139
08/11/2000,1.16836079,107.57,1136.5
09/11/2000,1.166316772,107.41,1132
10/11/2000,1.15942029,107.83,1137
13/11/2000,1.16184501,107.7,1141
14/11/2000,1.166452817,108.15,1139
15/11/2000,1.166861144,108.75,1138.7
16/11/2000,1.172058134,109.08,1141.3
17/11/2000,1.174260216,108.86,1144.5
20/11/2000,1.178411501,109.79,1157
21/11/2000,1.182312603,110.29,1168
22/11/2000,1.187225454,110.16,1179
23/11/2000,1.187225454,110.16,1179
24/11/2000,1.193032689,111.38,1191
27/11/2000,1.176470588,110.7,1189
28/11/2000,1.17000117,110.23,1189
29/11/2000,1.165908826,111.28,1204
30/11/2000,1.150218542,110.93,1217
01/12/2000,1.140901312,111.15,1211
04/12/2000,1.126760563,111.07,1220
05/12/2000,1.135847342,111,1204
06/12/2000,1.126506703,110.42,1201
07/12/2000,1.124732876,110.7,1201
08/12/2000,1.13147771,111.29,1192
11/12/2000,1.140120853,110.77,1184
12/12/2000,1.13960114,111.5,1191
13/12/2000,1.142204455,112.4,1192.1
14/12/2000,1.128923007,112.42,1203
15/12/2000,1.113461753,112.55,1208
18/12/2000,1.119946243,112.06,1206
19/12/2000,1.123343069,112.55,1209
20/12/2000,1.103996467,112.58,1218
21/12/2000,1.097453907,112.18,1228.8
22/12/2000,1.083423619,112.75,1237.3
25/12/2000,1.083423619,112.75,1237.3
26/12/2000,1.076194576,113.62,1252.5
27/12/2000,1.074806535,114.2,1260
28/12/2000,1.080263584,114.62,1253
29/12/2000,1.065189604,114.35,1267
01/01/2001,1.065189604,114.35,1267
02/01/2001,1.056524036,114.73,1279
03/01/2001,1.055631796,114.26,1271.5
04/01/2001,1.058425064,115.47,1265
05/01/2001,1.048767698,116.19,1264.7
08/01/2001,1.054185115,115.97,1263.6
09/01/2001,1.064169416,116.64,1253.3
10/01/2001,1.065303079,116.26,1270
11/01/2001,1.050420168,117.56,1279.2
12/01/2001,1.054185115,117.76,1279.2
15/01/2001,1.054185115,117.76,1279.2
16/01/2001,1.066780457,117.28,1283.8
17/01/2001,1.074575543,118.35,1279
18/01/2001,1.058649164,117.78,1286
19/01/2001,1.06803375,117.23,1276.12
22/01/2001,1.066780457,116.62,1275.1
23/01/2001,1.065076153,116.95,1275.1
24/01/2001,1.0801469,118.18,1275.8
25/01/2001,1.084716347,116.91,1277.5
26/01/2001,1.085422772,117.16,1281.9
29/01/2001,1.089205969,116.67,1266
30/01/2001,1.079447323,115.75,1265.5
31/01/2001,1.07434465,116.39,1258
01/02/2001,1.065643649,115.33,1257
02/02/2001,1.068718606,115.65,1249.5
05/02/2001,1.064395955,114.99,1263
06/02/2001,1.074806535,114.88,1259
07/02/2001,1.071696496,116.21,1270
08/02/2001,1.088850174,116.3,1267
09/02/2001,1.079097874,117.57,1265
12/02/2001,1.076773985,117.62,1264.1
13/02/2001,1.086484137,117.3,1255.5
14/02/2001,1.08731108,116.65,1252.5
15/02/2001,1.104118361,115.67,1242
16/02/2001,1.091464746,115.46,1244
19/02/2001,1.091464746,115.46,1244
20/02/2001,1.099384345,115.57,1234
21/02/2001,1.101685579,116.45,1240
22/02/2001,1.102657404,116.53,1241.1
23/02/2001,1.099505223,116.15,1249.1
26/02/2001,1.099747058,116.63,1247.1
27/02/2001,1.095530237,116.2,1249.5
28/02/2001,1.085540599,117.28,1254.8
01/03/2001,1.076310408,117.33,1253.1
02/03/2001,1.070663812,119.06,1268
05/03/2001,1.076542147,119.08,1275
06/03/2001,1.073767851,118.87,1265.5
07/03/2001,1.078283373,119.86,1274.5
08/03/2001,1.0774701,119.51,1272
09/03/2001,1.073537305,119.71,1269.1
12/03/2001,1.075268817,120.63,1280
13/03/2001,1.093135111,120.2,1276
14/03/2001,1.094930472,120.97,1278
15/03/2001,1.105460977,122.23,1286
16/03/2001,1.119946243,122.85,1295
19/03/2001,1.112966055,122.57,1298
20/03/2001,1.104484206,122.73,1297.01
21/03/2001,1.114827202,123.62,1310
22/03/2001,1.125999324,123.84,1324
23/03/2001,1.120322653,122.64,1310
26/03/2001,1.116694584,122.81,1310.7
27/03/2001,1.122334456,122.99,1312
28/03/2001,1.125872551,122.62,1302
29/03/2001,1.135460429,123.45,1323
30/03/2001,1.137138958,125.54,1332
02/04/2001,1.133272892,126.75,1350
03/04/2001,1.119820829,125.41,1350
04/04/2001,1.109508488,125.38,1369
05/04/2001,1.114081996,124.33,1352
06/04/2001,1.110864252,124.03,1342.1
09/04/2001,1.1093854,124.85,1341.9
10/04/2001,1.12561909,124.48,1334
11/04/2001,1.129177958,124.82,1326
12/04/2001,1.120824927,123.51,1316.1
13/04/2001,1.125112511,124.15,1325.3
16/04/2001,1.128413451,124.64,1330
17/04/2001,1.134558657,123.67,1325
18/04/2001,1.13430127,122.35,1316
19/04/2001,1.122460433,121.87,1299
20/04/2001,1.107174491,122.52,1313.1
23/04/2001,1.116071429,121.68,1314.5
24/04/2001,1.117818019,122.08,1307
25/04/2001,1.114578689,122.21,1307.9
26/04/2001,1.109754744,123.13,1317
27/04/2001,1.120573734,123.76,1328
30/04/2001,1.126887537,123.57,1319
01/05/2001,1.118943717,121.92,1319
02/05/2001,1.120448179,121.72,1310
03/05/2001,1.124732876,121.19,1296
04/05/2001,1.119319454,121.05,1292.5
07/05/2001,1.121579183,121.34,1297.1
08/05/2001,1.130198915,121.66,1304
09/05/2001,1.13058225,122.25,1301.9
10/05/2001,1.137397634,122.71,1307
11/05/2001,1.141682841,122.5,1298
14/05/2001,1.143118427,123.12,1298
15/05/2001,1.137915339,123.26,1303.7
16/05/2001,1.130965845,123.59,1310
17/05/2001,1.132759402,122.68,1302.1
18/05/2001,1.139731023,123.67,1304.1
21/05/2001,1.141291942,122.91,1303
22/05/2001,1.155134573,122.79,1305
23/05/2001,1.163061177,120.39,1287
24/05/2001,1.166861144,120.15,1286
25/05/2001,1.165908826,120.75,1289.3
28/05/2001,1.165908826,120.75,1289.3
29/05/2001,1.17000117,120.1,1290
30/05/2001,1.166044776,120.27,1290
31/05/2001,1.182732111,118.88,1282
01/06/2001,1.183151917,119.13,1286
04/06/2001,1.18357202,119.5,1285
05/06/2001,1.175917215,120.27,1287
06/06/2001,1.183151917,120.35,1286
07/06/2001,1.175640724,119.91,1286
08/06/2001,1.175778954,120.6,1286
11/06/2001,1.18694362,122.02,1289
12/06/2001,1.179384361,121.74,1291
13/06/2001,1.171508903,121.89,1293
14/06/2001,1.163061177,121.42,1293
15/06/2001,1.159017153,122.97,1293
18/06/2001,1.161440186,123.2,1293
19/06/2001,1.168497312,122.97,1305
20/06/2001,1.175640724,123.3,1305
21/06/2001,1.170411985,124.4,1303
22/06/2001,1.166861144,124.25,1304
25/06/2001,1.161305307,124.02,1303
26/06/2001,1.159689203,123.82,1301
27/06/2001,1.159958242,124.25,1300
28/06/2001,1.180637544,124.63,1304
29/06/2001,1.180080245,124.73,1303
02/07/2001,1.182732111,124.22,1303
03/07/2001,1.179662616,124.48,1295
04/07/2001,1.179662616,124.48,1295
05/07/2001,1.19474313,125.77,1297
06/07/2001,1.181334908,125.85,1299
09/07/2001,1.180080245,125.43,1297
10/07/2001,1.168633867,125.53,1300
11/07/2001,1.160900859,124.06,1309
12/07/2001,1.172332943,124.1,1301
13/07/2001,1.172745397,124.75,1308
16/07/2001,1.169727454,125.44,1315
17/07/2001,1.169727454,124.89,1316
18/07/2001,1.149293185,124.35,1312
19/07/2001,1.150747986,123.61,1305
20/07/2001,1.147710318,122.85,1305
23/07/2001,1.152604887,124.19,1315
24/07/2001,1.142595978,124,1315
25/07/2001,1.136751165,123.64,1310
26/07/2001,1.140901312,123.83,1300
27/07/2001,1.14298777,123.29,1300
30/07/2001,1.142857143,125.18,1305
31/07/2001,1.142595978,125,1303
01/08/2001,1.137268282,124.87,1297
02/08/2001,1.134687394,123.72,1289
03/08/2001,1.130837951,123.46,1287
06/08/2001,1.136105431,123.85,1294
